	ERR849859	ERR849860
0	145760.0	132206
1	42203.0	39045
2	59091.0	54779
3	60022.0	54469
4	65912.0	60665
5	55805.0	51164
6	29623.0	27472
7	27318.0	24956
8	44587.0	41466
9	19825.0	18020
10	12437.0	11314
11	7818.0	7397
12	7629.0	7203
13	5052.0	4776
14	2030.0	1867
15	298.0	276
16	2143.0	1992
17	237.0	223
18	170.0	165
19	229.0	209
20	72.0	67
21	57.0	54
22	79.0	95
23	33.0	33
24	141.0	127
25	11.0	13
26	4.0	8
27	6.0	9
28	NA	3
29	8.0	5
30	3.0	4
31	4.0	12
