	d	j	v	frequency	frequency
IGHV5-9-3*01__________NA__________IGHJ1*01	NA	NA	NA	36.0	43.0
IGHV5-9-3*01__________NA__________IGHJ2*01	NA	NA	NA	152.0	130.0
IGHV5-9-3*01__________NA__________IGHJ3*01	NA	NA	NA	132.0	104.0
IGHV5-9-3*01__________NA__________IGHJ3*02	NA	NA	NA	2.0	3.0
IGHV5-9-3*01__________NA__________IGHJ4*01	NA	NA	NA	195.0	228.0
IGHV5-9-4*01__________IGHD1-1*01__________IGHJ1*01	NA	NA	NA	4.0	2.0
IGHV5-9-4*01__________IGHD1-1*01__________IGHJ2*01	NA	NA	NA	58.0	51.0
IGHV5-9-4*01__________IGHD1-1*01__________IGHJ3*01	NA	NA	NA	8.0	12.0
IGHV5-9-4*01__________IGHD1-1*01__________IGHJ4*01	NA	NA	NA	34.0	32.0
IGHV5-9-4*01__________IGHD1-2*01__________IGHJ1*01	NA	NA	NA	1.0	NA
IGHV5-9-4*01__________IGHD1-2*01__________IGHJ2*01	NA	NA	NA	1.0	6.0
IGHV5-9-4*01__________IGHD1-2*01__________IGHJ3*01	NA	NA	NA	1.0	1.0
IGHV5-9-4*01__________IGHD1-2*01__________IGHJ4*01	NA	NA	NA	1.0	1.0
IGHV5-9-4*01__________IGHD2-11*01__________IGHJ2*01	NA	NA	NA	1.0	NA
IGHV5-9-4*01__________IGHD2-11*01__________IGHJ3*01	NA	NA	NA	3.0	4.0
IGHV5-9-4*01__________IGHD2-11*02__________IGHJ2*01	NA	NA	NA	2.0	2.0
IGHV5-9-4*01__________IGHD2-3*01__________IGHJ3*01	NA	NA	NA	1.0	NA
IGHV5-9-4*01__________IGHD2-3*01__________IGHJ4*01	NA	NA	NA	3.0	NA
IGHV5-9-4*01__________IGHD2-7*01__________IGHJ3*01	NA	NA	NA	3.0	NA
IGHV5-9-4*01__________IGHD2-8*01__________IGHJ2*01	NA	NA	NA	1.0	1.0
IGHV5-9-4*01__________IGHD2-8*01__________IGHJ4*01	NA	NA	NA	3.0	2.0
IGHV5-9-4*01__________IGHD2-9*01__________IGHJ3*01	NA	NA	NA	NA	2.0
IGHV5-9-4*01__________IGHD2-9*01__________IGHJ4*01	NA	NA	NA	NA	1.0
IGHV5-9-4*01__________IGHD2-9*02__________IGHJ3*01	NA	NA	NA	2.0	NA
IGHV5-9-4*01__________IGHD2-9*02__________IGHJ4*01	NA	NA	NA	3.0	6.0
IGHV5-9-4*01__________IGHD3-2*01__________IGHJ3*01	NA	NA	NA	5.0	2.0
IGHV5-9-4*01__________NA__________IGHJ1*01	NA	NA	NA	26.0	23.0
IGHV5-9-4*01__________NA__________IGHJ2*01	NA	NA	NA	98.0	59.0
IGHV5-9-4*01__________NA__________IGHJ3*01	NA	NA	NA	135.0	98.0
IGHV5-9-4*01__________NA__________IGHJ3*02	NA	NA	NA	1.0	2.0
IGHV5-9-4*01__________NA__________IGHJ4*01	NA	NA	NA	263.0	245.0
IGHV5-9-5*01__________IGHD1-1*01__________IGHJ1*01	NA	NA	NA	NA	1.0
IGHV5-9-5*01__________IGHD1-1*01__________IGHJ2*01	NA	NA	NA	9.0	7.0
IGHV5-9-5*01__________IGHD1-1*01__________IGHJ4*01	NA	NA	NA	1.0	1.0
IGHV5-9-5*01__________IGHD2-3*01__________IGHJ3*01	NA	NA	NA	NA	1.0
IGHV5-9-5*01__________IGHD2-3*01__________IGHJ4*01	NA	NA	NA	1.0	1.0
IGHV5-9-5*01__________IGHD3-1*01__________IGHJ3*01	NA	NA	NA	1.0	NA
IGHV5-9-5*01__________NA__________IGHJ1*01	NA	NA	NA	10.0	6.0
IGHV5-9-5*01__________NA__________IGHJ2*01	NA	NA	NA	34.0	22.0
IGHV5-9-5*01__________NA__________IGHJ3*01	NA	NA	NA	23.0	15.0
IGHV5-9-5*01__________NA__________IGHJ4*01	NA	NA	NA	57.0	37.0
IGHV5S12*01__________IGHD1-1*01__________IGHJ2*01	NA	NA	NA	1.0	2.0
IGHV5S12*01__________NA__________IGHJ2*03	NA	NA	NA	NA	1.0
IGHV5S12*01__________NA__________IGHJ3*01	NA	NA	NA	10.0	24.0
IGHV5S12*01__________NA__________IGHJ4*01	NA	NA	NA	2.0	NA
IGHV5S21*01__________IGHD1-1*01__________IGHJ1*03	NA	NA	NA	NA	2.0
IGHV5S21*01__________IGHD1-1*01__________IGHJ2*01	NA	NA	NA	1.0	1.0
IGHV5S21*01__________IGHD1-1*01__________IGHJ3*01	NA	NA	NA	NA	1.0
IGHV5S21*01__________IGHD1-1*01__________IGHJ4*01	NA	NA	NA	3.0	1.0
IGHV5S21*01__________IGHD2-9*01__________IGHJ4*01	NA	NA	NA	NA	1.0
IGHV5S21*01__________IGHD2-9*02__________IGHJ3*01	NA	NA	NA	1.0	NA
IGHV5S21*01__________NA__________IGHJ1*03	NA	NA	NA	5.0	1.0
IGHV5S21*01__________NA__________IGHJ2*01	NA	NA	NA	87.0	49.0
IGHV5S21*01__________NA__________IGHJ3*01	NA	NA	NA	NA	2.0
IGHV5S21*01__________NA__________IGHJ4*01	NA	NA	NA	12.0	16.0
IGHV5S4*01__________NA__________IGHJ1*01	NA	NA	NA	NA	2.0
IGHV5S4*01__________NA__________IGHJ4*01	NA	NA	NA	NA	4.0
IGHV6-3*01__________IGHD1-1*01__________IGHJ1*03	NA	NA	NA	88.0	78.0
IGHV6-3*01__________IGHD1-1*01__________IGHJ2*01	NA	NA	NA	60.0	46.0
IGHV6-3*01__________IGHD1-1*01__________IGHJ3*01	NA	NA	NA	25.0	21.0
IGHV6-3*01__________IGHD1-1*01__________IGHJ3*02	NA	NA	NA	2.0	NA
IGHV6-3*01__________IGHD1-1*01__________IGHJ4*01	NA	NA	NA	73.0	62.0
IGHV6-3*01__________IGHD2-3*01__________IGHJ3*01	NA	NA	NA	1.0	NA
IGHV6-3*01__________IGHD2-6*01__________IGHJ2*01	NA	NA	NA	NA	2.0
IGHV6-3*01__________IGHD2-6*01__________IGHJ4*01	NA	NA	NA	5.0	6.0
IGHV6-3*01__________IGHD2-7*01__________IGHJ3*01	NA	NA	NA	3.0	NA
IGHV6-3*01__________IGHD2-8*01__________IGHJ2*01	NA	NA	NA	NA	1.0
IGHV6-3*01__________IGHD2-8*01__________IGHJ4*01	NA	NA	NA	3.0	NA
IGHV6-3*01__________IGHD2-9*02__________IGHJ1*03	NA	NA	NA	NA	1.0
IGHV6-3*01__________IGHD2-9*02__________IGHJ2*01	NA	NA	NA	3.0	3.0
IGHV6-3*01__________IGHD2-9*02__________IGHJ3*01	NA	NA	NA	1.0	1.0
IGHV6-3*01__________IGHD2-9*02__________IGHJ4*01	NA	NA	NA	1.0	NA
IGHV6-3*01__________IGHD3-2*02__________IGHJ2*01	NA	NA	NA	NA	1.0
IGHV6-3*01__________NA__________IGHJ1*03	NA	NA	NA	228.0	181.0
IGHV6-3*01__________NA__________IGHJ2*01	NA	NA	NA	1289.0	1067.0
IGHV6-3*01__________NA__________IGHJ2*02	NA	NA	NA	5.0	3.0
IGHV6-3*01__________NA__________IGHJ2*03	NA	NA	NA	NA	1.0
IGHV6-3*01__________NA__________IGHJ3*01	NA	NA	NA	691.0	486.0
IGHV6-3*01__________NA__________IGHJ3*02	NA	NA	NA	42.0	21.0
IGHV6-3*01__________NA__________IGHJ4*01	NA	NA	NA	603.0	573.0
IGHV6-3*03__________IGHD2-3*01__________IGHJ3*01	NA	NA	NA	2.0	NA
IGHV6-3*03__________NA__________IGHJ1*01	NA	NA	NA	29.0	23.0
IGHV6-3*03__________NA__________IGHJ2*01	NA	NA	NA	7.0	4.0
IGHV6-3*03__________NA__________IGHJ3*01	NA	NA	NA	7.0	4.0
IGHV6-3*03__________NA__________IGHJ4*01	NA	NA	NA	4.0	5.0
IGHV6-4*01__________NA__________IGHJ4*01	NA	NA	NA	2.0	NA
IGHV6-4*02__________NA__________IGHJ1*01	NA	NA	NA	NA	1.0
IGHV6-4*02__________NA__________IGHJ4*01	NA	NA	NA	1.0	1.0
IGHV6-5*01__________IGHD1-1*01__________IGHJ2*01	NA	NA	NA	NA	1.0
IGHV6-5*01__________IGHD1-1*01__________IGHJ3*01	NA	NA	NA	1.0	1.0
IGHV6-5*01__________NA__________IGHJ1*03	NA	NA	NA	2.0	NA
IGHV6-5*01__________NA__________IGHJ2*01	NA	NA	NA	6.0	1.0
IGHV6-5*01__________NA__________IGHJ3*01	NA	NA	NA	1.0	NA
IGHV6-5*01__________NA__________IGHJ4*01	NA	NA	NA	NA	2.0
IGHV6-5*02__________NA__________IGHJ2*01	NA	NA	NA	NA	2.0
IGHV6-5*02__________NA__________IGHJ3*01	NA	NA	NA	1.0	NA
IGHV6-5*02__________NA__________IGHJ4*01	NA	NA	NA	2.0	2.0
IGHV6-6*01__________IGHD1-1*01__________IGHJ1*01	NA	NA	NA	1.0	NA
IGHV6-6*01__________IGHD1-1*01__________IGHJ1*03	NA	NA	NA	11.0	11.0
IGHV6-6*01__________IGHD1-1*01__________IGHJ2*01	NA	NA	NA	55.0	41.0
IGHV6-6*01__________IGHD1-1*01__________IGHJ3*01	NA	NA	NA	14.0	14.0
IGHV6-6*01__________IGHD1-1*01__________IGHJ4*01	NA	NA	NA	67.0	67.0
IGHV6-6*01__________IGHD1-1*02__________IGHJ4*01	NA	NA	NA	2.0	NA
IGHV6-6*01__________IGHD2-11*02__________IGHJ1*03	NA	NA	NA	1.0	1.0
IGHV6-6*01__________IGHD2-12*01__________IGHJ1*03	NA	NA	NA	1.0	NA
IGHV6-6*01__________IGHD2-14*01__________IGHJ3*01	NA	NA	NA	NA	2.0
IGHV6-6*01__________IGHD2-3*01__________IGHJ4*01	NA	NA	NA	3.0	4.0
IGHV6-6*01__________IGHD2-6*01__________IGHJ1*01	NA	NA	NA	NA	3.0
IGHV6-6*01__________IGHD2-6*01__________IGHJ1*03	NA	NA	NA	524.0	495.0
IGHV6-6*01__________IGHD2-6*01__________IGHJ3*01	NA	NA	NA	NA	1.0
IGHV6-6*01__________IGHD2-7*01__________IGHJ3*01	NA	NA	NA	NA	1.0
IGHV6-6*01__________IGHD2-8*01__________IGHJ1*03	NA	NA	NA	1.0	NA
IGHV6-6*01__________IGHD2-8*01__________IGHJ2*01	NA	NA	NA	4.0	NA
IGHV6-6*01__________IGHD2-8*01__________IGHJ3*01	NA	NA	NA	2.0	3.0
IGHV6-6*01__________IGHD2-8*01__________IGHJ4*01	NA	NA	NA	2.0	2.0
IGHV6-6*01__________IGHD2-9*02__________IGHJ1*01	NA	NA	NA	5.0	4.0
IGHV6-6*01__________IGHD2-9*02__________IGHJ3*01	NA	NA	NA	4.0	2.0
IGHV6-6*01__________IGHD3-2*01__________IGHJ3*01	NA	NA	NA	1.0	NA
IGHV6-6*01__________IGHD3-2*02__________IGHJ3*01	NA	NA	NA	NA	1.0
IGHV6-6*01__________NA__________IGHJ1*01	NA	NA	NA	43.0	49.0
IGHV6-6*01__________NA__________IGHJ1*03	NA	NA	NA	476.0	461.0
IGHV6-6*01__________NA__________IGHJ2*01	NA	NA	NA	1444.0	1124.0
IGHV6-6*01__________NA__________IGHJ2*02	NA	NA	NA	11.0	4.0
IGHV6-6*01__________NA__________IGHJ3*01	NA	NA	NA	372.0	311.0
IGHV6-6*01__________NA__________IGHJ3*02	NA	NA	NA	NA	2.0
IGHV6-6*01__________NA__________IGHJ4*01	NA	NA	NA	290.0	292.0
IGHV6-6*02__________IGHD1-1*01__________IGHJ1*01	NA	NA	NA	8.0	12.0
IGHV6-6*02__________IGHD1-1*01__________IGHJ2*01	NA	NA	NA	9.0	5.0
IGHV6-6*02__________IGHD1-1*01__________IGHJ3*01	NA	NA	NA	10.0	11.0
IGHV6-6*02__________IGHD1-1*01__________IGHJ4*01	NA	NA	NA	6.0	7.0
IGHV6-6*02__________IGHD1-2*01__________IGHJ3*01	NA	NA	NA	1.0	NA
IGHV6-6*02__________IGHD2-11*02__________IGHJ2*01	NA	NA	NA	NA	2.0
IGHV6-6*02__________IGHD2-14*01__________IGHJ4*01	NA	NA	NA	1.0	3.0
IGHV6-6*02__________IGHD2-3*01__________IGHJ2*01	NA	NA	NA	1.0	NA
IGHV6-6*02__________IGHD2-3*01__________IGHJ3*01	NA	NA	NA	NA	3.0
IGHV6-6*02__________IGHD2-8*01__________IGHJ4*01	NA	NA	NA	2.0	3.0
IGHV6-6*02__________IGHD2-9*02__________IGHJ3*01	NA	NA	NA	8.0	5.0
IGHV6-6*02__________IGHD2-9*02__________IGHJ4*01	NA	NA	NA	NA	2.0
IGHV6-6*02__________IGHD3-2*01__________IGHJ4*01	NA	NA	NA	3.0	NA
IGHV6-6*02__________NA__________IGHJ1*01	NA	NA	NA	236.0	177.0
IGHV6-6*02__________NA__________IGHJ1*03	NA	NA	NA	2.0	NA
IGHV6-6*02__________NA__________IGHJ2*01	NA	NA	NA	530.0	457.0
IGHV6-6*02__________NA__________IGHJ2*02	NA	NA	NA	1.0	3.0
IGHV6-6*02__________NA__________IGHJ3*01	NA	NA	NA	543.0	449.0
IGHV6-6*02__________NA__________IGHJ3*02	NA	NA	NA	6.0	3.0
IGHV6-6*02__________NA__________IGHJ4*01	NA	NA	NA	450.0	402.0
IGHV6-7*02__________IGHD1-1*01__________IGHJ2*01	NA	NA	NA	2.0	2.0
IGHV6-7*02__________IGHD1-1*01__________IGHJ3*01	NA	NA	NA	5.0	1.0
IGHV6-7*02__________IGHD1-1*01__________IGHJ4*01	NA	NA	NA	2.0	NA
IGHV6-7*02__________IGHD2-11*02__________IGHJ2*01	NA	NA	NA	1.0	NA
IGHV6-7*02__________IGHD2-14*01__________IGHJ3*01	NA	NA	NA	2.0	4.0
IGHV6-7*02__________IGHD2-14*01__________IGHJ4*01	NA	NA	NA	2.0	1.0
IGHV6-7*02__________IGHD2-9*02__________IGHJ2*01	NA	NA	NA	1.0	NA
IGHV6-7*02__________IGHD2-9*02__________IGHJ4*01	NA	NA	NA	NA	1.0
IGHV6-7*02__________IGHD3-2*01__________IGHJ4*01	NA	NA	NA	3.0	2.0
IGHV6-7*02__________NA__________IGHJ1*01	NA	NA	NA	9.0	7.0
IGHV6-7*02__________NA__________IGHJ2*01	NA	NA	NA	29.0	24.0
IGHV6-7*02__________NA__________IGHJ3*01	NA	NA	NA	25.0	20.0
IGHV6-7*02__________NA__________IGHJ4*01	NA	NA	NA	73.0	80.0
IGHV7-1*01__________IGHD2-6*01__________IGHJ1*03	NA	NA	NA	11.0	8.0
IGHV7-1*01__________NA__________IGHJ1*03	NA	NA	NA	NA	1.0
IGHV7-1*01__________NA__________IGHJ4*01	NA	NA	NA	1.0	NA
IGHV7-1*03__________IGHD1-1*01__________IGHJ1*03	NA	NA	NA	107.0	94.0
IGHV7-1*03__________IGHD1-1*01__________IGHJ2*01	NA	NA	NA	1.0	1.0
IGHV7-1*03__________IGHD1-1*01__________IGHJ3*01	NA	NA	NA	4.0	1.0
IGHV7-1*03__________IGHD1-1*01__________IGHJ4*01	NA	NA	NA	2.0	3.0
IGHV7-1*03__________IGHD1-1*02__________IGHJ1*03	NA	NA	NA	NA	1.0
IGHV7-1*03__________IGHD2-3*01__________IGHJ1*03	NA	NA	NA	NA	1.0
IGHV7-1*03__________IGHD2-3*01__________IGHJ2*01	NA	NA	NA	NA	1.0
IGHV7-1*03__________IGHD2-3*01__________IGHJ4*01	NA	NA	NA	2.0	1.0
IGHV7-1*03__________IGHD2-9*02__________IGHJ1*03	NA	NA	NA	NA	1.0
IGHV7-1*03__________NA__________IGHJ1*03	NA	NA	NA	285.0	252.0
IGHV7-1*03__________NA__________IGHJ2*01	NA	NA	NA	17.0	8.0
IGHV7-1*03__________NA__________IGHJ3*01	NA	NA	NA	30.0	30.0
IGHV7-1*03__________NA__________IGHJ4*01	NA	NA	NA	68.0	72.0
IGHV7-2*02__________IGHD1-1*01__________IGHJ1*01	NA	NA	NA	62.0	79.0
IGHV7-2*02__________IGHD1-1*01__________IGHJ1*03	NA	NA	NA	1.0	NA
IGHV7-2*02__________IGHD1-1*01__________IGHJ2*01	NA	NA	NA	NA	6.0
IGHV7-2*02__________IGHD1-1*01__________IGHJ3*01	NA	NA	NA	4.0	7.0
IGHV7-2*02__________IGHD1-1*01__________IGHJ4*01	NA	NA	NA	12.0	12.0
IGHV7-2*02__________IGHD1-2*01__________IGHJ4*01	NA	NA	NA	2.0	NA
IGHV7-2*02__________IGHD2-14*01__________IGHJ3*01	NA	NA	NA	4.0	3.0
IGHV7-2*02__________IGHD2-14*01__________IGHJ4*01	NA	NA	NA	6.0	12.0
IGHV7-2*02__________IGHD2-3*01__________IGHJ1*01	NA	NA	NA	1.0	2.0
IGHV7-2*02__________IGHD2-3*01__________IGHJ4*01	NA	NA	NA	4.0	3.0
IGHV7-2*02__________IGHD2-8*01__________IGHJ1*01	NA	NA	NA	6.0	2.0
IGHV7-2*02__________IGHD2-8*01__________IGHJ3*01	NA	NA	NA	NA	1.0
IGHV7-2*02__________IGHD2-9*02__________IGHJ2*01	NA	NA	NA	1.0	NA
IGHV7-2*02__________IGHD2-9*02__________IGHJ3*01	NA	NA	NA	1.0	2.0
IGHV7-2*02__________IGHD2-9*02__________IGHJ4*01	NA	NA	NA	1.0	NA
IGHV7-2*02__________NA__________IGHJ1*01	NA	NA	NA	221.0	203.0
IGHV7-2*02__________NA__________IGHJ1*03	NA	NA	NA	NA	1.0
IGHV7-2*02__________NA__________IGHJ2*01	NA	NA	NA	144.0	109.0
IGHV7-2*02__________NA__________IGHJ2*02	NA	NA	NA	1.0	NA
IGHV7-2*02__________NA__________IGHJ3*01	NA	NA	NA	227.0	190.0
IGHV7-2*02__________NA__________IGHJ3*02	NA	NA	NA	1.0	3.0
IGHV7-2*02__________NA__________IGHJ4*01	NA	NA	NA	180.0	174.0
IGHV7-3*01__________IGHD1-1*01__________IGHJ1*03	NA	NA	NA	23.0	20.0
IGHV7-3*01__________IGHD1-1*01__________IGHJ2*01	NA	NA	NA	25.0	23.0
IGHV7-3*01__________IGHD1-1*01__________IGHJ3*01	NA	NA	NA	2.0	1.0
IGHV7-3*01__________IGHD1-1*01__________IGHJ4*01	NA	NA	NA	40.0	34.0
IGHV7-3*01__________IGHD2-3*01__________IGHJ3*01	NA	NA	NA	2.0	NA
IGHV7-3*01__________IGHD2-3*01__________IGHJ4*01	NA	NA	NA	2.0	NA
IGHV7-3*01__________IGHD2-6*01__________IGHJ3*01	NA	NA	NA	NA	1.0
IGHV7-3*01__________IGHD2-9*02__________IGHJ3*01	NA	NA	NA	NA	2.0
IGHV7-3*01__________IGHD2-9*02__________IGHJ4*01	NA	NA	NA	1.0	NA
IGHV7-3*01__________IGHD3-2*02__________IGHJ2*01	NA	NA	NA	1.0	NA
IGHV7-3*01__________IGHD3-2*02__________IGHJ3*01	NA	NA	NA	1.0	2.0
IGHV7-3*01__________NA__________IGHJ1*01	NA	NA	NA	2.0	2.0
IGHV7-3*01__________NA__________IGHJ1*03	NA	NA	NA	338.0	272.0
IGHV7-3*01__________NA__________IGHJ2*01	NA	NA	NA	4289.0	3517.0
IGHV7-3*01__________NA__________IGHJ2*02	NA	NA	NA	5.0	8.0
IGHV7-3*01__________NA__________IGHJ2*03	NA	NA	NA	2.0	NA
IGHV7-3*01__________NA__________IGHJ3*01	NA	NA	NA	769.0	561.0
IGHV7-3*01__________NA__________IGHJ3*02	NA	NA	NA	NA	1.0
IGHV7-3*01__________NA__________IGHJ4*01	NA	NA	NA	246.0	222.0
IGHV7-3*02__________IGHD1-1*01__________IGHJ1*01	NA	NA	NA	42.0	46.0
IGHV7-3*02__________IGHD1-1*01__________IGHJ1*03	NA	NA	NA	1.0	NA
IGHV7-3*02__________IGHD1-1*01__________IGHJ2*01	NA	NA	NA	17.0	14.0
IGHV7-3*02__________IGHD1-1*01__________IGHJ3*01	NA	NA	NA	83.0	60.0
IGHV7-3*02__________IGHD1-1*01__________IGHJ3*02	NA	NA	NA	NA	1.0
IGHV7-3*02__________IGHD1-1*01__________IGHJ4*01	NA	NA	NA	28.0	28.0
IGHV7-3*02__________IGHD1-2*01__________IGHJ1*01	NA	NA	NA	NA	1.0
IGHV7-3*02__________IGHD1-2*01__________IGHJ2*01	NA	NA	NA	3.0	2.0
IGHV7-3*02__________IGHD1-2*01__________IGHJ3*01	NA	NA	NA	2.0	3.0
IGHV7-3*02__________IGHD1-2*01__________IGHJ4*01	NA	NA	NA	4.0	2.0
IGHV7-3*02__________IGHD2-11*02__________IGHJ4*01	NA	NA	NA	4.0	5.0
IGHV7-3*02__________IGHD2-14*01__________IGHJ1*01	NA	NA	NA	2.0	NA
IGHV7-3*02__________IGHD2-14*01__________IGHJ2*01	NA	NA	NA	NA	1.0
IGHV7-3*02__________IGHD2-14*01__________IGHJ3*01	NA	NA	NA	17.0	13.0
IGHV7-3*02__________IGHD2-14*01__________IGHJ4*01	NA	NA	NA	13.0	13.0
IGHV7-3*02__________IGHD2-3*01__________IGHJ3*01	NA	NA	NA	2.0	5.0
IGHV7-3*02__________IGHD2-3*01__________IGHJ4*01	NA	NA	NA	10.0	6.0
IGHV7-3*02__________IGHD2-7*01__________IGHJ1*01	NA	NA	NA	12.0	6.0
IGHV7-3*02__________IGHD2-8*01__________IGHJ4*01	NA	NA	NA	6.0	2.0
IGHV7-3*02__________IGHD2-9*02__________IGHJ2*01	NA	NA	NA	6.0	1.0
IGHV7-3*02__________IGHD2-9*02__________IGHJ3*01	NA	NA	NA	2.0	2.0
IGHV7-3*02__________IGHD2-9*02__________IGHJ4*01	NA	NA	NA	33.0	27.0
IGHV7-3*02__________IGHD3-2*01__________IGHJ1*01	NA	NA	NA	1.0	NA
IGHV7-3*02__________IGHD3-2*01__________IGHJ3*01	NA	NA	NA	1.0	2.0
IGHV7-3*02__________IGHD3-2*01__________IGHJ4*01	NA	NA	NA	7.0	9.0
IGHV7-3*02__________NA__________IGHJ1*01	NA	NA	NA	310.0	278.0
IGHV7-3*02__________NA__________IGHJ1*02	NA	NA	NA	3.0	1.0
IGHV7-3*02__________NA__________IGHJ2*01	NA	NA	NA	1746.0	1475.0
IGHV7-3*02__________NA__________IGHJ2*02	NA	NA	NA	2.0	1.0
IGHV7-3*02__________NA__________IGHJ3*01	NA	NA	NA	798.0	638.0
IGHV7-3*02__________NA__________IGHJ3*02	NA	NA	NA	9.0	9.0
IGHV7-3*02__________NA__________IGHJ4*01	NA	NA	NA	991.0	886.0
IGHV7-3*03__________NA__________IGHJ1*03	NA	NA	NA	NA	2.0
IGHV7-3*03__________NA__________IGHJ2*01	NA	NA	NA	2.0	NA
IGHV7-3*04__________IGHD1-1*01__________IGHJ1*03	NA	NA	NA	3.0	NA
IGHV7-3*04__________NA__________IGHJ2*01	NA	NA	NA	4.0	1.0
IGHV7-3*04__________NA__________IGHJ3*01	NA	NA	NA	NA	1.0
IGHV7-3*04__________NA__________IGHJ4*01	NA	NA	NA	2.0	3.0
IGHV7-4*01__________IGHD1-1*01__________IGHJ1*03	NA	NA	NA	NA	1.0
IGHV7-4*01__________IGHD1-1*01__________IGHJ4*01	NA	NA	NA	NA	1.0
IGHV7-4*01__________NA__________IGHJ1*03	NA	NA	NA	10.0	12.0
IGHV7-4*01__________NA__________IGHJ2*01	NA	NA	NA	33.0	31.0
IGHV7-4*01__________NA__________IGHJ3*01	NA	NA	NA	4.0	7.0
IGHV7-4*01__________NA__________IGHJ3*02	NA	NA	NA	1.0	NA
IGHV7-4*01__________NA__________IGHJ4*01	NA	NA	NA	8.0	9.0
IGHV7-4*03__________IGHD1-1*01__________IGHJ4*01	NA	NA	NA	3.0	2.0
IGHV7-4*03__________NA__________IGHJ3*01	NA	NA	NA	9.0	4.0
IGHV7-4*03__________NA__________IGHJ4*01	NA	NA	NA	NA	2.0
IGHV7-4*04__________IGHD1-1*01__________IGHJ1*03	NA	NA	NA	1.0	NA
IGHV7-4*04__________NA__________IGHJ1*03	NA	NA	NA	7.0	7.0
IGHV7-4*04__________NA__________IGHJ2*01	NA	NA	NA	1.0	NA
IGHV7-4*04__________NA__________IGHJ4*01	NA	NA	NA	5.0	6.0
IGHV8-11*01__________IGHD1-1*01__________IGHJ1*01	NA	NA	NA	8.0	13.0
IGHV8-11*01__________IGHD1-1*01__________IGHJ2*01	NA	NA	NA	4.0	4.0
IGHV8-11*01__________IGHD1-1*01__________IGHJ3*01	NA	NA	NA	9.0	9.0
IGHV8-11*01__________IGHD1-1*01__________IGHJ4*01	NA	NA	NA	1.0	1.0
IGHV8-11*01__________IGHD2-6*01__________IGHJ2*01	NA	NA	NA	2.0	NA
IGHV8-11*01__________IGHD2-8*01__________IGHJ1*01	NA	NA	NA	1.0	NA
IGHV8-11*01__________IGHD2-8*01__________IGHJ3*01	NA	NA	NA	4.0	2.0
IGHV8-11*01__________IGHD2-9*02__________IGHJ4*01	NA	NA	NA	3.0	1.0
IGHV8-11*01__________NA__________IGHJ1*01	NA	NA	NA	1.0	2.0
IGHV8-11*01__________NA__________IGHJ1*03	NA	NA	NA	NA	1.0
IGHV8-11*01__________NA__________IGHJ2*01	NA	NA	NA	22.0	22.0
IGHV8-11*01__________NA__________IGHJ3*01	NA	NA	NA	111.0	116.0
IGHV8-11*01__________NA__________IGHJ4*01	NA	NA	NA	64.0	61.0
IGHV8-12*01__________IGHD1-1*01__________IGHJ1*01	NA	NA	NA	53.0	37.0
IGHV8-12*01__________IGHD1-1*01__________IGHJ1*03	NA	NA	NA	175.0	162.0
IGHV8-12*01__________IGHD1-1*01__________IGHJ2*01	NA	NA	NA	128.0	141.0
IGHV8-12*01__________IGHD1-1*01__________IGHJ3*01	NA	NA	NA	23.0	16.0
IGHV8-12*01__________IGHD1-1*01__________IGHJ3*02	NA	NA	NA	3.0	1.0
IGHV8-12*01__________IGHD1-1*01__________IGHJ4*01	NA	NA	NA	177.0	145.0
IGHV8-12*01__________IGHD1-1*02__________IGHJ2*01	NA	NA	NA	3.0	2.0
IGHV8-12*01__________IGHD1-1*02__________IGHJ4*01	NA	NA	NA	5.0	6.0
IGHV8-12*01__________IGHD1-2*01__________IGHJ3*01	NA	NA	NA	5.0	5.0
IGHV8-12*01__________IGHD1-2*01__________IGHJ4*01	NA	NA	NA	2.0	2.0
IGHV8-12*01__________IGHD2-11*02__________IGHJ4*01	NA	NA	NA	1.0	3.0
IGHV8-12*01__________IGHD2-14*01__________IGHJ3*01	NA	NA	NA	2.0	2.0
IGHV8-12*01__________IGHD2-14*01__________IGHJ4*01	NA	NA	NA	15.0	21.0
IGHV8-12*01__________IGHD2-3*01__________IGHJ2*01	NA	NA	NA	28.0	15.0
IGHV8-12*01__________IGHD2-3*01__________IGHJ2*02	NA	NA	NA	NA	1.0
IGHV8-12*01__________IGHD2-3*01__________IGHJ3*01	NA	NA	NA	3.0	7.0
IGHV8-12*01__________IGHD2-3*01__________IGHJ4*01	NA	NA	NA	8.0	4.0
IGHV8-12*01__________IGHD2-6*01__________IGHJ1*03	NA	NA	NA	NA	1.0
IGHV8-12*01__________IGHD2-6*01__________IGHJ2*01	NA	NA	NA	1.0	1.0
IGHV8-12*01__________IGHD2-6*01__________IGHJ3*01	NA	NA	NA	NA	2.0
IGHV8-12*01__________IGHD2-7*01__________IGHJ1*03	NA	NA	NA	16.0	11.0
IGHV8-12*01__________IGHD2-7*01__________IGHJ2*01	NA	NA	NA	NA	2.0
IGHV8-12*01__________IGHD2-7*01__________IGHJ3*01	NA	NA	NA	2.0	2.0
IGHV8-12*01__________IGHD2-7*01__________IGHJ4*01	NA	NA	NA	16.0	9.0
IGHV8-12*01__________IGHD2-8*01__________IGHJ2*01	NA	NA	NA	7.0	3.0
IGHV8-12*01__________IGHD2-8*01__________IGHJ4*01	NA	NA	NA	NA	1.0
