	v	d	j	frequency
269	Z14301|IGHV1-69*12|Homo	NA	X86356|IGHJ6*03|Homo	89
270	Z14214|IGHV1-69*13|Homo	M35648|IGHD2-2*03|Homo	X86355|IGHJ4*02|Homo	89
271	Z14296|IGHV1-69*11|Homo	NA	X86355|IGHJ5*02|Homo	88
272	X92343|IGHV1-46*01|Homo	X97051|IGHD4-17*01|Homo	X86355|IGHJ3*02|Homo	86
273	KC713938|IGHV1-18*04|Homo	NA	X86355|IGHJ5*02|Homo	85
274	X92343|IGHV1-46*01|Homo	X13972|IGHD6-13*01|Homo	X86355|IGHJ4*02|Homo	85
275	HM855457|IGHV1-8*02|Homo	X13972|IGHD3-9*01|Homo	X86356|IGHJ6*03|Homo	85
276	X92343|IGHV1-46*01|Homo	X13972|IGHD3-10*01|Homo	X86355|IGHJ3*02|Homo	85
277	M99637|IGHV1-8*01|Homo	NA	J00256|IGHJ2*01|Homo	84
278	HM855674|IGHV1-2*05|Homo	NA	X86355|IGHJ4*02|Homo	83
279	KC713934|IGHV1-69D*01|Homo	NA	J00256|IGHJ1*01|Homo	83
280	Z14300|IGHV1-69*10|Homo	NA	J00256|IGHJ1*01|Homo	82
281	M99641|IGHV1-18*01|Homo	X13972|IGHD5-12*01|Homo	X86355|IGHJ4*02|Homo	81
282	M29809|IGHV1-58*01|Homo	NA	X86355|IGHJ3*02|Homo	80
283	Z14214|IGHV1-69*13|Homo	NA	AJ879487|IGHJ6*04|Homo	80
284	M99642|IGHV1-24*01|Homo	X13972|IGHD3-9*01|Homo	X86355|IGHJ4*02|Homo	80
285	X62106|IGHV1-2*02|Homo	X13972|IGHD3-9*01|Homo	M25625|IGHJ4*03|Homo	80
286	M99642|IGHV1-24*01|Homo	X13972|IGHD3-10*01|Homo	X86355|IGHJ5*02|Homo	79
287	M99642|IGHV1-24*01|Homo	X93616|IGHD3-22*01|Homo	J00256|IGHJ1*01|Homo	79
288	M99642|IGHV1-24*01|Homo	X13972|IGHD3-10*01|Homo	X86355|IGHJ3*02|Homo	79
289	HM855457|IGHV1-8*02|Homo	X93616|IGHD3-22*01|Homo	X86355|IGHJ5*02|Homo	79
290	Z14214|IGHV1-69*13|Homo	X13972|IGHD5-12*01|Homo	X86355|IGHJ5*02|Homo	78
291	M99641|IGHV1-18*01|Homo	X13972|IGHD3-10*01|Homo	J00256|IGHJ1*01|Homo	77
292	X62106|IGHV1-2*02|Homo	X97051|IGHD2-21*02|Homo	X86355|IGHJ3*02|Homo	76
293	Z14214|IGHV1-69*13|Homo	X13972|IGHD5-12*01|Homo	X86355|IGHJ6*02|Homo	76
294	M99641|IGHV1-18*01|Homo	X97051|IGHD2-21*02|Homo	X86355|IGHJ4*02|Homo	76
295	Z14214|IGHV1-69*13|Homo	X93616|IGHD3-22*01|Homo	X86355|IGHJ6*02|Homo	76
296	L06612|IGHV1-46*03|Homo	X97051|IGHD6-19*01|Homo	X86355|IGHJ3*02|Homo	75
297	HM855457|IGHV1-8*02|Homo	X97051|IGHD3-16*02|Homo	X86355|IGHJ4*02|Homo	75
298	X62106|IGHV1-2*02|Homo	NA	J00256|IGHJ5*01|Homo	75
299	KC713948|IGHV1-69*14|Homo	NA	J00256|IGHJ5*01|Homo	73
300	M99641|IGHV1-18*01|Homo	X13972|IGHD3-10*01|Homo	J00256|IGHJ2*01|Homo	72
301	M99641|IGHV1-18*01|Homo	X93616|IGHD3-22*01|Homo	J00256|IGHJ2*01|Homo	72
302	HM855457|IGHV1-8*02|Homo	X13972|IGHD5-5*01|Homo	X86355|IGHJ5*02|Homo	72
303	M99637|IGHV1-8*01|Homo	X13972|IGHD5-12*01|Homo	X86355|IGHJ4*02|Homo	72
304	X92343|IGHV1-46*01|Homo	J00234|IGHD2-15*01|Homo	X86356|IGHJ6*03|Homo	71
305	X62106|IGHV1-2*02|Homo	X97051|IGHD5-24*01|Homo	J00256|IGHJ1*01|Homo	71
306	Z14300|IGHV1-69*10|Homo	X97051|IGHD3-16*02|Homo	X86355|IGHJ4*02|Homo	70
307	X92208|IGHV1-2*03|Homo	NA	X86355|IGHJ4*02|Homo	70
308	X62106|IGHV1-2*02|Homo	X97051|IGHD5-24*01|Homo	X86355|IGHJ4*02|Homo	70
309	M99641|IGHV1-18*01|Homo	M35648|IGHD2-2*03|Homo	X86355|IGHJ5*02|Homo	69
310	KF698733|IGHV1-2*04|Homo	X93616|IGHD3-22*01|Homo	X86355|IGHJ4*02|Homo	69
311	HM855457|IGHV1-8*02|Homo	X97051|IGHD6-19*01|Homo	X86356|IGHJ6*03|Homo	69
312	Z14214|IGHV1-69*13|Homo	X13972|IGHD5-12*01|Homo	X86355|IGHJ3*02|Homo	69
313	KC713938|IGHV1-18*04|Homo	NA	X86356|IGHJ6*03|Homo	68
314	X62106|IGHV1-2*02|Homo	NA	J00256|IGHJ6*01|Homo	68
315	X62106|IGHV1-2*02|Homo	M35648|IGHD2-2*03|Homo	X86355|IGHJ4*02|Homo	67
316	X62106|IGHV1-2*02|Homo	X97051|IGHD6-19*01|Homo	X86355|IGHJ3*02|Homo	67
317	HM855674|IGHV1-2*05|Homo	NA	X86355|IGHJ3*02|Homo	66
318	X62106|IGHV1-2*02|Homo	X13972|IGHD3-9*01|Homo	J00256|IGHJ1*01|Homo	66
319	Z14214|IGHV1-69*13|Homo	X13972|IGHD5-12*01|Homo	X86355|IGHJ4*02|Homo	66
320	X92343|IGHV1-46*01|Homo	X97051|IGHD6-19*01|Homo	X86355|IGHJ4*02|Homo	66
321	X62106|IGHV1-2*02|Homo	X13972|IGHD5-12*01|Homo	X86355|IGHJ5*02|Homo	65
322	KF698734|IGHV1-69-2*01|Homo	NA	AJ879487|IGHJ6*04|Homo	65
323	AB019438|IGHV1-58*02|Homo	NA	X86355|IGHJ5*02|Homo	64
324	M99641|IGHV1-18*01|Homo	J00234|IGHD2-15*01|Homo	X86356|IGHJ6*03|Homo	64
325	M99641|IGHV1-18*01|Homo	J00234|IGHD2-15*01|Homo	X86355|IGHJ3*02|Homo	64
326	KC713934|IGHV1-69D*01|Homo	J00234|IGHD2-15*01|Homo	X86355|IGHJ5*02|Homo	64
327	HM855457|IGHV1-8*02|Homo	X13972|IGHD3-9*01|Homo	X86355|IGHJ3*02|Homo	63
328	HM855457|IGHV1-8*02|Homo	M35648|IGHD2-2*03|Homo	X86355|IGHJ4*02|Homo	63
329	L06612|IGHV1-46*03|Homo	X13972|IGHD3-10*01|Homo	X86355|IGHJ5*02|Homo	62
330	M99684|IGHV4-34*02|Homo	NA	X86355|IGHJ5*02|Homo	62
331	X62106|IGHV1-2*02|Homo	X13972|IGHD6-13*01|Homo	X86356|IGHJ6*03|Homo	62
332	X92343|IGHV1-46*01|Homo	X13972|IGHD5-5*01|Homo	X86355|IGHJ4*02|Homo	61
333	Z14214|IGHV1-69*13|Homo	X97051|IGHD2-2*02|Homo	X86355|IGHJ4*02|Homo	61
334	L06612|IGHV1-46*03|Homo	X93616|IGHD3-22*01|Homo	X86355|IGHJ6*02|Homo	61
335	Z14300|IGHV1-69*10|Homo	X13972|IGHD3-10*01|Homo	X86356|IGHJ6*03|Homo	61
336	KC713934|IGHV1-69D*01|Homo	X13972|IGHD5-12*01|Homo	X86355|IGHJ4*02|Homo	61
337	L06612|IGHV1-46*03|Homo	X13972|IGHD3-10*01|Homo	X86355|IGHJ6*02|Homo	60
338	M99641|IGHV1-18*01|Homo	X97051|IGHD4-17*01|Homo	X86355|IGHJ4*02|Homo	60
339	HM855457|IGHV1-8*02|Homo	X93616|IGHD3-22*01|Homo	X86355|IGHJ3*02|Homo	60
340	M99641|IGHV1-18*01|Homo	X13972|IGHD5-5*01|Homo	X86355|IGHJ4*02|Homo	60
341	KF698734|IGHV1-69-2*01|Homo	NA	M25625|IGHJ4*03|Homo	59
342	HM855674|IGHV1-2*05|Homo	X97051|IGHD2-21*02|Homo	X86355|IGHJ4*02|Homo	59
343	Z14300|IGHV1-69*10|Homo	NA	J00256|IGHJ2*01|Homo	58
344	KC713948|IGHV1-69*14|Homo	NA	AJ879487|IGHJ6*04|Homo	58
345	KC713934|IGHV1-69D*01|Homo	X97051|IGHD6-19*01|Homo	X86355|IGHJ4*02|Homo	57
346	HM855457|IGHV1-8*02|Homo	J00234|IGHD2-15*01|Homo	X86356|IGHJ6*03|Homo	57
347	KC713934|IGHV1-69D*01|Homo	M35648|IGHD2-2*03|Homo	X86355|IGHJ4*02|Homo	57
348	X62106|IGHV1-2*02|Homo	X97051|IGHD1-1*01|Homo	X86355|IGHJ6*02|Homo	57
349	M99641|IGHV1-18*01|Homo	NA	M25625|IGHJ4*03|Homo	57
350	M99641|IGHV1-18*01|Homo	X13972|IGHD5-12*01|Homo	X86355|IGHJ5*02|Homo	57
351	Z14214|IGHV1-69*13|Homo	X97051|IGHD4-23*01|Homo	X86355|IGHJ3*02|Homo	56
352	AB019438|IGHV1-58*02|Homo	X13972|IGHD3-10*01|Homo	X86355|IGHJ4*02|Homo	56
353	X62106|IGHV1-2*02|Homo	X97051|IGHD3-16*02|Homo	X86355|IGHJ3*02|Homo	56
354	KC713938|IGHV1-18*04|Homo	NA	X86355|IGHJ6*02|Homo	55
355	X67905|IGHV1-69*05|Homo	NA	X86355|IGHJ4*02|Homo	55
356	HM855457|IGHV1-8*02|Homo	J00234|IGHD2-15*01|Homo	X86355|IGHJ3*02|Homo	54
357	Z14214|IGHV1-69*13|Homo	X13972|IGHD6-13*01|Homo	X86355|IGHJ4*02|Homo	54
358	Z14300|IGHV1-69*10|Homo	X13972|IGHD5-5*01|Homo	X86355|IGHJ4*02|Homo	53
359	Z14300|IGHV1-69*10|Homo	X97051|IGHD6-19*01|Homo	X86355|IGHJ4*02|Homo	53
360	KC713948|IGHV1-69*14|Homo	X97051|IGHD3-16*02|Homo	X86356|IGHJ6*03|Homo	53
361	X92343|IGHV1-46*01|Homo	NA	J00256|IGHJ3*01|Homo	53
362	HM855457|IGHV1-8*02|Homo	J00234|IGHD2-15*01|Homo	X86355|IGHJ6*02|Homo	53
363	X92343|IGHV1-46*01|Homo	M35648|IGHD2-2*03|Homo	X86355|IGHJ4*02|Homo	52
364	X92343|IGHV1-46*01|Homo	NA	X86355|IGHJ6*02|Homo	52
365	M99641|IGHV1-18*01|Homo	NA	J00256|IGHJ6*01|Homo	52
366	X92343|IGHV1-46*01|Homo	X93616|IGHD3-22*01|Homo	J00256|IGHJ1*01|Homo	52
367	M99637|IGHV1-8*01|Homo	J00234|IGHD2-15*01|Homo	X86355|IGHJ5*02|Homo	52
368	KF698734|IGHV1-69-2*01|Homo	X13972|IGHD3-10*01|Homo	X86355|IGHJ3*02|Homo	52
369	HM855457|IGHV1-8*02|Homo	X97051|IGHD1-26*01|Homo	X86355|IGHJ3*02|Homo	52
370	M99642|IGHV1-24*01|Homo	X93616|IGHD3-22*01|Homo	J00256|IGHJ2*01|Homo	52
371	HM855457|IGHV1-8*02|Homo	X97051|IGHD6-19*01|Homo	X86355|IGHJ6*02|Homo	52
372	AB019438|IGHV4-59*01|Homo	NA	X86355|IGHJ4*02|Homo	52
373	X62106|IGHV1-2*02|Homo	X97051|IGHD5-24*01|Homo	X86355|IGHJ3*02|Homo	51
374	HM855457|IGHV1-8*02|Homo	X93616|IGHD3-22*01|Homo	J00256|IGHJ1*01|Homo	50
375	X62106|IGHV1-2*02|Homo	X97051|IGHD2-2*02|Homo	X86355|IGHJ5*02|Homo	50
376	Z14300|IGHV1-69*10|Homo	X13972|IGHD3-10*01|Homo	J00256|IGHJ1*01|Homo	50
377	Z14214|IGHV1-69*13|Homo	X13972|IGHD3-10*01|Homo	X86356|IGHJ6*03|Homo	50
378	KC713934|IGHV1-69D*01|Homo	X13972|IGHD5-12*01|Homo	X86356|IGHJ6*03|Homo	49
379	Z14301|IGHV1-69*12|Homo	NA	J00256|IGHJ3*01|Homo	49
380	X62106|IGHV1-2*02|Homo	X97051|IGHD2-2*02|Homo	X86355|IGHJ4*02|Homo	49
381	M99641|IGHV1-18*01|Homo	X97051|IGHD1-26*01|Homo	X86355|IGHJ5*02|Homo	49
382	X92208|IGHV1-2*03|Homo	NA	X86355|IGHJ6*02|Homo	49
383	Z14214|IGHV1-69*13|Homo	M35648|IGHD2-2*03|Homo	X86355|IGHJ6*02|Homo	49
384	Z14214|IGHV1-69*13|Homo	X55584|IGHD5/OR15-5b*01|Homo	X86355|IGHJ5*02|Homo	49
385	M99641|IGHV1-18*01|Homo	X97051|IGHD1-26*01|Homo	X86355|IGHJ3*02|Homo	49
386	HM855457|IGHV1-8*02|Homo	X13972|IGHD5-5*01|Homo	X86355|IGHJ4*02|Homo	49
387	X62106|IGHV1-2*02|Homo	X13972|IGHD3-10*01|Homo	J00256|IGHJ1*01|Homo	49
388	X62106|IGHV1-2*02|Homo	J00234|IGHD2-15*01|Homo	X86355|IGHJ6*02|Homo	49
389	X92343|IGHV1-46*01|Homo	X13972|IGHD3-10*01|Homo	J00256|IGHJ3*01|Homo	48
390	HM855457|IGHV1-8*02|Homo	X13972|IGHD6-13*01|Homo	X86356|IGHJ6*03|Homo	48
391	X92343|IGHV1-46*01|Homo	NA	J00256|IGHJ2*01|Homo	48
392	X62106|IGHV1-2*02|Homo	X13972|IGHD5-5*01|Homo	X86355|IGHJ5*02|Homo	48
393	L06612|IGHV1-46*03|Homo	X97051|IGHD3-16*02|Homo	X86355|IGHJ4*02|Homo	48
394	HM855457|IGHV1-8*02|Homo	X13972|IGHD3-9*01|Homo	X86355|IGHJ6*02|Homo	48
395	Z14214|IGHV1-69*13|Homo	X13972|IGHD3-9*01|Homo	X86355|IGHJ5*02|Homo	48
396	L06612|IGHV1-46*03|Homo	X93616|IGHD3-22*01|Homo	J00256|IGHJ2*01|Homo	48
397	M99641|IGHV1-18*01|Homo	X93614|IGHD3-16*01|Homo	X86355|IGHJ4*02|Homo	47
398	KC713938|IGHV1-18*04|Homo	X93616|IGHD3-22*01|Homo	X86355|IGHJ4*02|Homo	47
399	M99641|IGHV1-18*01|Homo	X13972|IGHD6-13*01|Homo	X86355|IGHJ5*02|Homo	47
400	KC713934|IGHV1-69D*01|Homo	X97051|IGHD5-24*01|Homo	X86355|IGHJ4*02|Homo	47
401	X62106|IGHV1-2*02|Homo	X13972|IGHD5-12*01|Homo	X86355|IGHJ3*02|Homo	46
402	KC713948|IGHV1-69*14|Homo	J00234|IGHD2-15*01|Homo	X86355|IGHJ4*02|Homo	46
403	Z14214|IGHV1-69*13|Homo	NA	J00256|IGHJ1*01|Homo	46
404	KC713934|IGHV1-69D*01|Homo	NA	M25625|IGHJ4*03|Homo	46
405	M99637|IGHV1-8*01|Homo	X13972|IGHD5-5*01|Homo	X86355|IGHJ6*02|Homo	46
406	KC713934|IGHV1-69D*01|Homo	X13972|IGHD3-9*01|Homo	X86355|IGHJ4*02|Homo	46
407	Z14214|IGHV1-69*13|Homo	X97051|IGHD2-21*02|Homo	X86355|IGHJ4*02|Homo	46
408	KF698733|IGHV1-2*04|Homo	NA	M25625|IGHJ4*03|Homo	45
409	M99641|IGHV1-18*01|Homo	X97051|IGHD2-21*02|Homo	X86355|IGHJ3*02|Homo	45
410	M99641|IGHV1-18*01|Homo	X97051|IGHD4-23*01|Homo	X86355|IGHJ4*02|Homo	45
411	Z14300|IGHV1-69*10|Homo	X13972|IGHD5-12*01|Homo	X86355|IGHJ4*02|Homo	44
412	X56591|IGHV4-34*12|Homo	NA	X86355|IGHJ5*02|Homo	44
413	M99642|IGHV1-24*01|Homo	X97051|IGHD2-21*02|Homo	X86355|IGHJ3*02|Homo	44
414	Z12367|IGHV4-38-2*01|Homo	NA	X86355|IGHJ3*02|Homo	44
415	KF698734|IGHV1-69-2*01|Homo	NA	J00256|IGHJ1*01|Homo	43
416	HM855457|IGHV1-8*02|Homo	X13972|IGHD3-9*01|Homo	J00256|IGHJ2*01|Homo	43
417	M99642|IGHV1-24*01|Homo	X97051|IGHD3-16*02|Homo	X86355|IGHJ3*02|Homo	43
418	Z14300|IGHV1-69*10|Homo	X13972|IGHD6-13*01|Homo	X86355|IGHJ4*02|Homo	43
419	Z14300|IGHV1-69*10|Homo	X13972|IGHD3-9*01|Homo	J00256|IGHJ1*01|Homo	43
420	Z14300|IGHV1-69*10|Homo	X97051|IGHD2-21*02|Homo	X86356|IGHJ6*03|Homo	43
421	HM855471|IGHV4-59*08|Homo	X13972|IGHD3-10*01|Homo	X86355|IGHJ3*02|Homo	43
422	X62106|IGHV1-2*02|Homo	X97051|IGHD6-19*01|Homo	AJ879487|IGHJ6*04|Homo	43
423	M99637|IGHV1-8*01|Homo	X13972|IGHD3-10*01|Homo	X86355|IGHJ5*02|Homo	42
424	M99641|IGHV1-18*01|Homo	X13972|IGHD3-9*01|Homo	X86355|IGHJ6*02|Homo	42
425	HM855457|IGHV1-8*02|Homo	M35648|IGHD2-2*03|Homo	X86356|IGHJ6*03|Homo	42
426	M99642|IGHV1-24*01|Homo	NA	J00256|IGHJ2*01|Homo	42
427	X62106|IGHV1-2*02|Homo	X13972|IGHD3-9*01|Homo	X86355|IGHJ6*02|Homo	42
428	KC713934|IGHV1-69D*01|Homo	X93615|IGHD3-10*02|Homo	X86355|IGHJ6*02|Homo	41
429	M99642|IGHV1-24*01|Homo	M35648|IGHD2-2*03|Homo	X86355|IGHJ3*02|Homo	41
430	Z14214|IGHV1-69*13|Homo	X13972|IGHD3-9*01|Homo	X86355|IGHJ6*02|Homo	41
431	AB019438|IGHV1-58*02|Homo	X13972|IGHD3-9*01|Homo	X86355|IGHJ4*02|Homo	41
432	Z14214|IGHV1-69*13|Homo	X97051|IGHD5-24*01|Homo	X86355|IGHJ3*02|Homo	41
433	L06612|IGHV1-46*03|Homo	X97051|IGHD2-21*02|Homo	X86355|IGHJ4*02|Homo	41
434	KC713934|IGHV1-69D*01|Homo	X13972|IGHD3-10*01|Homo	J00256|IGHJ1*01|Homo	41
435	KF698733|IGHV1-2*04|Homo	J00234|IGHD2-15*01|Homo	X86355|IGHJ5*02|Homo	40
436	AB019439|IGHV4-34*01|Homo	NA	X86355|IGHJ4*02|Homo	40
437	AB019438|IGHV1-58*02|Homo	X97051|IGHD1-26*01|Homo	X86355|IGHJ4*02|Homo	40
438	Z14300|IGHV1-69*10|Homo	X13972|IGHD5-12*01|Homo	X86355|IGHJ3*02|Homo	40
439	KC713948|IGHV1-69*14|Homo	X13972|IGHD3-10*01|Homo	X86355|IGHJ4*02|Homo	40
440	X92343|IGHV1-46*01|Homo	X13972|IGHD3-10*01|Homo	X86355|IGHJ5*02|Homo	40
441	HM855457|IGHV1-8*02|Homo	X97051|IGHD3-16*02|Homo	X86355|IGHJ6*02|Homo	40
442	J00240|IGHV1-46*02|Homo	NA	J00256|IGHJ4*01|Homo	39
443	KF698734|IGHV1-69-2*01|Homo	M35648|IGHD2-2*03|Homo	X86356|IGHJ6*03|Homo	39
444	X62106|IGHV1-2*02|Homo	X13972|IGHD5-12*01|Homo	J00256|IGHJ2*01|Homo	39
445	Z14300|IGHV1-69*10|Homo	M35648|IGHD2-2*03|Homo	X86355|IGHJ4*02|Homo	39
446	KC713934|IGHV1-69D*01|Homo	X97051|IGHD4-17*01|Homo	X86355|IGHJ4*02|Homo	39
447	L06612|IGHV1-46*03|Homo	X97051|IGHD6-19*01|Homo	X86355|IGHJ6*02|Homo	39
448	M99641|IGHV1-18*01|Homo	X97051|IGHD5-24*01|Homo	X86355|IGHJ3*02|Homo	38
449	KC713938|IGHV1-18*04|Homo	NA	AJ879487|IGHJ6*04|Homo	38
450	HM855674|IGHV1-2*05|Homo	X13972|IGHD3-10*01|Homo	X86356|IGHJ6*03|Homo	37
451	HM855457|IGHV1-8*02|Homo	X13972|IGHD5-5*01|Homo	X86355|IGHJ6*02|Homo	37
452	M99641|IGHV1-18*01|Homo	X93616|IGHD3-22*01|Homo	X86356|IGHJ6*03|Homo	37
453	X62106|IGHV1-2*02|Homo	X97051|IGHD4-23*01|Homo	X86355|IGHJ6*02|Homo	36
454	Z14301|IGHV1-69*12|Homo	NA	X86355|IGHJ3*02|Homo	36
455	KC713948|IGHV1-69*14|Homo	NA	M25625|IGHJ4*03|Homo	36
456	M29809|IGHV1-58*01|Homo	NA	X86355|IGHJ4*02|Homo	36
457	KC713934|IGHV1-69D*01|Homo	X93616|IGHD3-22*01|Homo	X86356|IGHJ6*03|Homo	36
458	Z14238|IGHV4-30-4*01|Homo	NA	X86355|IGHJ3*02|Homo	35
459	X62106|IGHV1-2*02|Homo	X97051|IGHD4-17*01|Homo	X86355|IGHJ4*02|Homo	35
460	Z14214|IGHV1-69*13|Homo	X97051|IGHD6-19*01|Homo	X86355|IGHJ6*02|Homo	35
461	KC713934|IGHV1-69D*01|Homo	X13972|IGHD6-13*01|Homo	X86355|IGHJ4*02|Homo	35
462	Z14214|IGHV1-69*13|Homo	X97051|IGHD2-21*02|Homo	X86355|IGHJ3*02|Homo	35
463	M99642|IGHV1-24*01|Homo	X13972|IGHD3-9*01|Homo	J00256|IGHJ4*01|Homo	35
464	X62106|IGHV1-2*02|Homo	X13972|IGHD5-12*01|Homo	J00256|IGHJ1*01|Homo	34
465	Z14214|IGHV1-69*13|Homo	NA	M25625|IGHJ4*03|Homo	34
466	HM855674|IGHV1-2*05|Homo	NA	X86356|IGHJ6*03|Homo	34
467	KC713934|IGHV1-69D*01|Homo	M35648|IGHD2-2*03|Homo	X86356|IGHJ6*03|Homo	34
468	M99637|IGHV1-8*01|Homo	X93616|IGHD3-22*01|Homo	X86355|IGHJ3*02|Homo	34
469	M99641|IGHV1-18*01|Homo	X13972|IGHD3-10*01|Homo	J00256|IGHJ3*01|Homo	34
470	KC713934|IGHV1-69D*01|Homo	J00234|IGHD2-15*01|Homo	X86355|IGHJ3*02|Homo	33
471	HM855457|IGHV1-8*02|Homo	X93616|IGHD3-22*01|Homo	J00256|IGHJ2*01|Homo	33
472	KF698733|IGHV1-2*04|Homo	X13972|IGHD3-10*01|Homo	X86355|IGHJ4*02|Homo	33
473	Z14300|IGHV1-69*10|Homo	J00234|IGHD2-15*01|Homo	X86355|IGHJ4*02|Homo	33
474	X92343|IGHV1-46*01|Homo	X13972|IGHD3-10*01|Homo	J00256|IGHJ2*01|Homo	33
475	KC713948|IGHV1-69*14|Homo	X97051|IGHD2-2*02|Homo	X86355|IGHJ5*02|Homo	33
476	L06612|IGHV1-46*03|Homo	J00234|IGHD2-15*01|Homo	X86355|IGHJ3*02|Homo	33
477	KC713934|IGHV1-69D*01|Homo	X13972|IGHD5-5*01|Homo	X86356|IGHJ6*03|Homo	32
478	KC713934|IGHV1-69D*01|Homo	J00234|IGHD2-15*01|Homo	X86356|IGHJ6*03|Homo	32
479	X92208|IGHV1-2*03|Homo	NA	X86355|IGHJ3*02|Homo	32
480	KC713938|IGHV1-18*04|Homo	X13972|IGHD3-9*01|Homo	X86355|IGHJ4*02|Homo	31
481	X62106|IGHV1-2*02|Homo	X97051|IGHD2-21*02|Homo	X86355|IGHJ6*02|Homo	31
482	M99641|IGHV1-18*01|Homo	X55580|IGHD3/OR15-3b*01|Homo	X86355|IGHJ4*02|Homo	30
483	Z14300|IGHV1-69*10|Homo	X97051|IGHD2-2*02|Homo	X86355|IGHJ5*02|Homo	30
484	Z14301|IGHV1-69*12|Homo	NA	AJ879487|IGHJ6*04|Homo	30
485	L06612|IGHV1-46*03|Homo	X13972|IGHD3-10*01|Homo	X86355|IGHJ3*02|Homo	30
486	AB019438|IGHV1-58*02|Homo	X93616|IGHD3-22*01|Homo	J00256|IGHJ2*01|Homo	30
487	X92343|IGHV1-46*01|Homo	X97051|IGHD5-24*01|Homo	X86355|IGHJ5*02|Homo	30
488	J00240|IGHV1-46*02|Homo	NA	J00256|IGHJ1*01|Homo	30
489	M99641|IGHV1-18*01|Homo	M35648|IGHD2-2*03|Homo	X86355|IGHJ6*02|Homo	30
490	X62106|IGHV1-2*02|Homo	X13972|IGHD3-10*01|Homo	AJ879487|IGHJ6*04|Homo	30
491	M99641|IGHV1-18*01|Homo	X13972|IGHD5-12*01|Homo	X86355|IGHJ3*02|Homo	29
492	J00240|IGHV1-46*02|Homo	X93616|IGHD3-22*01|Homo	X86355|IGHJ4*02|Homo	29
493	L06612|IGHV1-46*03|Homo	M35648|IGHD2-2*03|Homo	X86355|IGHJ5*02|Homo	29
494	X62106|IGHV1-2*02|Homo	X97051|IGHD1-26*01|Homo	X86355|IGHJ3*02|Homo	29
495	Z14214|IGHV1-69*13|Homo	X97051|IGHD4-17*01|Homo	X86355|IGHJ5*02|Homo	29
496	HM855394|IGHV1/OR15-1*04|Homo	NA	X86356|IGHJ6*03|Homo	29
497	Z29596|IGHV1/OR15-4*01|Homo	NA	X86355|IGHJ6*02|Homo	28
498	KF698734|IGHV1-69-2*01|Homo	X13972|IGHD3-10*01|Homo	X86355|IGHJ4*02|Homo	28
499	M99642|IGHV1-24*01|Homo	X97051|IGHD4-17*01|Homo	X86355|IGHJ4*02|Homo	28
500	HM855457|IGHV1-8*02|Homo	X97051|IGHD2-2*02|Homo	X86355|IGHJ5*02|Homo	28
501	M99641|IGHV1-18*01|Homo	X97051|IGHD3-16*02|Homo	X86355|IGHJ3*02|Homo	28
502	J00240|IGHV1-46*02|Homo	X97051|IGHD3-16*02|Homo	X86355|IGHJ4*02|Homo	28
503	X62106|IGHV1-2*02|Homo	X97051|IGHD4-17*01|Homo	X86355|IGHJ5*02|Homo	28
504	AB019439|IGHV4-34*01|Homo	NA	X86355|IGHJ5*02|Homo	28
505	KC713934|IGHV1-69D*01|Homo	X93616|IGHD3-22*01|Homo	J00256|IGHJ1*01|Homo	27
506	Z14300|IGHV1-69*10|Homo	X93616|IGHD3-22*01|Homo	X86355|IGHJ5*02|Homo	27
507	Z14300|IGHV1-69*10|Homo	J00234|IGHD2-15*01|Homo	X86355|IGHJ5*02|Homo	27
508	KC713948|IGHV1-69*14|Homo	X13972|IGHD3-9*01|Homo	X86355|IGHJ5*02|Homo	27
509	M99641|IGHV1-18*01|Homo	X97051|IGHD2-2*02|Homo	X86355|IGHJ5*02|Homo	27
510	KC713938|IGHV1-18*04|Homo	X13972|IGHD3-9*01|Homo	X86355|IGHJ3*02|Homo	27
511	KC713938|IGHV1-18*04|Homo	X97051|IGHD6-19*01|Homo	X86355|IGHJ4*02|Homo	26
512	Z12367|IGHV4-38-2*01|Homo	NA	X86355|IGHJ5*02|Homo	26
513	X62106|IGHV1-2*02|Homo	X93615|IGHD3-10*02|Homo	X86355|IGHJ6*02|Homo	26
514	KC713934|IGHV1-69D*01|Homo	X13972|IGHD3-9*01|Homo	X86355|IGHJ3*02|Homo	26
515	HM855394|IGHV1/OR15-1*04|Homo	NA	J00256|IGHJ3*01|Homo	26
516	Z14300|IGHV1-69*10|Homo	J00235|IGHD2-21*01|Homo	X86355|IGHJ5*02|Homo	26
517	HM855463|IGHV1-18*03|Homo	NA	X86355|IGHJ5*02|Homo	26
518	L06612|IGHV1-46*03|Homo	X97051|IGHD2-21*02|Homo	X86355|IGHJ3*02|Homo	26
519	HM855394|IGHV1/OR15-1*04|Homo	NA	X86355|IGHJ5*02|Homo	25
520	X92343|IGHV1-46*01|Homo	NA	M25625|IGHJ4*03|Homo	25
521	X62106|IGHV1-2*02|Homo	J00234|IGHD2-15*01|Homo	J00256|IGHJ1*01|Homo	25
522	X92343|IGHV1-46*01|Homo	X13972|IGHD6-13*01|Homo	X86356|IGHJ6*03|Homo	25
523	Z14214|IGHV1-69*13|Homo	X55584|IGHD5/OR15-5b*01|Homo	X86355|IGHJ4*02|Homo	25
524	Z14214|IGHV1-69*13|Homo	X55584|IGHD5/OR15-5b*01|Homo	X86355|IGHJ6*02|Homo	25
