	V	D	J	N152	IAVI84
372	IGHV1-2*02	IGHD4-23*01	IGHJ6*02	NA	36.0
373	IGHV1-2*02	IGHD4-23*01	IGHJ6*04	NA	1.0
374	IGHV1-2*02	IGHD4-4*01	IGHJ3*02	NA	1.0
375	IGHV1-2*02	IGHD5-12*01	IGHJ1*01	NA	7.0
376	IGHV1-2*02	IGHD5-12*01	IGHJ2*01	NA	35.0
377	IGHV1-2*02	IGHD5-12*01	IGHJ3*02	NA	46.0
378	IGHV1-2*02	IGHD5-12*01	IGHJ4*01	NA	1.0
379	IGHV1-2*02	IGHD5-12*01	IGHJ4*02	NA	913.0
380	IGHV1-2*02	IGHD5-12*01	IGHJ4*03	NA	3.0
381	IGHV1-2*02	IGHD5-12*01	IGHJ5*02	NA	64.0
382	IGHV1-2*02	IGHD5-12*01	IGHJ6*02	NA	21.0
383	IGHV1-2*02	IGHD5-12*01	IGHJ6*03	NA	3.0
384	IGHV1-2*02	IGHD5-24*01	IGHJ1*01	NA	71.0
385	IGHV1-2*02	IGHD5-24*01	IGHJ2*01	NA	1.0
386	IGHV1-2*02	IGHD5-24*01	IGHJ3*02	NA	51.0
387	IGHV1-2*02	IGHD5-24*01	IGHJ4*02	NA	70.0
388	IGHV1-2*02	IGHD5-24*01	IGHJ4*03	NA	1.0
389	IGHV1-2*02	IGHD5-24*01	IGHJ5*02	NA	2.0
390	IGHV1-2*02	IGHD5-24*01	IGHJ6*02	NA	1.0
391	IGHV1-2*02	IGHD5-5*01	IGHJ2*01	NA	12.0
392	IGHV1-2*02	IGHD5-5*01	IGHJ3*02	NA	103.0
393	IGHV1-2*02	IGHD5-5*01	IGHJ4*02	NA	363.0
394	IGHV1-2*02	IGHD5-5*01	IGHJ4*03	NA	1.0
395	IGHV1-2*02	IGHD5-5*01	IGHJ5*02	NA	49.0
396	IGHV1-2*02	IGHD5-5*01	IGHJ6*02	NA	10.0
397	IGHV1-2*02	IGHD5-5*01	IGHJ6*03	NA	14.0
398	IGHV1-2*02	IGHD5/OR15-5b*01	IGHJ3*02	NA	15.0
399	IGHV1-2*02	IGHD5/OR15-5b*01	IGHJ4*02	NA	2.0
400	IGHV1-2*02	IGHD5/OR15-5b*01	IGHJ5*02	NA	2.0
401	IGHV1-2*02	IGHD6-13*01	IGHJ1*01	NA	17.0
402	IGHV1-2*02	IGHD6-13*01	IGHJ2*01	NA	1.0
403	IGHV1-2*02	IGHD6-13*01	IGHJ3*02	NA	176.0
404	IGHV1-2*02	IGHD6-13*01	IGHJ4*02	NA	287.0
405	IGHV1-2*02	IGHD6-13*01	IGHJ4*03	NA	2.0
406	IGHV1-2*02	IGHD6-13*01	IGHJ5*02	NA	466.0
407	IGHV1-2*02	IGHD6-13*01	IGHJ6*02	NA	13.0
408	IGHV1-2*02	IGHD6-13*01	IGHJ6*03	NA	62.0
409	IGHV1-2*02	IGHD6-19*01	IGHJ1*01	NA	3.0
410	IGHV1-2*02	IGHD6-19*01	IGHJ2*01	NA	2.0
411	IGHV1-2*02	IGHD6-19*01	IGHJ3*01	NA	5.0
412	IGHV1-2*02	IGHD6-19*01	IGHJ3*02	NA	67.0
413	IGHV1-2*02	IGHD6-19*01	IGHJ4*01	NA	1.0
414	IGHV1-2*02	IGHD6-19*01	IGHJ4*02	NA	901.0
415	IGHV1-2*02	IGHD6-19*01	IGHJ5*02	NA	145.0
416	IGHV1-2*02	IGHD6-19*01	IGHJ6*02	NA	13.0
417	IGHV1-2*02	IGHD6-19*01	IGHJ6*03	NA	107.0
418	IGHV1-2*02	IGHD6-19*01	IGHJ6*04	NA	43.0
419	IGHV1-2*02	NA	IGHJ1*01	NA	533.0
420	IGHV1-2*02	NA	IGHJ2*01	NA	1133.0
421	IGHV1-2*02	NA	IGHJ3*01	NA	1754.0
422	IGHV1-2*02	NA	IGHJ3*02	NA	11214.0
423	IGHV1-2*02	NA	IGHJ4*01	NA	166.0
424	IGHV1-2*02	NA	IGHJ4*02	NA	18989.0
425	IGHV1-2*02	NA	IGHJ4*03	NA	169.0
426	IGHV1-2*02	NA	IGHJ5*01	NA	76.0
427	IGHV1-2*02	NA	IGHJ5*02	NA	7926.0
428	IGHV1-2*02	NA	IGHJ6*01	NA	68.0
429	IGHV1-2*02	NA	IGHJ6*02	NA	17865.0
430	IGHV1-2*02	NA	IGHJ6*03	NA	3395.0
431	IGHV1-2*02	NA	IGHJ6*04	NA	181.0
432	IGHV1-2*03	IGHD1-26*01	IGHJ4*02	NA	1.0
433	IGHV1-2*03	IGHD2-15*01	IGHJ4*02	NA	2.0
434	IGHV1-2*03	IGHD2-2*03	IGHJ5*02	NA	1.0
435	IGHV1-2*03	IGHD2-21*02	IGHJ1*01	NA	1.0
436	IGHV1-2*03	IGHD2-21*02	IGHJ4*02	NA	2.0
437	IGHV1-2*03	IGHD2-21*02	IGHJ5*02	NA	1.0
438	IGHV1-2*03	IGHD3-10*01	IGHJ2*01	NA	1.0
439	IGHV1-2*03	IGHD3-10*01	IGHJ3*02	NA	2.0
440	IGHV1-2*03	IGHD3-10*01	IGHJ4*02	NA	6.0
441	IGHV1-2*03	IGHD3-10*01	IGHJ6*02	NA	1.0
442	IGHV1-2*03	IGHD3-16*02	IGHJ4*02	NA	3.0
443	IGHV1-2*03	IGHD3-22*01	IGHJ1*01	NA	1.0
444	IGHV1-2*03	IGHD3-22*01	IGHJ2*01	NA	2.0
445	IGHV1-2*03	IGHD3-22*01	IGHJ3*02	NA	2.0
446	IGHV1-2*03	IGHD3-22*01	IGHJ4*02	NA	4.0
447	IGHV1-2*03	IGHD3-22*01	IGHJ5*02	NA	2.0
448	IGHV1-2*03	IGHD3-22*01	IGHJ6*02	NA	3.0
449	IGHV1-2*03	IGHD3-22*01	IGHJ6*03	NA	1.0
450	IGHV1-2*03	IGHD3-9*01	IGHJ4*02	NA	1.0
451	IGHV1-2*03	IGHD3-9*01	IGHJ6*03	NA	1.0
452	IGHV1-2*03	IGHD4-17*01	IGHJ6*02	NA	1.0
453	IGHV1-2*03	IGHD5-12*01	IGHJ4*02	NA	1.0
454	IGHV1-2*03	IGHD6-19*01	IGHJ4*02	NA	2.0
455	IGHV1-2*03	IGHD6-19*01	IGHJ5*02	NA	1.0
456	IGHV1-2*03	NA	IGHJ1*01	NA	5.0
457	IGHV1-2*03	NA	IGHJ2*01	NA	1.0
458	IGHV1-2*03	NA	IGHJ3*01	NA	2.0
459	IGHV1-2*03	NA	IGHJ3*02	NA	28.0
460	IGHV1-2*03	NA	IGHJ4*02	NA	59.0
461	IGHV1-2*03	NA	IGHJ5*02	NA	13.0
462	IGHV1-2*03	NA	IGHJ6*02	NA	32.0
463	IGHV1-2*03	NA	IGHJ6*03	NA	8.0
464	IGHV1-2*03	NA	IGHJ6*04	NA	1.0
465	IGHV1-2*04	IGHD1-26*01	IGHJ3*02	NA	1.0
466	IGHV1-2*04	IGHD1-26*01	IGHJ4*02	NA	1.0
467	IGHV1-2*04	IGHD2-15*01	IGHJ3*02	NA	1.0
468	IGHV1-2*04	IGHD2-15*01	IGHJ4*02	NA	6.0
469	IGHV1-2*04	IGHD2-15*01	IGHJ5*02	NA	40.0
470	IGHV1-2*04	IGHD2-15*01	IGHJ6*02	NA	3.0
471	IGHV1-2*04	IGHD2-2*01	IGHJ3*02	NA	1.0
472	IGHV1-2*04	IGHD2-2*03	IGHJ3*02	NA	3.0
473	IGHV1-2*04	IGHD2-2*03	IGHJ5*02	NA	5.0
474	IGHV1-2*04	IGHD2-2*03	IGHJ6*02	NA	2.0
475	IGHV1-2*04	IGHD2-21*02	IGHJ1*01	NA	1.0
476	IGHV1-2*04	IGHD2-21*02	IGHJ4*02	NA	2.0
477	IGHV1-2*04	IGHD2-21*02	IGHJ5*02	NA	1.0
478	IGHV1-2*04	IGHD3-10*01	IGHJ3*02	NA	15.0
479	IGHV1-2*04	IGHD3-10*01	IGHJ4*02	NA	31.0
480	IGHV1-2*04	IGHD3-10*01	IGHJ5*02	NA	11.0
481	IGHV1-2*04	IGHD3-10*01	IGHJ6*02	NA	2.0
482	IGHV1-2*04	IGHD3-10*01	IGHJ6*03	NA	3.0
483	IGHV1-2*04	IGHD3-10*02	IGHJ4*02	NA	2.0
484	IGHV1-2*04	IGHD3-16*02	IGHJ3*02	NA	1.0
485	IGHV1-2*04	IGHD3-16*02	IGHJ4*02	NA	1.0
486	IGHV1-2*04	IGHD3-16*02	IGHJ6*02	NA	1.0
487	IGHV1-2*04	IGHD3-22*01	IGHJ1*01	NA	1.0
488	IGHV1-2*04	IGHD3-22*01	IGHJ2*01	NA	2.0
489	IGHV1-2*04	IGHD3-22*01	IGHJ3*02	NA	7.0
490	IGHV1-2*04	IGHD3-22*01	IGHJ4*02	NA	60.0
491	IGHV1-2*04	IGHD3-22*01	IGHJ5*02	NA	6.0
492	IGHV1-2*04	IGHD3-22*01	IGHJ6*02	NA	2.0
493	IGHV1-2*04	IGHD3-22*01	IGHJ6*03	NA	2.0
494	IGHV1-2*04	IGHD3-9*01	IGHJ3*02	NA	3.0
495	IGHV1-2*04	IGHD3-9*01	IGHJ4*02	NA	17.0
496	IGHV1-2*04	IGHD3-9*01	IGHJ5*02	NA	5.0
497	IGHV1-2*04	IGHD3-9*01	IGHJ6*03	NA	5.0
498	IGHV1-2*04	IGHD4-17*01	IGHJ5*02	NA	1.0
499	IGHV1-2*04	IGHD4-17*01	IGHJ6*02	NA	1.0
500	IGHV1-2*04	IGHD4-23*01	IGHJ6*02	NA	1.0
501	IGHV1-2*04	IGHD5-12*01	IGHJ4*02	NA	6.0
502	IGHV1-2*04	IGHD5-12*01	IGHJ6*02	NA	1.0
503	IGHV1-2*04	IGHD5-24*01	IGHJ5*02	NA	1.0
504	IGHV1-2*04	IGHD5-5*01	IGHJ4*02	NA	1.0
505	IGHV1-2*04	IGHD5-5*01	IGHJ6*03	NA	1.0
506	IGHV1-2*04	IGHD5/OR15-5b*01	IGHJ5*02	NA	15.0
507	IGHV1-2*04	IGHD6-13*01	IGHJ3*02	NA	2.0
508	IGHV1-2*04	IGHD6-13*01	IGHJ4*02	NA	5.0
509	IGHV1-2*04	IGHD6-13*01	IGHJ5*02	NA	8.0
510	IGHV1-2*04	IGHD6-19*01	IGHJ3*02	NA	1.0
511	IGHV1-2*04	IGHD6-19*01	IGHJ4*02	NA	4.0
512	IGHV1-2*04	IGHD6-19*01	IGHJ5*02	NA	1.0
513	IGHV1-2*04	IGHD6-19*01	IGHJ6*03	NA	1.0
514	IGHV1-2*04	NA	IGHJ1*01	NA	239.0
515	IGHV1-2*04	NA	IGHJ2*01	NA	14.0
516	IGHV1-2*04	NA	IGHJ3*01	NA	16.0
517	IGHV1-2*04	NA	IGHJ3*02	NA	137.0
518	IGHV1-2*04	NA	IGHJ4*01	NA	98.0
519	IGHV1-2*04	NA	IGHJ4*02	NA	367.0
520	IGHV1-2*04	NA	IGHJ4*03	NA	45.0
521	IGHV1-2*04	NA	IGHJ5*02	NA	188.0
522	IGHV1-2*04	NA	IGHJ6*01	NA	1.0
523	IGHV1-2*04	NA	IGHJ6*02	NA	96.0
524	IGHV1-2*04	NA	IGHJ6*03	NA	173.0
525	IGHV1-2*04	NA	IGHJ6*04	NA	1.0
526	IGHV1-2*05	IGHD2-15*01	IGHJ4*02	NA	5.0
527	IGHV1-2*05	IGHD2-2*03	IGHJ4*02	NA	1.0
528	IGHV1-2*05	IGHD2-2*03	IGHJ5*02	NA	1.0
529	IGHV1-2*05	IGHD2-21*01	IGHJ4*02	NA	17.0
530	IGHV1-2*05	IGHD2-21*02	IGHJ4*02	NA	59.0
531	IGHV1-2*05	IGHD3-10*01	IGHJ4*02	NA	14.0
532	IGHV1-2*05	IGHD3-10*01	IGHJ6*03	NA	37.0
533	IGHV1-2*05	IGHD3-16*02	IGHJ3*02	NA	1.0
534	IGHV1-2*05	IGHD3-16*02	IGHJ6*03	NA	1.0
535	IGHV1-2*05	IGHD3-22*01	IGHJ3*02	NA	1.0
536	IGHV1-2*05	IGHD3-22*01	IGHJ4*02	NA	5.0
537	IGHV1-2*05	IGHD3-22*01	IGHJ5*02	NA	1.0
538	IGHV1-2*05	IGHD3-22*01	IGHJ6*02	NA	1.0
539	IGHV1-2*05	IGHD3-9*01	IGHJ3*02	NA	3.0
540	IGHV1-2*05	IGHD3-9*01	IGHJ4*03	NA	1.0
541	IGHV1-2*05	IGHD3-9*01	IGHJ5*02	NA	1.0
542	IGHV1-2*05	IGHD3-9*01	IGHJ6*03	NA	1.0
543	IGHV1-2*05	IGHD4-17*01	IGHJ6*02	NA	1.0
544	IGHV1-2*05	IGHD5-12*01	IGHJ3*02	NA	6.0
545	IGHV1-2*05	IGHD5-12*01	IGHJ4*02	NA	2.0
546	IGHV1-2*05	IGHD5-12*01	IGHJ6*02	NA	1.0
547	IGHV1-2*05	IGHD5-5*01	IGHJ4*02	NA	1.0
548	IGHV1-2*05	IGHD6-13*01	IGHJ4*02	NA	1.0
549	IGHV1-2*05	IGHD6-19*01	IGHJ3*02	NA	1.0
550	IGHV1-2*05	IGHD6-19*01	IGHJ4*02	NA	2.0
551	IGHV1-2*05	IGHD6-19*01	IGHJ6*03	NA	1.0
552	IGHV1-2*05	NA	IGHJ1*01	NA	5.0
553	IGHV1-2*05	NA	IGHJ2*01	NA	3.0
554	IGHV1-2*05	NA	IGHJ3*01	NA	2.0
555	IGHV1-2*05	NA	IGHJ3*02	NA	55.0
556	IGHV1-2*05	NA	IGHJ4*01	NA	1.0
557	IGHV1-2*05	NA	IGHJ4*02	NA	81.0
558	IGHV1-2*05	NA	IGHJ4*03	NA	1.0
559	IGHV1-2*05	NA	IGHJ5*02	NA	18.0
560	IGHV1-2*05	NA	IGHJ6*02	NA	24.0
561	IGHV1-2*05	NA	IGHJ6*03	NA	31.0
562	IGHV1-24*01	IGHD1-20*01	IGHJ5*02	NA	1.0
563	IGHV1-24*01	IGHD1-26*01	IGHJ3*02	NA	1.0
564	IGHV1-24*01	IGHD1-26*01	IGHJ4*02	NA	9.0
565	IGHV1-24*01	IGHD1-26*01	IGHJ5*02	NA	1.0
566	IGHV1-24*01	IGHD1-26*01	IGHJ6*02	NA	24.0
567	IGHV1-24*01	IGHD1-26*01	IGHJ6*03	NA	1.0
568	IGHV1-24*01	IGHD2-15*01	IGHJ2*01	NA	1.0
569	IGHV1-24*01	IGHD2-15*01	IGHJ3*02	NA	10.0
570	IGHV1-24*01	IGHD2-15*01	IGHJ4*02	NA	6.0
571	IGHV1-24*01	IGHD2-15*01	IGHJ4*03	NA	2.0
572	IGHV1-24*01	IGHD2-15*01	IGHJ5*02	NA	24.0
573	IGHV1-24*01	IGHD2-15*01	IGHJ6*02	NA	2.0
574	IGHV1-24*01	IGHD2-15*01	IGHJ6*03	NA	3.0
575	IGHV1-24*01	IGHD2-2*02	IGHJ4*02	NA	6.0
576	IGHV1-24*01	IGHD2-2*02	IGHJ5*02	NA	9.0
577	IGHV1-24*01	IGHD2-2*03	IGHJ3*02	NA	41.0
578	IGHV1-24*01	IGHD2-2*03	IGHJ4*02	NA	17.0
579	IGHV1-24*01	IGHD2-2*03	IGHJ5*02	NA	5.0
580	IGHV1-24*01	IGHD2-2*03	IGHJ6*02	NA	1.0
581	IGHV1-24*01	IGHD2-21*02	IGHJ1*01	NA	2.0
582	IGHV1-24*01	IGHD2-21*02	IGHJ3*02	NA	42.0
583	IGHV1-24*01	IGHD2-21*02	IGHJ4*02	NA	4.0
584	IGHV1-24*01	IGHD2-21*02	IGHJ5*02	NA	14.0
585	IGHV1-24*01	IGHD3-10*01	IGHJ1*01	NA	9.0
586	IGHV1-24*01	IGHD3-10*01	IGHJ2*01	NA	1.0
587	IGHV1-24*01	IGHD3-10*01	IGHJ3*02	NA	79.0
588	IGHV1-24*01	IGHD3-10*01	IGHJ4*02	NA	398.0
589	IGHV1-24*01	IGHD3-10*01	IGHJ4*03	NA	3.0
590	IGHV1-24*01	IGHD3-10*01	IGHJ5*01	NA	1.0
591	IGHV1-24*01	IGHD3-10*01	IGHJ5*02	NA	79.0
592	IGHV1-24*01	IGHD3-10*01	IGHJ6*02	NA	6.0
593	IGHV1-24*01	IGHD3-10*01	IGHJ6*03	NA	11.0
594	IGHV1-24*01	IGHD3-10*01	IGHJ6*04	NA	1.0
595	IGHV1-24*01	IGHD3-10*02	IGHJ1*01	NA	1.0
596	IGHV1-24*01	IGHD3-10*02	IGHJ4*02	NA	3.0
597	IGHV1-24*01	IGHD3-10*02	IGHJ6*02	NA	5.0
598	IGHV1-24*01	IGHD3-16*02	IGHJ3*02	NA	43.0
599	IGHV1-24*01	IGHD3-16*02	IGHJ4*02	NA	5.0
600	IGHV1-24*01	IGHD3-16*02	IGHJ5*02	NA	17.0
601	IGHV1-24*01	IGHD3-16*02	IGHJ6*03	NA	6.0
602	IGHV1-24*01	IGHD3-22*01	IGHJ1*01	NA	79.0
603	IGHV1-24*01	IGHD3-22*01	IGHJ2*01	NA	52.0
604	IGHV1-24*01	IGHD3-22*01	IGHJ3*02	NA	178.0
605	IGHV1-24*01	IGHD3-22*01	IGHJ4*02	NA	102.0
606	IGHV1-24*01	IGHD3-22*01	IGHJ5*02	NA	14.0
607	IGHV1-24*01	IGHD3-22*01	IGHJ6*02	NA	3.0
608	IGHV1-24*01	IGHD3-22*01	IGHJ6*03	NA	2.0
609	IGHV1-24*01	IGHD3-9*01	IGHJ1*01	NA	2.0
610	IGHV1-24*01	IGHD3-9*01	IGHJ3*02	NA	13.0
611	IGHV1-24*01	IGHD3-9*01	IGHJ4*01	NA	35.0
612	IGHV1-24*01	IGHD3-9*01	IGHJ4*02	NA	79.0
613	IGHV1-24*01	IGHD3-9*01	IGHJ5*02	NA	3.0
614	IGHV1-24*01	IGHD3-9*01	IGHJ6*02	NA	2.0
615	IGHV1-24*01	IGHD3-9*01	IGHJ6*03	NA	2.0
616	IGHV1-24*01	IGHD4-17*01	IGHJ3*02	NA	1.0
617	IGHV1-24*01	IGHD4-17*01	IGHJ4*02	NA	27.0
618	IGHV1-24*01	IGHD4-23*01	IGHJ4*02	NA	2.0
619	IGHV1-24*01	IGHD5-12*01	IGHJ3*02	NA	16.0
620	IGHV1-24*01	IGHD5-12*01	IGHJ4*02	NA	4.0
621	IGHV1-24*01	IGHD5-12*01	IGHJ5*02	NA	1.0
622	IGHV1-24*01	IGHD5-12*01	IGHJ6*03	NA	1.0
623	IGHV1-24*01	IGHD5-24*01	IGHJ3*02	NA	1.0
624	IGHV1-24*01	IGHD5-24*01	IGHJ4*02	NA	1.0
625	IGHV1-24*01	IGHD5-5*01	IGHJ4*02	NA	11.0
626	IGHV1-24*01	IGHD5-5*01	IGHJ6*02	NA	1.0
627	IGHV1-24*01	IGHD5/OR15-5b*01	IGHJ4*02	NA	1.0
628	IGHV1-24*01	IGHD6-13*01	IGHJ1*01	NA	1.0
629	IGHV1-24*01	IGHD6-13*01	IGHJ3*02	NA	17.0
630	IGHV1-24*01	IGHD6-13*01	IGHJ4*02	NA	90.0
631	IGHV1-24*01	IGHD6-13*01	IGHJ4*03	NA	2.0
632	IGHV1-24*01	IGHD6-13*01	IGHJ5*02	NA	2.0
633	IGHV1-24*01	IGHD6-13*01	IGHJ6*02	NA	1.0
634	IGHV1-24*01	IGHD6-13*01	IGHJ6*03	NA	1.0
635	IGHV1-24*01	IGHD6-19*01	IGHJ1*01	NA	2.0
636	IGHV1-24*01	IGHD6-19*01	IGHJ2*01	NA	1.0
637	IGHV1-24*01	IGHD6-19*01	IGHJ3*02	NA	4.0
638	IGHV1-24*01	IGHD6-19*01	IGHJ4*02	NA	66.0
639	IGHV1-24*01	IGHD6-19*01	IGHJ6*04	NA	1.0
640	IGHV1-24*01	NA	IGHJ1*01	NA	112.0
641	IGHV1-24*01	NA	IGHJ2*01	NA	42.0
642	IGHV1-24*01	NA	IGHJ3*01	NA	310.0
643	IGHV1-24*01	NA	IGHJ3*02	NA	1153.0
644	IGHV1-24*01	NA	IGHJ4*01	NA	4.0
645	IGHV1-24*01	NA	IGHJ4*02	NA	2183.0
646	IGHV1-24*01	NA	IGHJ4*03	NA	146.0
647	IGHV1-24*01	NA	IGHJ5*01	NA	15.0
648	IGHV1-24*01	NA	IGHJ5*02	NA	1227.0
649	IGHV1-24*01	NA	IGHJ6*01	NA	3.0
650	IGHV1-24*01	NA	IGHJ6*02	NA	262.0
651	IGHV1-24*01	NA	IGHJ6*03	NA	220.0
652	IGHV1-24*01	NA	IGHJ6*04	NA	8.0
653	IGHV1-3*02	IGHD1-26*01	IGHJ3*02	NA	2.0
654	IGHV1-3*02	IGHD2-15*01	IGHJ4*02	NA	1.0
655	IGHV1-3*02	IGHD2-2*02	IGHJ5*02	NA	1.0
656	IGHV1-3*02	IGHD2-21*02	IGHJ6*02	NA	1.0
657	IGHV1-3*02	IGHD2-21*02	IGHJ6*03	NA	1.0
658	IGHV1-3*02	IGHD3-10*01	IGHJ5*02	NA	1.0
659	IGHV1-3*02	IGHD3-16*02	IGHJ3*02	NA	1.0
660	IGHV1-3*02	IGHD3-16*02	IGHJ4*02	NA	1.0
661	IGHV1-3*02	IGHD3-22*01	IGHJ2*01	NA	1.0
662	IGHV1-3*02	IGHD3-22*01	IGHJ4*02	NA	3.0
663	IGHV1-3*02	IGHD3-22*01	IGHJ5*02	NA	1.0
664	IGHV1-3*02	IGHD3-9*01	IGHJ4*02	NA	1.0
665	IGHV1-3*02	IGHD4-17*01	IGHJ5*02	NA	1.0
666	IGHV1-3*02	IGHD5-24*01	IGHJ4*02	NA	1.0
667	IGHV1-3*02	IGHD6-13*01	IGHJ2*01	NA	1.0
668	IGHV1-3*02	IGHD6-13*01	IGHJ4*02	NA	2.0
669	IGHV1-3*02	IGHD6-19*01	IGHJ4*02	NA	2.0
670	IGHV1-3*02	NA	IGHJ2*01	NA	4.0
671	IGHV1-3*02	NA	IGHJ3*01	NA	1.0
672	IGHV1-3*02	NA	IGHJ3*02	NA	4.0
673	IGHV1-3*02	NA	IGHJ4*02	NA	15.0
674	IGHV1-3*02	NA	IGHJ4*03	NA	1.0
675	IGHV1-3*02	NA	IGHJ5*01	NA	4.0
676	IGHV1-3*02	NA	IGHJ6*02	NA	12.0
677	IGHV1-38-4*01	IGHD2-15*01	IGHJ3*02	NA	1.0
678	IGHV1-38-4*01	IGHD2-2*03	IGHJ4*02	NA	1.0
679	IGHV1-38-4*01	IGHD2-21*02	IGHJ3*02	NA	1.0
680	IGHV1-38-4*01	IGHD2-21*02	IGHJ4*02	NA	1.0
681	IGHV1-38-4*01	IGHD3-10*01	IGHJ4*02	NA	3.0
682	IGHV1-38-4*01	IGHD3-22*01	IGHJ3*02	NA	1.0
683	IGHV1-38-4*01	IGHD3-22*01	IGHJ4*02	NA	3.0
684	IGHV1-38-4*01	IGHD3-9*01	IGHJ4*02	NA	6.0
685	IGHV1-38-4*01	IGHD5-12*01	IGHJ4*03	NA	1.0
686	IGHV1-38-4*01	IGHD6-13*01	IGHJ4*02	NA	1.0
687	IGHV1-38-4*01	IGHD6-19*01	IGHJ4*02	NA	1.0
688	IGHV1-38-4*01	NA	IGHJ3*02	NA	8.0
689	IGHV1-38-4*01	NA	IGHJ4*02	NA	7.0
690	IGHV1-38-4*01	NA	IGHJ6*02	NA	2.0
691	IGHV1-45*02	IGHD3-10*02	IGHJ5*02	NA	4.0
692	IGHV1-45*02	NA	IGHJ3*02	NA	3.0
693	IGHV1-45*02	NA	IGHJ4*02	NA	2.0
694	IGHV1-45*02	NA	IGHJ5*02	NA	1.0
695	IGHV1-46*01	IGHD1-20*01	IGHJ3*02	NA	21.0
696	IGHV1-46*01	IGHD1-26*01	IGHJ3*02	NA	16.0
697	IGHV1-46*01	IGHD1-26*01	IGHJ4*02	NA	5.0
698	IGHV1-46*01	IGHD1-26*01	IGHJ5*02	NA	1.0
699	IGHV1-46*01	IGHD1/OR15-1b*01	IGHJ3*02	NA	1.0
700	IGHV1-46*01	IGHD2-15*01	IGHJ1*01	NA	1.0
701	IGHV1-46*01	IGHD2-15*01	IGHJ3*02	NA	10.0
702	IGHV1-46*01	IGHD2-15*01	IGHJ4*02	NA	103.0
703	IGHV1-46*01	IGHD2-15*01	IGHJ5*02	NA	7.0
704	IGHV1-46*01	IGHD2-15*01	IGHJ6*02	NA	2.0
705	IGHV1-46*01	IGHD2-15*01	IGHJ6*03	NA	71.0
706	IGHV1-46*01	IGHD2-2*02	IGHJ4*02	NA	1.0
707	IGHV1-46*01	IGHD2-2*02	IGHJ5*02	NA	11.0
708	IGHV1-46*01	IGHD2-2*03	IGHJ2*01	NA	1.0
709	IGHV1-46*01	IGHD2-2*03	IGHJ3*02	NA	1.0
710	IGHV1-46*01	IGHD2-2*03	IGHJ4*02	NA	53.0
711	IGHV1-46*01	IGHD2-2*03	IGHJ5*02	NA	4.0
712	IGHV1-46*01	IGHD2-2*03	IGHJ6*02	NA	2.0
713	IGHV1-46*01	IGHD2-2*03	IGHJ6*03	NA	1.0
714	IGHV1-46*01	IGHD2-21*01	IGHJ4*02	NA	1.0
715	IGHV1-46*01	IGHD2-21*02	IGHJ3*02	NA	16.0
716	IGHV1-46*01	IGHD2-21*02	IGHJ4*02	NA	18.0
717	IGHV1-46*01	IGHD2-21*02	IGHJ6*03	NA	5.0
718	IGHV1-46*01	IGHD2-8*02	IGHJ3*02	NA	1.0
719	IGHV1-46*01	IGHD3-10*01	IGHJ1*01	NA	3.0
720	IGHV1-46*01	IGHD3-10*01	IGHJ2*01	NA	33.0
721	IGHV1-46*01	IGHD3-10*01	IGHJ3*01	NA	48.0
722	IGHV1-46*01	IGHD3-10*01	IGHJ3*02	NA	109.0
723	IGHV1-46*01	IGHD3-10*01	IGHJ4*02	NA	127.0
724	IGHV1-46*01	IGHD3-10*01	IGHJ5*02	NA	40.0
725	IGHV1-46*01	IGHD3-10*01	IGHJ6*01	NA	1.0
726	IGHV1-46*01	IGHD3-10*01	IGHJ6*02	NA	4.0
727	IGHV1-46*01	IGHD3-10*01	IGHJ6*03	NA	92.0
728	IGHV1-46*01	IGHD3-10*01	IGHJ6*04	NA	156.0
729	IGHV1-46*01	IGHD3-10*02	IGHJ4*02	NA	4.0
730	IGHV1-46*01	IGHD3-10*02	IGHJ5*02	NA	1.0
731	IGHV1-46*01	IGHD3-10*02	IGHJ6*02	NA	1.0
732	IGHV1-46*01	IGHD3-10*02	IGHJ6*03	NA	1.0
733	IGHV1-46*01	IGHD3-16*02	IGHJ3*02	NA	1.0
734	IGHV1-46*01	IGHD3-16*02	IGHJ4*02	NA	172.0
735	IGHV1-46*01	IGHD3-16*02	IGHJ4*03	NA	2.0
736	IGHV1-46*01	IGHD3-16*02	IGHJ5*02	NA	1.0
737	IGHV1-46*01	IGHD3-16*02	IGHJ6*03	NA	2.0
738	IGHV1-46*01	IGHD3-22*01	IGHJ1*01	NA	52.0
739	IGHV1-46*01	IGHD3-22*01	IGHJ2*01	NA	3.0
740	IGHV1-46*01	IGHD3-22*01	IGHJ3*02	NA	97.0
741	IGHV1-46*01	IGHD3-22*01	IGHJ4*02	NA	449.0
742	IGHV1-46*01	IGHD3-22*01	IGHJ4*03	NA	1.0
743	IGHV1-46*01	IGHD3-22*01	IGHJ5*02	NA	19.0
744	IGHV1-46*01	IGHD3-22*01	IGHJ6*02	NA	1.0
745	IGHV1-46*01	IGHD3-22*01	IGHJ6*03	NA	21.0
746	IGHV1-46*01	IGHD3-9*01	IGHJ1*01	NA	2.0
747	IGHV1-46*01	IGHD3-9*01	IGHJ2*01	NA	1.0
748	IGHV1-46*01	IGHD3-9*01	IGHJ3*02	NA	9.0
749	IGHV1-46*01	IGHD3-9*01	IGHJ4*01	NA	1.0
750	IGHV1-46*01	IGHD3-9*01	IGHJ4*02	NA	21.0
