	v	d	j	frequency
172	Z75353|IGHV4-30-4*05|Homo	NA	J00256|IGHJ6*01|Homo	20
173	Z14296|IGHV1-69*11|Homo	NA	X86356|IGHJ6*03|Homo	20
174	KC713938|IGHV1-18*04|Homo	NA	X86355|IGHJ6*02|Homo	20
175	M77300|IGHV3-30*09|Homo	NA	J00256|IGHJ3*01|Homo	20
176	HM855453|IGHV3-53*04|Homo	NA	X86355|IGHJ5*02|Homo	20
177	M95121|IGHV4-31*05|Homo	NA	X86355|IGHJ5*02|Homo	20
178	M29811|IGHV4-61*01|Homo	NA	AJ879487|IGHJ6*04|Homo	20
179	L21966|IGHV2-5*06|Homo	NA	J00256|IGHJ1*01|Homo	20
180	Z14242|IGHV4-34*10|Homo	NA	J00256|IGHJ3*01|Homo	20
181	HM855336|IGHV3-48*04|Homo	NA	M25625|IGHJ4*03|Homo	20
182	KC713948|IGHV1-69*14|Homo	NA	X86355|IGHJ5*02|Homo	20
183	AB019439|IGHV4-39*01|Homo	NA	X86355|IGHJ4*02|Homo	20
184	M99658|IGHV3-21*02|Homo	NA	X86355|IGHJ3*02|Homo	20
185	AB019438|IGHV1-45*02|Homo	NA	J00256|IGHJ5*01|Homo	20
186	X92255|IGHV4-34*03|Homo	NA	J00256|IGHJ6*01|Homo	20
187	L10098|IGHV4-31*01|Homo	NA	X86356|IGHJ6*03|Homo	20
188	M99404|IGHV3-15*06|Homo	NA	AJ879487|IGHJ6*04|Homo	20
189	KC713945|IGHV3-30-3*03|Homo	NA	M25625|IGHJ4*03|Homo	20
190	KC713949|IGHV2-70D*14|Homo	NA	AJ879487|IGHJ6*04|Homo	20
191	X56368|IGHV5-51*03|Homo	NA	X86355|IGHJ6*02|Homo	20
192	KC713936|IGHV4-28*07|Homo	NA	J00256|IGHJ5*01|Homo	20
193	HM855593|IGHV4-30-2*05|Homo	NA	X86355|IGHJ3*02|Homo	20
194	X92273|IGHV4-31*09|Homo	NA	X86356|IGHJ6*03|Homo	20
195	M99682|IGHV3-64*01|Homo	NA	X86356|IGHJ6*03|Homo	19
196	X56358|IGHV4-28*04|Homo	NA	X86356|IGHJ6*03|Homo	19
197	Z14239|IGHV4-30-4*02|Homo	NA	J00256|IGHJ2*01|Homo	19
198	M99658|IGHV3-21*02|Homo	NA	J00256|IGHJ6*01|Homo	19
199	X92256|IGHV4-34*06|Homo	NA	J00256|IGHJ2*01|Homo	19
200	L21970|IGHV2-70*12|Homo	NA	J00256|IGHJ1*01|Homo	19
201	X92272|IGHV4-31*08|Homo	NA	X86356|IGHJ6*03|Homo	19
202	M29809|IGHV1-58*01|Homo	NA	M25625|IGHJ4*03|Homo	19
203	X92233|IGHV4-28*03|Homo	NA	X86356|IGHJ6*03|Homo	19
204	Z29977|IGHV1-69-2*02|Homo	NA	J00256|IGHJ2*01|Homo	19
205	AB019438|IGHV4-59*01|Homo	NA	X86355|IGHJ3*02|Homo	19
206	M29809|IGHV1-58*01|Homo	NA	X86355|IGHJ6*02|Homo	19
207	X92272|IGHV4-31*08|Homo	NA	X86355|IGHJ5*02|Homo	19
208	M99658|IGHV3-21*02|Homo	NA	J00256|IGHJ4*01|Homo	19
209	KF698735|IGHV3-53*02|Homo	NA	X86355|IGHJ6*02|Homo	19
210	AM940222|IGHV4-39*07|Homo	NA	J00256|IGHJ1*01|Homo	19
211	X70208|IGHV3-66*04|Homo	NA	J00256|IGHJ3*01|Homo	19
212	X62106|IGHV1-2*02|Homo	NA	AJ879487|IGHJ6*04|Homo	19
213	HM855666|IGHV3-7*03|Homo	NA	X86355|IGHJ3*02|Homo	19
214	HM855674|IGHV1-2*05|Homo	NA	AJ879487|IGHJ6*04|Homo	19
215	M99637|IGHV1-8*01|Homo	NA	X86355|IGHJ6*02|Homo	19
216	X56367|IGHV5-51*04|Homo	NA	X86355|IGHJ3*02|Homo	19
217	Z14307|IGHV1-69*09|Homo	NA	AJ879487|IGHJ6*04|Homo	19
218	M95116|IGHV4-39*05|Homo	NA	J00256|IGHJ4*01|Homo	19
219	X92232|IGHV4-4*02|Homo	NA	J00256|IGHJ2*01|Homo	19
220	X92275|IGHV4-30-4*04|Homo	NA	X86355|IGHJ5*02|Homo	19
221	AC244492|IGHV3-23D*01|Homo	NA	X86356|IGHJ6*03|Homo	19
222	Z27506|IGHV1-69*02|Homo	NA	J00256|IGHJ1*01|Homo	19
223	L06612|IGHV1-46*03|Homo	NA	X86355|IGHJ3*02|Homo	19
224	Z14307|IGHV1-69*09|Homo	NA	X86355|IGHJ4*02|Homo	19
225	M77327|IGHV3-30*15|Homo	NA	X86355|IGHJ6*02|Homo	19
226	L06612|IGHV1-46*03|Homo	NA	J00256|IGHJ2*01|Homo	19
227	X92274|IGHV4-30-4*03|Homo	NA	X86356|IGHJ6*03|Homo	19
228	M99642|IGHV1-24*01|Homo	NA	J00256|IGHJ5*01|Homo	19
229	X92243|IGHV2-70*07|Homo	NA	X86356|IGHJ6*03|Homo	19
230	X92288|IGHV3-7*02|Homo	NA	J00256|IGHJ1*01|Homo	19
231	AC245243|IGHV3-30-5*02|Homo	NA	J00256|IGHJ4*01|Homo	19
232	M99684|IGHV4-34*02|Homo	NA	AJ879487|IGHJ6*04|Homo	19
233	M29812|IGHV4-59*02|Homo	NA	J00256|IGHJ5*01|Homo	19
234	X92243|IGHV2-70*07|Homo	NA	X86355|IGHJ6*02|Homo	19
235	M99683|IGHV4-31*02|Homo	NA	X86355|IGHJ6*02|Homo	19
236	X62112|IGHV4-4*07|Homo	NA	X86355|IGHJ5*02|Homo	19
237	HM855939|IGHV3-NL1*01|Homo	NA	J00256|IGHJ3*01|Homo	19
238	AB019437|IGHV4-61*08|Homo	NA	J00256|IGHJ1*01|Homo	19
239	U03893|IGHV3-48*03|Homo	NA	J00256|IGHJ5*01|Homo	18
240	L21963|IGHV2-5*04|Homo	NA	X86356|IGHJ6*03|Homo	18
241	KF698734|IGHV1-69-2*01|Homo	NA	J00256|IGHJ2*01|Homo	18
242	M99403|IGHV3-15*05|Homo	NA	J00256|IGHJ1*01|Homo	18
243	AC244492|IGHV3-23D*01|Homo	NA	J00256|IGHJ1*01|Homo	18
244	L06616|IGHV3-30*19|Homo	NA	X86355|IGHJ6*02|Homo	18
245	M99675|IGHV3-48*01|Homo	NA	J00256|IGHJ3*01|Homo	18
246	M99402|IGHV3-15*04|Homo	NA	X86355|IGHJ5*02|Homo	18
247	L21963|IGHV2-5*04|Homo	NA	X86355|IGHJ5*02|Homo	18
248	X92290|IGHV7-4-1*03|Homo	NA	AJ879487|IGHJ6*04|Homo	18
249	X92239|IGHV2-70*06|Homo	NA	J00256|IGHJ4*01|Homo	18
250	M99641|IGHV1-18*01|Homo	NA	J00256|IGHJ5*01|Homo	18
251	AC233755|IGHV4-38-2*02|Homo	NA	J00256|IGHJ6*01|Homo	18
252	M77305|IGHV3-33*03|Homo	NA	J00256|IGHJ3*01|Homo	18
253	KC713947|IGHV3-9*03|Homo	NA	J00256|IGHJ2*01|Homo	18
254	X56367|IGHV5-51*04|Homo	NA	J00256|IGHJ3*01|Homo	18
255	M99658|IGHV3-21*02|Homo	NA	M25625|IGHJ4*03|Homo	18
256	X92275|IGHV4-30-4*04|Homo	NA	M25625|IGHJ4*03|Homo	18
257	M99408|IGHV3-15*03|Homo	NA	X86356|IGHJ6*03|Homo	18
258	AB019438|IGHV3-49*03|Homo	NA	J00256|IGHJ3*01|Homo	18
259	Z75359|IGHV4-59*09|Homo	NA	X86355|IGHJ5*02|Homo	18
260	M77331|IGHV3-30*11|Homo	NA	AJ879487|IGHJ6*04|Homo	18
261	AM940222|IGHV4-39*07|Homo	NA	J00256|IGHJ2*01|Homo	18
262	Z14237|IGHV4-31*03|Homo	NA	J00256|IGHJ1*01|Homo	18
263	AC244492|IGHV3-23D*01|Homo	NA	J00256|IGHJ3*01|Homo	18
264	AB019439|IGHV4-34*01|Homo	NA	X86355|IGHJ5*02|Homo	18
265	M95113|IGHV4-34*08|Homo	NA	J00256|IGHJ1*01|Homo	18
266	Z14300|IGHV1-69*10|Homo	NA	J00256|IGHJ5*01|Homo	18
267	M99404|IGHV3-15*06|Homo	NA	X86355|IGHJ6*02|Homo	18
268	X92208|IGHV1-2*03|Homo	NA	J00256|IGHJ3*01|Homo	18
269	M83134|IGHV3-30*01|Homo	NA	M25625|IGHJ4*03|Homo	18
270	HM855436|IGHV3-33*06|Homo	NA	J00256|IGHJ5*01|Homo	18
271	M99642|IGHV1-24*01|Homo	NA	X86355|IGHJ6*02|Homo	18
272	L10098|IGHV4-31*01|Homo	NA	X86355|IGHJ6*02|Homo	18
273	X92208|IGHV1-2*03|Homo	NA	X86356|IGHJ6*03|Homo	18
274	AB019437|IGHV3-73*02|Homo	NA	J00256|IGHJ1*01|Homo	18
275	Z14223|IGHV6-1*02|Homo	NA	X86356|IGHJ6*03|Homo	18
276	M95117|IGHV4-59*04|Homo	NA	AJ879487|IGHJ6*04|Homo	18
277	M77328|IGHV3-30*16|Homo	NA	J00256|IGHJ6*01|Homo	18
278	L21970|IGHV2-70*12|Homo	NA	AJ879487|IGHJ6*04|Homo	18
279	M99686|IGHV5-51*01|Homo	NA	J00256|IGHJ2*01|Homo	18
280	HM855436|IGHV3-33*06|Homo	NA	AJ879487|IGHJ6*04|Homo	18
281	KC713936|IGHV4-28*07|Homo	NA	X86355|IGHJ5*02|Homo	18
282	M29812|IGHV4-59*02|Homo	NA	X86356|IGHJ6*03|Homo	18
283	M99648|IGHV2-26*01|Homo	NA	J00256|IGHJ2*01|Homo	18
284	J00240|IGHV1-46*02|Homo	NA	J00256|IGHJ1*01|Homo	18
285	AM940223|IGHV3-23*03|Homo	NA	X86355|IGHJ4*02|Homo	18
286	M99402|IGHV3-15*04|Homo	NA	J00256|IGHJ1*01|Homo	18
287	M77305|IGHV3-33*03|Homo	NA	J00256|IGHJ5*01|Homo	18
288	Z14241|IGHV4-34*09|Homo	NA	X86355|IGHJ3*02|Homo	18
289	M18806|IGHV5-51*02|Homo	NA	AJ879487|IGHJ6*04|Homo	18
290	HM855688|IGHV3-21*04|Homo	NA	AJ879487|IGHJ6*04|Homo	18
291	Z75348|IGHV4-61*07|Homo	NA	X86355|IGHJ4*02|Homo	18
292	HM855436|IGHV3-33*06|Homo	NA	X86355|IGHJ6*02|Homo	18
293	KC713939|IGHV3-13*05|Homo	NA	J00256|IGHJ6*01|Homo	18
294	KC713945|IGHV3-30-3*03|Homo	NA	J00256|IGHJ2*01|Homo	18
295	HM855339|IGHV4-28*05|Homo	NA	M25625|IGHJ4*03|Homo	18
296	Z75355|IGHV4-4*06|Homo	NA	J00256|IGHJ5*01|Homo	18
297	HM855323|IGHV3-21*03|Homo	NA	J00256|IGHJ5*01|Homo	18
298	KC713940|IGHV3-11*06|Homo	NA	J00256|IGHJ2*01|Homo	18
299	M99665|IGHV3-33*02|Homo	NA	J00256|IGHJ5*01|Homo	18
300	X92271|IGHV4-31*07|Homo	NA	X86355|IGHJ6*02|Homo	18
301	L21963|IGHV2-5*04|Homo	NA	X86355|IGHJ4*02|Homo	18
302	Z14309|IGHV1-69*08|Homo	NA	X86355|IGHJ6*02|Homo	18
303	AM940223|IGHV3-23*03|Homo	NA	X86356|IGHJ6*03|Homo	18
304	M77300|IGHV3-30*09|Homo	NA	AJ879487|IGHJ6*04|Homo	18
305	X56360|IGHV4-59*07|Homo	NA	J00256|IGHJ2*01|Homo	18
306	X56376|IGHV5-10-1*04|Homo	NA	J00256|IGHJ3*01|Homo	18
307	J04097|IGHV6-1*01|Homo	NA	AJ879487|IGHJ6*04|Homo	18
308	X92243|IGHV2-70*07|Homo	NA	J00256|IGHJ4*01|Homo	18
309	KC713935|IGHV2-70D*04|Homo	NA	X86355|IGHJ4*02|Homo	18
310	M77334|IGHV3-33*05|Homo	NA	AJ879487|IGHJ6*04|Homo	18
311	Z14235|IGHV4-31*10|Homo	NA	J00256|IGHJ1*01|Homo	18
312	M99400|IGHV3-15*08|Homo	NA	X86355|IGHJ4*02|Homo	18
313	X93619|IGHV2-5*03|Homo	NA	X86355|IGHJ3*02|Homo	18
314	AB019437|IGHV3-66*03|Homo	NA	AJ879487|IGHJ6*04|Homo	18
315	Z12367|IGHV4-38-2*01|Homo	NA	J00256|IGHJ1*01|Homo	18
316	Z29979|IGHV3-72*02|Homo	NA	AJ879487|IGHJ6*04|Homo	18
317	Z17392|IGHV3-74*02|Homo	NA	X86355|IGHJ5*02|Homo	18
318	X60503|IGHV1-18*02|Homo	NA	J00256|IGHJ5*01|Homo	18
319	KF698731|IGHV2-5*02|Homo	NA	AJ879487|IGHJ6*04|Homo	18
320	HM855361|IGHV7-4-1*05|Homo	NA	J00256|IGHJ1*01|Homo	18
