	nucl_len
9.0	1
11.0	1
17.0	1
18.0	7
21.0	19
23.0	3
24.0	133
25.0	2
26.0	14
27.0	1579
28.0	18
29.0	51
30.0	12213
31.0	54
32.0	54
33.0	6700
34.0	22
35.0	40
36.0	2334
37.0	13
38.0	16
39.0	697
40.0	5
41.0	4
42.0	114
43.0	5
45.0	11
47.0	1
48.0	1
