	v	d	j	frequency
114	IGHV11-1*01	NA	IGHJ2-1*01	17
115	IGHV10-1*01	NA	IGHJ2-4*01	16
116	IGHV4-6*01	IGHD2-5*01	IGHJ2-1*01	16
117	IGHV8-1*01	NA	IGHJ2-3*01	16
118	IGHV8-4*01	NA	IGHJ2-3*01	16
119	IGHV1-3*01	NA	IGHJ2-3*01	15
120	IGHV5-8*01	NA	IGHJ2-5*01	14
121	IGHV4-5*01	NA	IGHJ2-2*01	14
122	IGHV3-2*01	NA	IGHJ2-1*01	13
123	IGHV4-2*01	NA	IGHJ2-2*01	13
124	IGHV4-9*01	NA	IGHJ2-5*01	12
125	IGHV4-2*01	NA	IGHJ2-5*01	12
126	IGHV10-1*01	NA	IGHJ2-2*01	10
127	IGHV8-3*01	NA	IGHJ2-3*01	10
128	IGHV7-1*01	IGHD2-5*01	IGHJ2-1*01	10
129	IGHV2-1*01	IGHD2-5*01	IGHJ2-1*01	9
130	IGHV4-5*01	IGHD2-5*01	IGHJ2-2*01	9
131	IGHV11-1*01	NA	IGHJ2-2*01	9
132	IGHV4-9*01	NA	IGHJ2-2*01	9
133	IGHV5-3*01	NA	IGHJ2-2*01	9
134	IGHV9-3*01	NA	IGHJ2-1*01	8
135	IGHV9-2*01	NA	IGHJ2-5*01	8
136	IGHV9-4*01	NA	IGHJ2-1*01	8
137	IGHV1-5*01	IGHD2-5*01	IGHJ2-2*01	8
138	IGHV5-8*01	NA	IGHJ2-4*01	8
139	IGHV4-1*01	IGHD2-5*01	IGHJ2-1*01	7
140	IGHV5-7*01	IGHD2-5*01	IGHJ2-1*01	7
141	IGHV2-3*01	NA	IGHJ2-1*01	6
142	IGHV4-1*01	IGHD2-2*01	IGHJ2-1*01	6
143	IGHV3-2*01	NA	IGHJ2-5*01	6
144	IGHV6-1*01	NA	IGHJ2-1*01	5
145	IGHV6-2*01	NA	IGHJ2-2*01	5
146	IGHV14-1*01	IGHD2-5*01	IGHJ2-2*01	5
147	IGHV7-1*01	IGHD2-4*01	IGHJ2-1*01	5
148	IGHV4-3*01	IGHD2-4*01	IGHJ2-1*01	5
149	IGHV1-4*01	NA	IGHJ2-3*01	5
150	IGHV7-1*01	IGHD2-5*01	IGHJ2-4*01	5
151	IGHV7-1*01	IGHD2-5*01	IGHJ2-2*01	5
152	IGHV4-7*01	NA	IGHJ2-2*01	4
153	IGHV4-5*01	NA	IGHJ2-3*01	4
154	IGHV9-2*01	NA	IGHJ2-2*01	4
155	IGHV2-2*01	IGHD2-5*01	IGHJ2-1*01	4
156	IGHV13-2*01	IGHD2-5*01	IGHJ2-1*01	4
157	IGHV4-8*01	IGHD2-5*01	IGHJ2-1*01	4
158	IGHV4-7*01	NA	IGHJ2-5*01	4
159	IGHV2-3*01	NA	IGHJ2-5*01	4
160	IGHV11-1*01	NA	IGHJ2-5*01	4
161	IGHV9-2*01	NA	IGHJ2-4*01	3
162	IGHV4-8*01	IGHD2-5*01	IGHJ2-4*01	3
163	IGHV5-1*01	IGHD2-5*01	IGHJ2-1*01	3
164	IGHV8-2*01	IGHD2-5*01	IGHJ2-4*01	3
165	IGHV4-3*01	IGHD2-5*01	IGHJ2-1*01	3
166	IGHV8-1*01	IGHD2-5*01	IGHJ2-4*01	3
167	IGHV7-1*01	IGHD2-5*01	IGHJ2-5*01	3
168	IGHV5-2*01	IGHD2-4*01	IGHJ2-1*01	3
169	IGHV8-3*01	IGHD2-5*01	IGHJ2-2*01	3
170	IGHV6-1*01	NA	IGHJ2-2*01	3
171	IGHV4-8*01	IGHD2-5*01	IGHJ2-5*01	3
172	IGHV1-3*01	IGHD2-5*01	IGHJ2-4*01	3
173	IGHV5-4*01	NA	IGHJ2-2*01	3
174	IGHV5-2*01	IGHD2-5*01	IGHJ2-1*01	2
175	IGHV5-7*01	IGHD2-4*01	IGHJ2-1*01	2
176	IGHV4-6*01	IGHD2-4*01	IGHJ2-1*01	2
177	IGHV14-1*01	IGHD2-5*01	IGHJ2-4*01	2
178	IGHV1-2*01	IGHD2-5*01	IGHJ2-5*01	2
179	IGHV1-2*01	IGHD2-5*01	IGHJ2-1*01	2
180	IGHV2-1*01	IGHD2-5*01	IGHJ2-4*01	2
181	IGHV5-5*01	IGHD2-5*01	IGHJ2-1*01	2
182	IGHV8-4*01	IGHD2-5*01	IGHJ2-4*01	2
183	IGHV4-8*01	IGHD2-5*01	IGHJ2-2*01	2
184	IGHV9-3*01	NA	IGHJ2-2*01	2
185	IGHV8-3*01	IGHD2-5*01	IGHJ2-4*01	2
186	IGHV6-2*01	NA	IGHJ1-1*01	2
187	IGHV3-2*01	NA	IGHJ2-4*01	2
188	IGHV2-1*01	IGHD2-5*01	IGHJ2-5*01	2
189	IGHV8-2*01	NA	IGHJ2-3*01	2
190	IGHV11-1*01	NA	IGHJ2-4*01	2
191	IGHV4-7*01	NA	IGHJ2-1*01	1
192	IGHV5-3*01	IGHD2-5*01	IGHJ2-1*01	1
193	IGHV2-1*01	NA	IGHJ1-2*01	1
194	IGHV7-1*01	IGHD2-5*01	IGHJ2-3*01	1
195	IGHV8-1*01	IGHD2-5*01	IGHJ2-2*01	1
196	IGHV1-4*01	IGHD2-5*01	IGHJ2-4*01	1
197	IGHV6-1*01	NA	IGHJ2-5*01	1
198	IGHV1-3*01	IGHD2-4*01	IGHJ2-2*01	1
199	IGHV1-3*01	IGHD2-5*01	IGHJ2-1*01	1
200	IGHV5-1*01	IGHD2-2*01	IGHJ2-1*01	1
201	IGHV14-1*01	IGHD2-5*01	IGHJ2-1*01	1
202	IGHV2-1*01	NA	IGHJ2-3*01	1
203	IGHV4-3*01	IGHD2-1*01	IGHJ2-1*01	1
204	IGHV9-2*01	NA	IGHJ1-2*01	1
205	IGHV13-2*01	NA	IGHJ1-2*01	1
206	IGHV1-4*01	IGHD2-5*01	IGHJ2-1*01	1
207	IGHV4-5*01	NA	IGHJ1-2*01	1
208	IGHV1-3*01	IGHD2-4*01	IGHJ2-1*01	1
209	IGHV2-3*01	NA	IGHJ2-4*01	1
210	IGHV9-3*01	IGHD2-5*01	IGHJ2-1*01	1
211	IGHV5-4*01	IGHD2-5*01	IGHJ2-1*01	1
212	IGHV11-2*01	IGHD2-5*01	IGHJ2-1*01	1
213	IGHV4-1*01	IGHD2-3*01	IGHJ2-1*01	1
214	IGHV4-1*01	IGHD2-4*01	IGHJ2-1*01	1
215	IGHV1-2*01	IGHD2-5*01	IGHJ2-2*01	1
216	IGHV5-7*01	IGHD2-5*01	IGHJ2-4*01	1
217	IGHV5-3*01	IGHD2-5*01	IGHJ2-5*01	1
218	IGHV9-4*01	NA	IGHJ1-1*01	1
219	IGHV9-4*01	NA	IGHJ2-4*01	1
220	IGHV9-3*01	NA	IGHJ2-5*01	1
221	IGHV9-4*01	NA	IGHJ2-5*01	1
222	IGHV4-1*01	IGHD2-4*01	IGHJ2-5*01	1
223	IGHV2-3*01	NA	IGHJ2-2*01	1
224	IGHV1-2*01	IGHD2-4*01	IGHJ2-5*01	1
225	IGHV5-1*01	IGHD2-5*01	IGHJ2-4*01	1
226	IGHV14-1*01	IGHD2-5*01	IGHJ2-3*01	1
227	IGHV8-3*01	IGHD2-4*01	IGHJ2-1*01	1
