	SRR017328	SRR017329	SRR017330	SRR017331	SRR017332	SRR017333	SRR017334	SRR017335	SRR017336	SRR017337	SRR017338	SRR017339	SRR017340	SRR017341
IGHJ2-3*01	1.0	5.0	NA	2.0	2.0	NA	8.0	57.0	NA	2.0	2.0	NA	3.0	11.0
IGHJ2-5*01	NA	2.0	2.0	1.0	3.0	1.0	3.0	NA	5.0	11.0	36.0	3.0	4.0	NA
IGHJ2-2*01	3.0	5.0	1.0	6.0	16.0	1.0	5.0	3.0	NA	5.0	8.0	3.0	3.0	6.0
IGHJ2-4*01	4.0	2.0	3.0	14.0	3.0	NA	9.0	2.0	1.0	5.0	1.0	1.0	4.0	2.0
IGHJ2-1*01	2.0	2.0	2.0	5.0	2.0	NA	5.0	3.0	4.0	2.0	1.0	5.0	3.0	2.0
IGHJ1-1*01	NA	NA	NA	NA	NA	NA	NA	1.0	2.0	NA	2.0	3.0	1.0	NA
IGHJ1-2*01	NA	1.0	NA	NA	NA	NA	1.0	NA	NA	NA	NA	1.0	NA	NA
