	SRR017328	SRR017329	SRR017330	SRR017331	SRR017332	SRR017333	SRR017334	SRR017335	SRR017336	SRR017337	SRR017338	SRR017339	SRR017340	SRR017341
IGHJ2-1*01	6477.0	10345.0	12197.0	7032.0	15445	1385.0	10358	4781.0	10228	26640.0	20770	29777	18283.0	16618
IGHJ2-4*01	4360.0	6609.0	13827.0	5091.0	5959	752.0	8363	12472.0	3470	12384.0	6242	8063	8516.0	5020
IGHJ2-5*01	4507.0	4157.0	1946.0	1698.0	2252	458.0	5154	2663.0	5773	11640.0	29739	5292	5997.0	2365
IGHJ2-2*01	2072.0	3422.0	1670.0	2156.0	12164	791.0	4831	2523.0	2663	9287.0	5451	5327	7346.0	6976
IGHJ2-3*01	210.0	391.0	152.0	148.0	749	36.0	634	428.0	372	1196.0	263	486	900.0	505
IGHJ1-2*01	NA	NA	NA	1.0	2	NA	5	3.0	4	NA	7	3	NA	1
IGHJ1-1*01	NA	NA	NA	NA	2	NA	3	NA	3	NA	2	1	6.0	1
