	v	d	j	frequency
143	IGHV5-1*01	IGHD2-5*01	IGHJ2-5*01	3
144	IGHV4-9*01	NA	IGHJ2-4*01	3
145	IGHV4-9*01	NA	IGHJ2-2*01	3
146	IGHV1-4*01	NA	IGHJ2-3*01	3
147	IGHV2-2*01	IGHD2-5*01	IGHJ2-4*01	3
148	IGHV7-1*01	IGHD2-4*01	IGHJ2-1*01	2
149	IGHV1-4*01	NA	IGHJ2-5*01	2
150	IGHV5-7*01	IGHD2-5*01	IGHJ2-2*01	2
151	IGHV4-8*01	IGHD2-2*01	IGHJ2-5*01	2
152	IGHV4-5*01	IGHD2-5*01	IGHJ2-1*01	2
153	IGHV4-2*01	NA	IGHJ2-2*01	2
154	IGHV1-2*01	IGHD2-4*01	IGHJ2-1*01	2
155	IGHV4-9*01	NA	IGHJ2-3*01	2
156	IGHV8-4*01	IGHD2-5*01	IGHJ2-4*01	2
157	IGHV8-2*01	IGHD2-5*01	IGHJ2-1*01	2
158	IGHV1-3*01	IGHD2-5*01	IGHJ2-2*01	2
159	IGHV3-2*01	NA	IGHJ2-1*01	2
160	IGHV1-2*01	IGHD2-5*01	IGHJ2-1*01	2
161	IGHV11-2*01	NA	IGHJ2-4*01	1
162	IGHV7-1*01	IGHD1-2*01	IGHJ2-1*01	1
163	IGHV5-7*01	NA	IGHJ2-3*01	1
164	IGHV11-1*01	NA	IGHJ2-4*01	1
165	IGHV5-2*01	IGHD2-5*01	IGHJ2-5*01	1
166	IGHV1-4*01	IGHD2-5*01	IGHJ2-4*01	1
167	IGHV8-3*01	IGHD2-5*01	IGHJ2-1*01	1
168	IGHV4-2*01	IGHD2-4*01	IGHJ2-1*01	1
169	IGHV11-1*01	NA	IGHJ2-5*01	1
170	IGHV9-4*01	NA	IGHJ2-1*01	1
171	IGHV1-4*01	IGHD2-5*01	IGHJ2-2*01	1
172	IGHV4-6*01	IGHD2-4*01	IGHJ2-1*01	1
173	IGHV11-1*01	NA	IGHJ2-1*01	1
174	IGHV6-2*01	NA	IGHJ2-2*01	1
175	IGHV4-8*01	IGHD2-4*01	IGHJ2-5*01	1
176	IGHV6-1*01	NA	IGHJ2-1*01	1
177	IGHV1-2*01	IGHD2-4*01	IGHJ2-4*01	1
178	IGHV5-3*01	NA	IGHJ2-5*01	1
179	IGHV8-4*01	NA	IGHJ2-3*01	1
180	IGHV2-2*01	IGHD2-4*01	IGHJ2-1*01	1
181	IGHV14-1*01	IGHD2-5*01	IGHJ2-2*01	1
182	IGHV2-1*01	IGHD2-5*01	IGHJ2-5*01	1
