	v	d	j	frequency
49	IGHV5-5*01	NA	IGHJ2-5*01	122
50	IGHV5-1*01	NA	IGHJ2-5*01	115
51	IGHV2-2*01	NA	IGHJ2-2*01	112
52	IGHV1-4*01	NA	IGHJ2-1*01	111
53	IGHV8-4*01	NA	IGHJ2-4*01	107
54	IGHV1-5*01	NA	IGHJ2-3*01	105
55	IGHV1-3*01	NA	IGHJ2-2*01	103
56	IGHV5-7*01	NA	IGHJ2-4*01	97
57	IGHV8-3*01	NA	IGHJ2-2*01	97
58	IGHV7-1*01	NA	IGHJ2-2*01	86
59	IGHV1-4*01	NA	IGHJ2-2*01	86
60	IGHV1-4*01	NA	IGHJ2-5*01	84
61	IGHV14-1*01	NA	IGHJ2-2*01	80
62	IGHV14-1*01	NA	IGHJ2-4*01	75
63	IGHV8-3*01	NA	IGHJ2-4*01	74
64	IGHV5-3*01	NA	IGHJ2-1*01	73
65	IGHV8-1*01	NA	IGHJ2-4*01	72
66	IGHV8-2*01	NA	IGHJ2-1*01	71
67	IGHV10-1*01	NA	IGHJ2-1*01	71
68	IGHV5-2*01	NA	IGHJ2-2*01	68
69	IGHV8-3*01	NA	IGHJ2-1*01	67
70	IGHV8-1*01	NA	IGHJ2-2*01	66
71	IGHV9-2*01	NA	IGHJ2-1*01	65
72	IGHV5-4*01	NA	IGHJ2-4*01	64
73	IGHV5-2*01	NA	IGHJ2-5*01	60
74	IGHV14-1*01	NA	IGHJ2-1*01	60
75	IGHV1-3*01	NA	IGHJ2-4*01	59
76	IGHV7-1*01	NA	IGHJ2-3*01	58
77	IGHV6-2*01	NA	IGHJ2-1*01	56
78	IGHV10-1*01	NA	IGHJ2-5*01	54
79	IGHV1-3*01	NA	IGHJ2-5*01	54
80	IGHV5-2*01	NA	IGHJ2-1*01	53
81	IGHV5-7*01	NA	IGHJ2-2*01	53
82	IGHV10-1*01	NA	IGHJ2-4*01	51
83	IGHV4-9*01	NA	IGHJ2-1*01	48
84	IGHV1-3*01	NA	IGHJ2-3*01	47
85	IGHV5-2*01	NA	IGHJ2-4*01	46
86	IGHV13-2*01	NA	IGHJ2-2*01	46
87	IGHV1-4*01	NA	IGHJ2-3*01	44
88	IGHV4-2*01	NA	IGHJ2-1*01	39
89	IGHV5-7*01	NA	IGHJ2-5*01	39
90	IGHV4-9*01	NA	IGHJ2-5*01	39
91	IGHV8-2*01	NA	IGHJ2-4*01	38
92	IGHV4-8*01	IGHD2-5*01	IGHJ2-2*01	37
93	IGHV4-5*01	NA	IGHJ2-1*01	36
94	IGHV8-1*01	NA	IGHJ2-5*01	35
95	IGHV5-1*01	IGHD2-5*01	IGHJ2-4*01	28
96	IGHV4-6*01	NA	IGHJ2-2*01	27
97	IGHV4-9*01	NA	IGHJ2-4*01	27
98	IGHV5-5*01	NA	IGHJ2-4*01	27
99	IGHV4-1*01	NA	IGHJ2-3*01	26
100	IGHV14-1*01	NA	IGHJ2-3*01	26
101	IGHV14-1*01	NA	IGHJ2-5*01	23
102	IGHV11-1*01	NA	IGHJ2-1*01	23
103	IGHV4-8*01	NA	IGHJ2-3*01	23
104	IGHV5-8*01	NA	IGHJ2-1*01	23
105	IGHV4-2*01	NA	IGHJ2-4*01	22
106	IGHV1-2*01	NA	IGHJ2-3*01	22
107	IGHV8-3*01	NA	IGHJ2-5*01	21
108	IGHV4-3*01	IGHD2-5*01	IGHJ2-1*01	21
109	IGHV6-2*01	NA	IGHJ2-5*01	17
110	IGHV6-2*01	NA	IGHJ2-4*01	16
111	IGHV4-2*01	NA	IGHJ2-5*01	16
112	IGHV8-4*01	NA	IGHJ2-3*01	16
113	IGHV2-2*01	IGHD2-4*01	IGHJ2-1*01	16
114	IGHV4-2*01	NA	IGHJ2-2*01	15
115	IGHV11-2*01	NA	IGHJ2-1*01	15
116	IGHV4-5*01	NA	IGHJ2-4*01	14
117	IGHV5-3*01	NA	IGHJ2-4*01	13
118	IGHV8-3*01	NA	IGHJ2-3*01	13
119	IGHV4-5*01	NA	IGHJ2-2*01	12
120	IGHV11-1*01	NA	IGHJ2-4*01	11
121	IGHV8-4*01	NA	IGHJ2-5*01	11
122	IGHV9-2*01	NA	IGHJ2-5*01	11
123	IGHV4-8*01	IGHD2-5*01	IGHJ2-1*01	11
124	IGHV3-2*01	NA	IGHJ2-1*01	10
125	IGHV10-1*01	NA	IGHJ2-2*01	10
126	IGHV4-9*01	NA	IGHJ2-2*01	10
127	IGHV4-3*01	IGHD2-5*01	IGHJ2-4*01	8
128	IGHV11-2*01	NA	IGHJ2-4*01	7
129	IGHV8-2*01	NA	IGHJ2-2*01	7
130	IGHV1-5*01	IGHD2-4*01	IGHJ2-1*01	6
131	IGHV4-5*01	NA	IGHJ2-5*01	6
132	IGHV5-3*01	NA	IGHJ2-2*01	5
133	IGHV2-1*01	IGHD2-5*01	IGHJ2-1*01	5
134	IGHV4-1*01	IGHD2-4*01	IGHJ2-2*01	5
135	IGHV9-2*01	NA	IGHJ2-4*01	4
136	IGHV4-5*01	NA	IGHJ2-3*01	4
137	IGHV1-4*01	IGHD2-5*01	IGHJ2-2*01	4
138	IGHV8-3*01	IGHD2-5*01	IGHJ2-1*01	4
139	IGHV7-1*01	IGHD2-5*01	IGHJ2-4*01	4
140	IGHV2-1*01	IGHD2-4*01	IGHJ2-4*01	4
141	IGHV2-1*01	IGHD2-4*01	IGHJ2-1*01	4
142	IGHV5-7*01	IGHD2-5*01	IGHJ2-1*01	4
143	IGHV4-6*01	IGHD2-1*01	IGHJ2-5*01	4
144	IGHV4-1*01	IGHD2-3*01	IGHJ2-1*01	4
145	IGHV4-6*01	IGHD2-5*01	IGHJ2-1*01	4
146	IGHV1-2*01	IGHD2-5*01	IGHJ2-4*01	4
147	IGHV7-1*01	IGHD2-5*01	IGHJ2-1*01	3
148	IGHV8-2*01	IGHD2-5*01	IGHJ2-1*01	3
149	IGHV5-3*01	NA	IGHJ2-5*01	3
150	IGHV5-8*01	NA	IGHJ2-5*01	3
151	IGHV11-1*01	NA	IGHJ2-5*01	3
152	IGHV4-8*01	IGHD2-2*01	IGHJ2-5*01	3
153	IGHV14-1*01	IGHD2-5*01	IGHJ2-2*01	2
154	IGHV8-2*01	IGHD2-4*01	IGHJ2-5*01	2
155	IGHV7-1*01	IGHD2-4*01	IGHJ2-3*01	2
156	IGHV6-1*01	NA	IGHJ2-1*01	2
157	IGHV4-8*01	IGHD2-4*01	IGHJ2-1*01	2
158	IGHV8-1*01	NA	IGHJ2-3*01	2
159	IGHV13-2*01	IGHD2-2*01	IGHJ2-1*01	2
160	IGHV5-5*01	IGHD2-5*01	IGHJ2-1*01	2
161	IGHV7-1*01	IGHD2-5*01	IGHJ2-2*01	2
162	IGHV3-2*01	NA	IGHJ2-5*01	2
163	IGHV4-8*01	IGHD2-5*01	IGHJ2-4*01	2
164	IGHV4-3*01	IGHD2-1*01	IGHJ2-4*01	2
165	IGHV4-3*01	IGHD2-4*01	IGHJ2-1*01	2
166	IGHV8-3*01	IGHD2-5*01	IGHJ2-4*01	2
167	IGHV6-2*01	IGHD2-4*01	IGHJ2-1*01	2
168	IGHV2-2*01	IGHD2-5*01	IGHJ2-1*01	2
169	IGHV6-2*01	NA	IGHJ2-2*01	1
170	IGHV8-4*01	IGHD2-5*01	IGHJ2-1*01	1
171	IGHV10-1*01	IGHD2-4*01	IGHJ2-1*01	1
172	IGHV6-2*01	IGHD2-5*01	IGHJ2-4*01	1
173	IGHV1-5*01	IGHD2-4*01	IGHJ2-5*01	1
174	IGHV1-4*01	IGHD2-2*01	IGHJ2-5*01	1
175	IGHV1-2*01	IGHD2-4*01	IGHJ2-1*01	1
176	IGHV5-4*01	NA	IGHJ2-2*01	1
177	IGHV4-6*01	IGHD2-5*01	IGHJ2-5*01	1
178	IGHV6-2*01	IGHD2-5*01	IGHJ2-1*01	1
179	IGHV8-4*01	IGHD2-5*01	IGHJ2-4*01	1
180	IGHV4-7*01	NA	IGHJ2-4*01	1
181	IGHV3-2*01	NA	IGHJ2-4*01	1
182	IGHV2-2*01	IGHD2-4*01	IGHJ2-4*01	1
183	IGHV1-4*01	IGHD2-2*01	IGHJ2-4*01	1
184	IGHV9-4*01	NA	IGHJ2-5*01	1
185	IGHV9-4*01	NA	IGHJ2-3*01	1
186	IGHV4-1*01	IGHD2-4*01	IGHJ2-1*01	1
187	IGHV9-3*01	NA	IGHJ2-1*01	1
188	IGHV1-2*01	IGHD2-5*01	IGHJ2-1*01	1
189	IGHV2-2*01	NA	IGHJ2-3*01	1
190	IGHV5-8*01	NA	IGHJ2-4*01	1
191	IGHV6-1*01	NA	IGHJ2-4*01	1
192	IGHV8-2*01	NA	IGHJ2-3*01	1
193	IGHV4-7*01	NA	IGHJ2-5*01	1
