	v	d	j	frequency
92	IGHV2-1*01	IGHD2-5*01	IGHJ2-1*01	16
93	IGHV1-5*01	NA	IGHJ2-5*01	16
94	IGHV8-2*01	NA	IGHJ2-2*01	15
95	IGHV4-9*01	NA	IGHJ2-1*01	15
96	IGHV4-2*01	NA	IGHJ2-5*01	15
97	IGHV8-3*01	NA	IGHJ2-5*01	14
98	IGHV5-7*01	NA	IGHJ2-5*01	14
99	IGHV14-1*01	NA	IGHJ2-1*01	14
100	IGHV5-7*01	NA	IGHJ2-2*01	14
101	IGHV11-2*01	NA	IGHJ2-1*01	14
102	IGHV4-3*01	IGHD2-5*01	IGHJ2-1*01	13
103	IGHV5-8*01	NA	IGHJ2-1*01	12
104	IGHV4-3*01	IGHD2-5*01	IGHJ2-4*01	12
105	IGHV8-2*01	NA	IGHJ2-5*01	12
106	IGHV5-2*01	IGHD2-5*01	IGHJ2-1*01	12
107	IGHV8-4*01	NA	IGHJ2-5*01	11
108	IGHV1-2*01	NA	IGHJ2-3*01	11
109	IGHV5-5*01	NA	IGHJ2-4*01	10
110	IGHV11-2*01	NA	IGHJ2-4*01	10
111	IGHV9-2*01	NA	IGHJ2-4*01	9
112	IGHV5-4*01	NA	IGHJ2-4*01	9
113	IGHV4-1*01	NA	IGHJ2-3*01	9
114	IGHV7-1*01	IGHD2-5*01	IGHJ2-1*01	9
115	IGHV7-1*01	IGHD2-5*01	IGHJ2-2*01	8
116	IGHV1-5*01	IGHD2-5*01	IGHJ2-2*01	7
117	IGHV1-2*01	IGHD2-5*01	IGHJ2-1*01	7
118	IGHV14-1*01	NA	IGHJ2-5*01	6
119	IGHV1-5*01	IGHD2-5*01	IGHJ2-5*01	6
120	IGHV8-3*01	NA	IGHJ2-3*01	6
121	IGHV5-2*01	NA	IGHJ2-3*01	6
122	IGHV6-2*01	NA	IGHJ2-5*01	6
123	IGHV8-1*01	NA	IGHJ2-5*01	6
124	IGHV2-2*01	IGHD2-5*01	IGHJ2-1*01	6
125	IGHV2-1*01	IGHD2-1*01	IGHJ2-1*01	5
126	IGHV1-5*01	IGHD2-4*01	IGHJ2-1*01	5
127	IGHV6-2*01	NA	IGHJ2-4*01	5
128	IGHV1-2*01	IGHD2-5*01	IGHJ2-5*01	5
129	IGHV4-6*01	IGHD2-5*01	IGHJ2-1*01	4
130	IGHV4-3*01	IGHD2-4*01	IGHJ2-1*01	4
131	IGHV2-1*01	NA	IGHJ2-3*01	4
132	IGHV13-2*01	IGHD2-5*01	IGHJ2-1*01	4
133	IGHV5-8*01	NA	IGHJ2-5*01	4
134	IGHV4-8*01	NA	IGHJ2-3*01	4
135	IGHV6-2*01	NA	IGHJ2-2*01	4
136	IGHV1-3*01	NA	IGHJ2-3*01	3
137	IGHV2-1*01	IGHD2-4*01	IGHJ2-4*01	3
138	IGHV3-2*01	NA	IGHJ2-5*01	3
139	IGHV2-2*01	IGHD2-4*01	IGHJ2-1*01	3
140	IGHV6-1*01	NA	IGHJ2-4*01	3
141	IGHV8-4*01	NA	IGHJ2-3*01	3
142	IGHV5-2*01	IGHD2-5*01	IGHJ2-4*01	3
143	IGHV2-2*01	IGHD2-5*01	IGHJ2-4*01	3
144	IGHV7-1*01	IGHD2-4*01	IGHJ2-1*01	3
145	IGHV4-3*01	NA	IGHJ2-3*01	3
146	IGHV4-9*01	NA	IGHJ2-4*01	2
147	IGHV4-2*01	NA	IGHJ2-4*01	2
148	IGHV4-8*01	IGHD2-5*01	IGHJ2-4*01	2
149	IGHV4-5*01	NA	IGHJ2-3*01	2
150	IGHV3-2*01	NA	IGHJ2-1*01	2
151	IGHV6-1*01	NA	IGHJ2-1*01	2
152	IGHV10-1*01	NA	IGHJ2-5*01	2
153	IGHV4-6*01	IGHD2-5*01	IGHJ2-4*01	2
154	IGHV10-1*01	NA	IGHJ2-2*01	2
155	IGHV4-1*01	IGHD2-5*01	IGHJ2-4*01	2
156	IGHV1-3*01	IGHD2-5*01	IGHJ2-1*01	2
157	IGHV11-2*01	NA	IGHJ2-2*01	2
158	IGHV2-1*01	IGHD2-5*01	IGHJ2-4*01	2
159	IGHV4-5*01	IGHD2-5*01	IGHJ2-2*01	2
160	IGHV11-1*01	NA	IGHJ2-5*01	1
161	IGHV9-3*01	NA	IGHJ2-1*01	1
162	IGHV5-8*01	NA	IGHJ2-4*01	1
163	IGHV1-5*01	IGHD2-5*01	IGHJ2-4*01	1
164	IGHV9-3*01	NA	IGHJ2-4*01	1
165	IGHV1-3*01	IGHD2-5*01	IGHJ2-2*01	1
166	IGHV2-1*01	IGHD2-4*01	IGHJ2-1*01	1
167	IGHV4-1*01	IGHD2-5*01	IGHJ2-2*01	1
168	IGHV4-8*01	IGHD2-5*01	IGHJ2-5*01	1
169	IGHV8-2*01	IGHD2-5*01	IGHJ2-1*01	1
170	IGHV4-9*01	NA	IGHJ2-5*01	1
171	IGHV13-2*01	IGHD2-5*01	IGHJ2-4*01	1
172	IGHV7-1*01	IGHD2-3*01	IGHJ2-2*01	1
173	IGHV2-1*01	IGHD2-3*01	IGHJ2-4*01	1
174	IGHV4-5*01	IGHD2-5*01	IGHJ2-1*01	1
175	IGHV6-1*01	NA	IGHJ2-2*01	1
176	IGHV14-1*01	NA	IGHJ2-3*01	1
177	IGHV1-3*01	IGHD2-5*01	IGHJ2-4*01	1
178	IGHV1-4*01	IGHD2-4*01	IGHJ2-1*01	1
179	IGHV4-6*01	NA	IGHJ2-3*01	1
180	IGHV8-2*01	IGHD2-5*01	IGHJ2-4*01	1
181	IGHV4-3*01	IGHD2-5*01	IGHJ2-2*01	1
182	IGHV1-4*01	IGHD2-5*01	IGHJ2-1*01	1
183	IGHV1-3*01	IGHD2-4*01	IGHJ2-1*01	1
184	IGHV13-2*01	IGHD2-4*01	IGHJ2-1*01	1
185	IGHV7-1*01	IGHD2-5*01	IGHJ2-3*01	1
186	IGHV8-1*01	NA	IGHJ2-3*01	1
187	IGHV5-1*01	IGHD2-5*01	IGHJ2-4*01	1
188	IGHV4-5*01	IGHD2-5*01	IGHJ2-5*01	1
189	IGHV5-2*01	IGHD2-4*01	IGHJ2-1*01	1
190	IGHV4-2*01	NA	IGHJ2-2*01	1
191	IGHV11-2*01	NA	IGHJ2-5*01	1
192	IGHV5-1*01	IGHD2-5*01	IGHJ2-1*01	1
193	IGHV3-2*01	NA	IGHJ2-4*01	1
194	IGHV6-1*01	NA	IGHJ2-5*01	1
195	IGHV8-4*01	IGHD2-5*01	IGHJ2-4*01	1
196	IGHV7-1*01	IGHD2-5*01	IGHJ2-5*01	1
197	IGHV2-2*01	NA	IGHJ2-3*01	1
198	IGHV5-7*01	IGHD2-1*01	IGHJ2-1*01	1
199	IGHV8-1*01	IGHD2-5*01	IGHJ2-1*01	1
200	IGHV5-3*01	NA	IGHJ2-5*01	1
