	nucl_len
18.0	13
19.0	2
21.0	73
23.0	2
24.0	101
25.0	4
26.0	5
27.0	927
28.0	5
29.0	37
30.0	5874
31.0	35
32.0	39
33.0	6634
34.0	36
35.0	26
36.0	2777
37.0	17
38.0	12
39.0	452
40.0	9
41.0	3
42.0	85
43.0	2
44.0	1
45.0	11
47.0	1
48.0	6
62.0	1
