	v	d	j	frequency
129	IGHV3-2*01	NA	IGHJ2-5*01	2
130	IGHV5-3*01	NA	IGHJ2-5*01	2
131	IGHV11-1*01	NA	IGHJ2-1*01	2
132	IGHV6-2*01	NA	IGHJ2-2*01	2
133	IGHV4-5*01	NA	IGHJ2-1*01	2
134	IGHV4-3*01	IGHD2-5*01	IGHJ2-4*01	2
135	IGHV8-2*01	NA	IGHJ2-5*01	2
136	IGHV4-5*01	IGHD2-5*01	IGHJ2-1*01	2
137	IGHV14-1*01	IGHD1-2*01	IGHJ1-1*01	1
138	IGHV6-1*01	NA	IGHJ2-5*01	1
139	IGHV4-7*01	NA	IGHJ2-2*01	1
140	IGHV4-8*01	IGHD2-2*01	IGHJ2-4*01	1
141	IGHV9-2*01	NA	IGHJ2-1*01	1
142	IGHV4-6*01	NA	IGHJ2-2*01	1
143	IGHV5-8*01	NA	IGHJ2-1*01	1
144	IGHV9-3*01	NA	IGHJ2-2*01	1
145	IGHV6-2*01	NA	IGHJ1-2*01	1
146	IGHV5-5*01	NA	IGHJ2-2*01	1
147	IGHV7-1*01	IGHD2-5*01	IGHJ2-2*01	1
148	IGHV4-1*01	IGHD2-4*01	IGHJ2-4*01	1
149	IGHV7-1*01	IGHD2-5*01	IGHJ2-5*01	1
150	IGHV4-2*01	NA	IGHJ2-5*01	1
151	IGHV1-2*01	NA	IGHJ2-3*01	1
152	IGHV9-3*01	NA	IGHJ2-4*01	1
153	IGHV13-2*01	IGHD2-4*01	IGHJ2-4*01	1
154	IGHV9-3*01	NA	IGHJ2-5*01	1
155	IGHV9-4*01	NA	IGHJ2-1*01	1
156	IGHV8-2*01	NA	IGHJ2-2*01	1
157	IGHV11-2*01	NA	IGHJ2-2*01	1
158	IGHV8-3*01	IGHD2-5*01	IGHJ2-1*01	1
159	IGHV4-8*01	IGHD2-5*01	IGHJ2-1*01	1
160	IGHV5-8*01	NA	IGHJ2-5*01	1
161	IGHV5-4*01	NA	IGHJ2-2*01	1
162	IGHV2-1*01	IGHD2-2*01	IGHJ2-1*01	1
