	v	d	j	frequency
0	IGHV1-1*01	NA	IGHJ2-5*01	4
1	IGHV4-6*01	NA	IGHJ2-1*01	3
2	IGHV4-9*01	IGHD1-2*01	IGHJ1-1*01	2
3	IGHV14-1*01	NA	IGHJ2-1*01	1
4	IGHV4-6*01	NA	IGHJ2-4*01	1
5	IGHV4-8*01	NA	IGHJ2-5*01	1
