	SRR017328	SRR017329	SRR017330	SRR017331	SRR017332	SRR017333	SRR017334	SRR017335	SRR017336	SRR017337	SRR017338	SRR017339	SRR017340	SRR017341
0	5.0	4.0	3.0	4.0	15.0	2.0	5.0	1.0	4.0	7.0	37.0	6.0	4.0	5.0
1	1.0	2.0	NA	9.0	3.0	NA	1.0	2.0	6.0	2.0	2.0	NA	1.0	4.0
2	2.0	1.0	3.0	5.0	3.0	NA	6.0	3.0	NA	3.0	3.0	7.0	5.0	9.0
3	NA	7.0	1.0	3.0	3.0	NA	12.0	56.0	2.0	7.0	7.0	NA	7.0	3.0
4	2.0	NA	1.0	4.0	1.0	NA	3.0	3.0	NA	3.0	NA	3.0	NA	NA
5	NA	2.0	NA	3.0	1.0	NA	4.0	NA	NA	2.0	NA	NA	1.0	NA
6	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA
7	NA	1.0	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA
15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA
