	nucl_len
11.0	1
18.0	3
21.0	2
23.0	4
24.0	23
26.0	2
27.0	346
29.0	19
30.0	1869
31.0	5
32.0	5
33.0	774
34.0	4
35.0	3
36.0	171
39.0	33
41.0	7
42.0	4
