	v	d	j	frequency
89	IGHV5-7*01	NA	IGHJ2-4*01	31
90	IGHV8-1*01	NA	IGHJ2-4*01	29
91	IGHV4-5*01	NA	IGHJ2-2*01	27
92	IGHV1-4*01	NA	IGHJ2-2*01	27
93	IGHV8-4*01	NA	IGHJ2-5*01	27
94	IGHV4-2*01	NA	IGHJ2-1*01	25
95	IGHV5-5*01	NA	IGHJ2-4*01	25
96	IGHV11-1*01	NA	IGHJ2-4*01	25
97	IGHV3-2*01	NA	IGHJ2-1*01	25
98	IGHV2-2*01	NA	IGHJ2-5*01	25
99	IGHV11-2*01	NA	IGHJ2-2*01	24
100	IGHV1-3*01	IGHD2-5*01	IGHJ2-1*01	24
101	IGHV5-8*01	NA	IGHJ2-1*01	23
102	IGHV9-3*01	NA	IGHJ2-1*01	23
103	IGHV8-1*01	NA	IGHJ2-2*01	23
104	IGHV8-3*01	NA	IGHJ2-3*01	22
105	IGHV4-6*01	NA	IGHJ2-2*01	21
106	IGHV10-1*01	NA	IGHJ2-5*01	20
107	IGHV13-2*01	NA	IGHJ2-2*01	19
108	IGHV5-3*01	NA	IGHJ2-4*01	19
109	IGHV4-9*01	NA	IGHJ2-4*01	18
110	IGHV8-2*01	NA	IGHJ2-2*01	18
111	IGHV4-5*01	NA	IGHJ2-3*01	18
112	IGHV4-2*01	NA	IGHJ2-2*01	18
113	IGHV8-1*01	NA	IGHJ2-5*01	17
114	IGHV1-5*01	NA	IGHJ2-3*01	17
115	IGHV6-2*01	NA	IGHJ2-5*01	16
116	IGHV5-2*01	NA	IGHJ2-2*01	16
117	IGHV8-4*01	NA	IGHJ2-3*01	16
118	IGHV4-9*01	NA	IGHJ2-1*01	15
119	IGHV11-1*01	NA	IGHJ2-1*01	13
120	IGHV4-2*01	NA	IGHJ2-4*01	12
121	IGHV5-8*01	NA	IGHJ2-5*01	12
122	IGHV4-9*01	NA	IGHJ2-2*01	12
123	IGHV4-2*01	NA	IGHJ2-5*01	12
124	IGHV1-2*01	NA	IGHJ2-3*01	11
125	IGHV2-1*01	IGHD2-5*01	IGHJ2-1*01	11
126	IGHV5-7*01	NA	IGHJ2-2*01	11
127	IGHV5-7*01	NA	IGHJ2-5*01	9
128	IGHV9-2*01	NA	IGHJ2-4*01	9
129	IGHV1-4*01	NA	IGHJ2-4*01	9
130	IGHV8-3*01	IGHD2-5*01	IGHJ2-4*01	8
131	IGHV4-8*01	NA	IGHJ2-3*01	8
132	IGHV3-2*01	NA	IGHJ2-5*01	8
133	IGHV7-1*01	IGHD2-5*01	IGHJ2-1*01	7
134	IGHV6-2*01	NA	IGHJ2-2*01	7
135	IGHV9-2*01	NA	IGHJ2-5*01	7
136	IGHV2-3*01	NA	IGHJ2-4*01	7
137	IGHV1-3*01	NA	IGHJ2-3*01	7
138	IGHV13-2*01	IGHD2-5*01	IGHJ2-4*01	7
139	IGHV10-1*01	NA	IGHJ2-2*01	6
140	IGHV4-3*01	IGHD2-5*01	IGHJ2-1*01	6
141	IGHV14-1*01	IGHD2-5*01	IGHJ2-4*01	6
142	IGHV8-4*01	NA	IGHJ1-2*01	6
143	IGHV4-8*01	IGHD2-5*01	IGHJ2-1*01	6
144	IGHV13-2*01	IGHD2-5*01	IGHJ2-1*01	5
145	IGHV7-1*01	IGHD2-5*01	IGHJ2-4*01	5
146	IGHV7-1*01	IGHD2-5*01	IGHJ2-5*01	5
147	IGHV9-3*01	NA	IGHJ2-4*01	5
148	IGHV1-3*01	IGHD2-5*01	IGHJ2-5*01	5
149	IGHV9-3*01	NA	IGHJ2-5*01	4
150	IGHV6-1*01	NA	IGHJ2-1*01	4
151	IGHV8-2*01	IGHD2-5*01	IGHJ2-1*01	4
152	IGHV5-2*01	IGHD2-5*01	IGHJ2-4*01	4
153	IGHV4-7*01	NA	IGHJ2-5*01	4
154	IGHV2-1*01	IGHD2-5*01	IGHJ2-4*01	4
155	IGHV4-7*01	NA	IGHJ2-4*01	4
156	IGHV8-1*01	IGHD2-5*01	IGHJ2-1*01	4
157	IGHV6-1*01	NA	IGHJ2-4*01	3
158	IGHV6-2*01	IGHD2-5*01	IGHJ2-1*01	3
159	IGHV5-8*01	NA	IGHJ2-4*01	3
160	IGHV5-1*01	IGHD2-5*01	IGHJ2-1*01	3
161	IGHV2-3*01	NA	IGHJ2-5*01	3
162	IGHV14-1*01	IGHD2-5*01	IGHJ2-2*01	3
163	IGHV6-2*01	IGHD2-4*01	IGHJ2-1*01	3
164	IGHV9-4*01	NA	IGHJ2-1*01	3
165	IGHV4-3*01	IGHD2-4*01	IGHJ2-5*01	3
166	IGHV5-3*01	IGHD2-5*01	IGHJ2-1*01	3
167	IGHV5-3*01	NA	IGHJ2-2*01	3
168	IGHV4-8*01	IGHD2-5*01	IGHJ2-5*01	3
169	IGHV5-4*01	NA	IGHJ2-4*01	3
170	IGHV4-1*01	IGHD2-4*01	IGHJ2-1*01	2
171	IGHV1-5*01	IGHD2-4*01	IGHJ2-1*01	2
172	IGHV4-1*01	IGHD2-3*01	IGHJ2-2*01	2
173	IGHV14-1*01	IGHD2-3*01	IGHJ2-4*01	2
174	IGHV11-2*01	IGHD2-4*01	IGHJ2-1*01	2
175	IGHV4-6*01	IGHD2-5*01	IGHJ2-5*01	2
176	IGHV2-3*01	NA	IGHJ2-2*01	2
177	IGHV13-2*01	IGHD2-4*01	IGHJ2-5*01	2
178	IGHV7-1*01	IGHD2-4*01	IGHJ2-1*01	2
179	IGHV4-1*01	IGHD2-5*01	IGHJ2-5*01	2
180	IGHV8-4*01	IGHD2-5*01	IGHJ2-1*01	2
181	IGHV7-1*01	IGHD2-5*01	IGHJ2-2*01	2
182	IGHV11-2*01	IGHD2-5*01	IGHJ2-1*01	2
183	IGHV1-5*01	IGHD2-4*01	IGHJ2-4*01	1
184	IGHV6-1*01	NA	IGHJ2-5*01	1
185	IGHV1-5*01	IGHD2-5*01	IGHJ2-5*01	1
186	IGHV5-5*01	NA	IGHJ2-2*01	1
187	IGHV8-4*01	IGHD2-4*01	IGHJ2-4*01	1
188	IGHV13-2*01	NA	IGHJ2-3*01	1
189	IGHV5-1*01	IGHD2-5*01	IGHJ2-4*01	1
190	IGHV14-1*01	IGHD2-5*01	IGHJ2-1*01	1
191	IGHV5-1*01	NA	IGHJ2-3*01	1
192	IGHV6-1*01	IGHD2-4*01	IGHJ2-4*01	1
193	IGHV4-3*01	NA	IGHJ2-3*01	1
194	IGHV4-8*01	IGHD2-1*01	IGHJ2-2*01	1
195	IGHV6-2*01	NA	IGHJ2-3*01	1
196	IGHV1-3*01	IGHD2-2*01	IGHJ2-1*01	1
197	IGHV4-1*01	IGHD2-5*01	IGHJ2-4*01	1
198	IGHV8-2*01	NA	IGHJ2-3*01	1
199	IGHV11-1*01	NA	IGHJ1-1*01	1
200	IGHV4-2*01	IGHD2-5*01	IGHJ2-1*01	1
201	IGHV11-2*01	IGHD2-5*01	IGHJ2-5*01	1
202	IGHV4-5*01	IGHD2-5*01	IGHJ2-1*01	1
203	IGHV4-5*01	IGHD2-5*01	IGHJ2-2*01	1
204	IGHV11-2*01	IGHD2-5*01	IGHJ2-4*01	1
205	IGHV1-2*01	IGHD2-4*01	IGHJ2-1*01	1
206	IGHV4-3*01	IGHD2-5*01	IGHJ2-4*01	1
207	IGHV4-8*01	NA	IGHJ1-2*01	1
208	IGHV6-2*01	NA	IGHJ1-1*01	1
209	IGHV14-1*01	IGHD2-4*01	IGHJ2-1*01	1
210	IGHV1-3*01	IGHD2-4*01	IGHJ2-1*01	1
211	IGHV11-2*01	NA	IGHJ2-3*01	1
212	IGHV9-4*01	NA	IGHJ2-4*01	1
213	IGHV13-2*01	IGHD2-1*01	IGHJ2-4*01	1
214	IGHV3-2*01	NA	IGHJ2-4*01	1
215	IGHV6-2*01	IGHD2-5*01	IGHJ2-4*01	1
216	IGHV4-8*01	IGHD2-5*01	IGHJ2-2*01	1
217	IGHV9-3*01	IGHD2-5*01	IGHJ2-4*01	1
218	IGHV4-8*01	IGHD2-5*01	IGHJ2-4*01	1
219	IGHV5-4*01	NA	IGHJ2-3*01	1
220	IGHV1-4*01	NA	IGHJ2-5*01	1
221	IGHV4-7*01	NA	IGHJ2-1*01	1
