	v	d	j	frequency
70	IGHV8-3*01	NA	IGHJ2-5*01	64
71	IGHV4-9*01	NA	IGHJ2-4*01	62
72	IGHV2-2*01	NA	IGHJ2-2*01	56
73	IGHV8-1*01	NA	IGHJ2-2*01	56
74	IGHV2-2*01	NA	IGHJ2-5*01	55
75	IGHV10-1*01	NA	IGHJ2-2*01	53
76	IGHV8-4*01	NA	IGHJ2-4*01	50
77	IGHV1-5*01	NA	IGHJ2-3*01	50
78	IGHV5-3*01	NA	IGHJ2-5*01	48
79	IGHV1-4*01	NA	IGHJ2-3*01	47
80	IGHV5-3*01	NA	IGHJ2-4*01	47
81	IGHV5-7*01	NA	IGHJ2-2*01	47
82	IGHV4-6*01	NA	IGHJ2-2*01	47
83	IGHV10-1*01	NA	IGHJ2-4*01	45
84	IGHV8-1*01	NA	IGHJ2-1*01	45
85	IGHV8-4*01	NA	IGHJ2-5*01	40
86	IGHV14-1*01	NA	IGHJ2-3*01	39
87	IGHV6-2*01	NA	IGHJ2-5*01	33
88	IGHV11-2*01	NA	IGHJ2-5*01	31
89	IGHV8-3*01	NA	IGHJ2-3*01	25
90	IGHV8-2*01	NA	IGHJ2-1*01	24
91	IGHV13-2*01	NA	IGHJ2-2*01	24
92	IGHV1-2*01	NA	IGHJ2-3*01	24
93	IGHV8-2*01	NA	IGHJ2-2*01	23
94	IGHV8-2*01	NA	IGHJ2-4*01	23
95	IGHV4-2*01	NA	IGHJ2-2*01	23
96	IGHV2-1*01	NA	IGHJ2-3*01	22
97	IGHV5-4*01	NA	IGHJ2-4*01	19
98	IGHV11-2*01	NA	IGHJ2-2*01	18
99	IGHV8-4*01	NA	IGHJ2-2*01	18
100	IGHV4-7*01	NA	IGHJ2-2*01	18
101	IGHV4-8*01	NA	IGHJ2-3*01	16
102	IGHV8-2*01	NA	IGHJ2-5*01	16
103	IGHV1-2*01	IGHD2-4*01	IGHJ2-4*01	16
104	IGHV4-2*01	NA	IGHJ2-5*01	15
105	IGHV8-1*01	NA	IGHJ2-3*01	15
106	IGHV5-4*01	NA	IGHJ2-2*01	14
107	IGHV3-2*01	NA	IGHJ2-1*01	14
108	IGHV11-1*01	NA	IGHJ2-1*01	12
109	IGHV4-8*01	IGHD2-2*01	IGHJ2-5*01	11
110	IGHV6-2*01	NA	IGHJ2-4*01	11
111	IGHV4-7*01	NA	IGHJ2-1*01	10
112	IGHV11-1*01	NA	IGHJ2-4*01	10
113	IGHV4-7*01	NA	IGHJ2-4*01	9
114	IGHV10-1*01	NA	IGHJ2-5*01	9
115	IGHV8-4*01	NA	IGHJ2-3*01	6
116	IGHV3-2*01	NA	IGHJ2-5*01	6
117	IGHV14-1*01	IGHD2-1*01	IGHJ2-3*01	6
118	IGHV2-3*01	NA	IGHJ2-4*01	6
119	IGHV4-5*01	NA	IGHJ2-1*01	6
120	IGHV1-5*01	IGHD2-4*01	IGHJ2-1*01	4
121	IGHV6-1*01	NA	IGHJ2-1*01	4
122	IGHV4-5*01	NA	IGHJ2-4*01	4
123	IGHV11-1*01	NA	IGHJ2-2*01	3
124	IGHV9-3*01	NA	IGHJ2-4*01	3
125	IGHV4-7*01	NA	IGHJ2-3*01	3
126	IGHV9-3*01	NA	IGHJ2-2*01	3
127	IGHV11-2*01	IGHD2-4*01	IGHJ2-1*01	3
128	IGHV3-2*01	NA	IGHJ2-4*01	3
129	IGHV9-1*01	NA	IGHJ2-1*01	3
130	IGHV11-2*01	NA	IGHJ1-2*01	3
131	IGHV2-2*01	IGHD2-4*01	IGHJ2-1*01	3
132	IGHV6-1*01	NA	IGHJ2-5*01	2
133	IGHV11-1*01	NA	IGHJ2-5*01	2
134	IGHV2-1*01	IGHD2-4*01	IGHJ2-1*01	2
135	IGHV6-2*01	NA	IGHJ2-2*01	2
136	IGHV5-2*01	NA	IGHJ2-4*01	2
137	IGHV4-8*01	IGHD2-4*01	IGHJ2-1*01	2
138	IGHV14-1*01	IGHD2-4*01	IGHJ2-1*01	2
139	IGHV5-7*01	IGHD2-4*01	IGHJ2-1*01	2
140	IGHV4-2*01	IGHD2-4*01	IGHJ2-5*01	1
141	IGHV8-4*01	NA	IGHJ1-2*01	1
142	IGHV1-2*01	IGHD2-4*01	IGHJ2-1*01	1
143	IGHV3-2*01	NA	IGHJ2-3*01	1
144	IGHV5-7*01	NA	IGHJ2-3*01	1
145	IGHV4-1*01	IGHD2-3*01	IGHJ2-4*01	1
146	IGHV9-4*01	NA	IGHJ1-1*01	1
147	IGHV4-6*01	IGHD2-4*01	IGHJ2-5*01	1
148	IGHV2-3*01	NA	IGHJ2-1*01	1
149	IGHV2-2*01	NA	IGHJ1-2*01	1
150	IGHV5-5*01	NA	IGHJ2-2*01	1
151	IGHV4-8*01	IGHD2-4*01	IGHJ2-5*01	1
152	IGHV6-2*01	NA	IGHJ1-1*01	1
153	IGHV4-6*01	IGHD2-4*01	IGHJ2-1*01	1
154	IGHV1-5*01	IGHD2-4*01	IGHJ2-2*01	1
155	IGHV4-7*01	NA	IGHJ2-5*01	1
156	IGHV9-3*01	NA	IGHJ2-1*01	1
157	IGHV4-1*01	IGHD2-4*01	IGHJ2-1*01	1
158	IGHV1-2*01	IGHD2-4*01	IGHJ2-2*01	1
159	IGHV13-2*01	NA	IGHJ1-1*01	1
160	IGHV1-2*01	IGHD2-2*01	IGHJ2-1*01	1
