	v	d	j	frequency
80	IGHV8-4*01	NA	IGHJ2-4*01	33
81	IGHV8-3*01	NA	IGHJ2-5*01	32
82	IGHV8-4*01	NA	IGHJ2-5*01	31
83	IGHV8-1*01	NA	IGHJ2-1*01	31
84	IGHV1-2*01	IGHD2-4*01	IGHJ2-1*01	30
85	IGHV4-2*01	NA	IGHJ2-4*01	28
86	IGHV4-2*01	NA	IGHJ2-2*01	27
87	IGHV13-2*01	NA	IGHJ2-2*01	26
88	IGHV3-2*01	NA	IGHJ2-1*01	25
89	IGHV1-2*01	NA	IGHJ2-3*01	25
90	IGHV5-3*01	NA	IGHJ2-4*01	25
91	IGHV5-7*01	NA	IGHJ2-2*01	24
92	IGHV6-2*01	NA	IGHJ2-5*01	24
93	IGHV1-4*01	NA	IGHJ2-3*01	24
94	IGHV6-2*01	NA	IGHJ2-4*01	21
95	IGHV4-8*01	NA	IGHJ2-3*01	18
96	IGHV5-3*01	NA	IGHJ2-5*01	17
97	IGHV10-1*01	NA	IGHJ2-5*01	15
98	IGHV11-1*01	NA	IGHJ2-1*01	15
99	IGHV4-9*01	NA	IGHJ2-5*01	11
100	IGHV4-5*01	NA	IGHJ2-1*01	11
101	IGHV4-6*01	NA	IGHJ2-2*01	9
102	IGHV4-7*01	NA	IGHJ2-2*01	8
103	IGHV8-1*01	NA	IGHJ2-3*01	8
104	IGHV4-7*01	NA	IGHJ2-4*01	7
105	IGHV4-8*01	IGHD2-4*01	IGHJ2-2*01	7
106	IGHV8-2*01	NA	IGHJ2-2*01	7
107	IGHV4-5*01	NA	IGHJ2-5*01	7
108	IGHV11-1*01	NA	IGHJ2-4*01	7
109	IGHV4-2*01	NA	IGHJ2-5*01	7
110	IGHV4-5*01	NA	IGHJ2-4*01	6
111	IGHV4-9*01	NA	IGHJ2-2*01	6
112	IGHV8-2*01	NA	IGHJ2-1*01	6
113	IGHV8-4*01	NA	IGHJ2-3*01	5
114	IGHV4-7*01	NA	IGHJ2-1*01	5
115	IGHV10-1*01	NA	IGHJ2-2*01	5
116	IGHV8-2*01	NA	IGHJ2-5*01	5
117	IGHV8-2*01	NA	IGHJ2-4*01	4
118	IGHV2-1*01	IGHD2-4*01	IGHJ2-1*01	4
119	IGHV11-1*01	NA	IGHJ2-5*01	4
120	IGHV9-4*01	NA	IGHJ2-1*01	4
121	IGHV5-5*01	NA	IGHJ2-2*01	4
122	IGHV6-1*01	NA	IGHJ2-5*01	4
123	IGHV4-7*01	NA	IGHJ2-5*01	4
124	IGHV4-1*01	IGHD2-4*01	IGHJ2-5*01	4
125	IGHV9-3*01	NA	IGHJ2-1*01	4
126	IGHV6-1*01	NA	IGHJ2-1*01	3
127	IGHV6-2*01	NA	IGHJ2-2*01	3
128	IGHV6-1*01	NA	IGHJ2-4*01	3
129	IGHV4-8*01	IGHD2-4*01	IGHJ2-1*01	2
130	IGHV2-3*01	NA	IGHJ2-4*01	2
131	IGHV14-1*01	IGHD2-4*01	IGHJ2-1*01	2
132	IGHV9-4*01	NA	IGHJ2-5*01	2
133	IGHV11-1*01	NA	IGHJ2-2*01	2
134	IGHV5-7*01	IGHD2-4*01	IGHJ2-5*01	2
135	IGHV2-1*01	NA	IGHJ2-3*01	2
136	IGHV13-2*01	IGHD2-4*01	IGHJ2-4*01	1
137	IGHV6-2*01	NA	IGHJ1-2*01	1
138	IGHV3-2*01	NA	IGHJ2-2*01	1
139	IGHV11-2*01	IGHD2-4*01	IGHJ2-1*01	1
140	IGHV5-4*01	NA	IGHJ2-2*01	1
141	IGHV1-4*01	IGHD2-3*01	IGHJ2-2*01	1
142	IGHV1-2*01	NA	IGHJ1-2*01	1
143	IGHV1-4*01	IGHD2-2*01	IGHJ2-5*01	1
144	IGHV13-2*01	NA	IGHJ1-2*01	1
145	IGHV2-3*01	NA	IGHJ2-1*01	1
146	IGHV2-2*01	IGHD2-4*01	IGHJ2-1*01	1
147	IGHV4-5*01	NA	IGHJ2-2*01	1
148	IGHV4-6*01	IGHD2-4*01	IGHJ2-1*01	1
149	IGHV5-8*01	NA	IGHJ2-1*01	1
150	IGHV3-2*01	NA	IGHJ2-5*01	1
151	IGHV9-2*01	NA	IGHJ2-4*01	1
152	IGHV10-1*01	IGHD2-4*01	IGHJ2-1*01	1
153	IGHV5-1*01	NA	IGHJ2-1*01	1
