	nucl_len
11.0	3
12.0	1
14.0	1
15.0	1
16.0	1
18.0	6
19.0	1
20.0	4
21.0	33
22.0	3
23.0	37
24.0	185
25.0	17
26.0	84
27.0	2254
28.0	70
29.0	239
30.0	15780
31.0	432
32.0	259
33.0	10609
34.0	183
35.0	249
36.0	9974
37.0	184
38.0	83
39.0	930
40.0	38
41.0	15
42.0	991
43.0	25
44.0	18
45.0	78
46.0	3
47.0	1
