	v
IGHV1-5*01	685
IGHV7-1*01	447
IGHV1-2*01	446
IGHV8-3*01	390
IGHV4-1*01	375
IGHV4-6*01	270
IGHV2-2*01	124
IGHV14-1*01	119
IGHV5-1*01	98
IGHV2-1*01	87
IGHV1-4*01	80
IGHV4-5*01	64
IGHV10-1*01	63
IGHV5-4*01	50
IGHV4-7*01	38
IGHV1-3*01	19
IGHV3-2*01	10
IGHV4-2*01	10
IGHV5-2*01	10
IGHV4-9*01	7
IGHV4-3*01	7
IGHV8-1*01	6
IGHV9-4*01	4
IGHV5-7*01	3
IGHV9-2*01	3
IGHV5-3*01	2
IGHV6-1*01	1
IGHV5-5*01	1
IGHV8-4*01	1
IGHV9-1*01	1
IGHV9-3*01	1
