	nucl_len
9.0	1
12.0	1
14.0	1
15.0	2
18.0	16
21.0	42
22.0	1
23.0	2
24.0	114
26.0	6
27.0	1217
28.0	10
29.0	49
30.0	7164
31.0	39
32.0	36
33.0	3587
34.0	16
35.0	31
36.0	1373
37.0	9
38.0	7
39.0	1886
40.0	7
41.0	3
42.0	65
44.0	1
45.0	8
