	d	j	v	frequency	frequency	frequency	frequency	frequency	frequency	frequency	frequency	frequency	frequency	frequency	frequency	frequency	frequency
IGHV5-1*01__________NA__________IGHJ2-4*01	NA	NA	NA	284.0	230.0	403.0	140.0	228.0	7.0	NA	NA	92.0	486.0	120.0	257.0	178.0	15.0
IGHV5-1*01__________NA__________IGHJ2-5*01	NA	NA	NA	136.0	115.0	59.0	37.0	52.0	1.0	NA	NA	51.0	16.0	38.0	125.0	141.0	17.0
IGHV5-2*01__________IGHD2-1*01__________IGHJ2-4*01	NA	NA	NA	NA	NA	NA	2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IGHV5-2*01__________IGHD2-4*01__________IGHJ2-1*01	NA	NA	NA	1.0	NA	NA	7.0	NA	NA	NA	NA	3.0	NA	NA	14.0	3.0	NA
IGHV5-2*01__________IGHD2-5*01__________IGHJ2-1*01	NA	NA	NA	12.0	NA	7.0	NA	NA	NA	NA	NA	2.0	NA	NA	3.0	1.0	NA
IGHV5-2*01__________IGHD2-5*01__________IGHJ2-4*01	NA	NA	NA	3.0	NA	NA	NA	2.0	NA	NA	NA	NA	NA	4.0	2.0	NA	NA
IGHV5-2*01__________IGHD2-5*01__________IGHJ2-5*01	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IGHV5-2*01__________NA__________IGHJ2-1*01	NA	NA	NA	138.0	53.0	203.0	503.0	84.0	6.0	NA	NA	100.0	67.0	89.0	152.0	113.0	22.0
IGHV5-2*01__________NA__________IGHJ2-2*01	NA	NA	NA	31.0	68.0	107.0	108.0	890.0	1.0	NA	NA	89.0	2.0	16.0	43.0	131.0	19.0
IGHV5-2*01__________NA__________IGHJ2-3*01	NA	NA	NA	6.0	NA	4.0	3.0	335.0	NA	NA	NA	NA	NA	NA	4.0	5.0	NA
IGHV5-2*01__________NA__________IGHJ2-4*01	NA	NA	NA	142.0	46.0	130.0	377.0	39.0	3.0	2.0	NA	40.0	2.0	39.0	295.0	68.0	21.0
IGHV5-2*01__________NA__________IGHJ2-5*01	NA	NA	NA	165.0	60.0	86.0	130.0	10.0	NA	NA	NA	18.0	6.0	25115.0	56.0	42.0	31.0
IGHV5-3*01__________IGHD2-4*01__________IGHJ2-1*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	1.0	NA	NA
IGHV5-3*01__________IGHD2-5*01__________IGHJ2-1*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	3.0	NA	NA	NA
IGHV5-3*01__________IGHD2-5*01__________IGHJ2-5*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA
IGHV5-3*01__________NA__________IGHJ2-1*01	NA	NA	NA	36.0	73.0	39.0	9.0	52.0	1.0	122.0	127.0	150.0	191.0	74.0	118.0	210.0	56.0
IGHV5-3*01__________NA__________IGHJ2-2*01	NA	NA	NA	NA	5.0	4.0	NA	13.0	NA	NA	NA	9.0	2.0	3.0	12.0	70.0	98.0
IGHV5-3*01__________NA__________IGHJ2-4*01	NA	NA	NA	23.0	13.0	NA	1.0	15.0	1.0	47.0	25.0	63.0	1.0	19.0	17.0	21.0	NA
IGHV5-3*01__________NA__________IGHJ2-5*01	NA	NA	NA	1.0	3.0	1.0	NA	7.0	NA	48.0	17.0	18.0	2.0	51.0	13.0	4.0	2.0
IGHV5-4*01__________IGHD2-5*01__________IGHJ2-1*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA
IGHV5-4*01__________NA__________IGHJ2-1*01	NA	NA	NA	51.0	331.0	77.0	70.0	237.0	35.0	275.0	199.0	122.0	33.0	50.0	139.0	666.0	443.0
IGHV5-4*01__________NA__________IGHJ2-2*01	NA	NA	NA	NA	1.0	NA	NA	23.0	NA	14.0	1.0	3.0	NA	NA	3.0	4.0	1.0
IGHV5-4*01__________NA__________IGHJ2-3*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA
IGHV5-4*01__________NA__________IGHJ2-4*01	NA	NA	NA	9.0	64.0	20.0	7.0	121.0	7.0	19.0	61.0	49.0	20.0	3.0	23.0	27.0	44.0
IGHV5-4*01__________NA__________IGHJ2-5*01	NA	NA	NA	48.0	181.0	23.0	12.0	118.0	8.0	200.0	219.0	107.0	25.0	97.0	22.0	84.0	313.0
IGHV5-5*01__________IGHD2-4*01__________IGHJ2-1*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0	NA
IGHV5-5*01__________IGHD2-5*01__________IGHJ2-1*01	NA	NA	NA	NA	2.0	NA	NA	1.0	NA	NA	NA	2.0	NA	NA	NA	3.0	NA
IGHV5-5*01__________IGHD2-5*01__________IGHJ2-4*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	192.0	NA
IGHV5-5*01__________NA__________IGHJ2-1*01	NA	NA	NA	69.0	209.0	111.0	NA	216.0	1.0	1226.0	305.0	335.0	151.0	129.0	436.0	452.0	189.0
IGHV5-5*01__________NA__________IGHJ2-2*01	NA	NA	NA	NA	NA	NA	NA	14.0	NA	1.0	4.0	NA	NA	1.0	2.0	23.0	1.0
IGHV5-5*01__________NA__________IGHJ2-4*01	NA	NA	NA	10.0	27.0	26.0	NA	85.0	NA	75.0	66.0	59.0	8.0	25.0	27.0	69.0	11.0
IGHV5-5*01__________NA__________IGHJ2-5*01	NA	NA	NA	29.0	122.0	19.0	1.0	117.0	NA	136.0	223.0	158.0	530.0	103.0	219.0	145.0	149.0
IGHV5-7*01__________IGHD2-1*01__________IGHJ2-1*01	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IGHV5-7*01__________IGHD2-2*01__________IGHJ2-1*01	NA	NA	NA	NA	NA	3.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IGHV5-7*01__________IGHD2-4*01__________IGHJ2-1*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0	NA	2.0	NA	NA	NA	7.0	NA
IGHV5-7*01__________IGHD2-4*01__________IGHJ2-5*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0	NA	NA	NA	NA	NA	NA
IGHV5-7*01__________IGHD2-5*01__________IGHJ2-1*01	NA	NA	NA	NA	4.0	NA	NA	3.0	NA	NA	NA	7.0	1.0	NA	3.0	NA	NA
IGHV5-7*01__________IGHD2-5*01__________IGHJ2-2*01	NA	NA	NA	NA	NA	2.0	NA	2.0	NA	NA	NA	NA	178.0	NA	NA	NA	NA
IGHV5-7*01__________IGHD2-5*01__________IGHJ2-4*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	2.0	1.0	NA
IGHV5-7*01__________NA__________IGHJ2-1*01	NA	NA	NA	44.0	147.0	16.0	227.0	92.0	3.0	203.0	114.0	62.0	45.0	452.0	80.0	91.0	61.0
IGHV5-7*01__________NA__________IGHJ2-2*01	NA	NA	NA	14.0	53.0	16.0	18.0	40.0	NA	47.0	24.0	35.0	30.0	11.0	35.0	29.0	1299.0
IGHV5-7*01__________NA__________IGHJ2-3*01	NA	NA	NA	NA	NA	1.0	NA	6.0	NA	1.0	NA	NA	NA	NA	3.0	2.0	3.0
IGHV5-7*01__________NA__________IGHJ2-4*01	NA	NA	NA	16.0	97.0	29.0	69.0	71.0	NA	182.0	61.0	47.0	10.0	31.0	46.0	39.0	1275.0
IGHV5-7*01__________NA__________IGHJ2-5*01	NA	NA	NA	14.0	39.0	28.0	46.0	13.0	NA	100.0	44.0	28.0	229.0	9.0	23.0	9.0	10.0
IGHV5-8*01__________IGHD2-4*01__________IGHJ2-1*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA
IGHV5-8*01__________IGHD2-5*01__________IGHJ2-1*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0	NA
IGHV5-8*01__________NA__________IGHJ2-1*01	NA	NA	NA	12.0	23.0	14.0	NA	84.0	NA	NA	1.0	23.0	18.0	23.0	87.0	120.0	1.0
IGHV5-8*01__________NA__________IGHJ2-2*01	NA	NA	NA	NA	NA	NA	NA	2.0	NA	NA	NA	NA	NA	NA	NA	3.0	NA
IGHV5-8*01__________NA__________IGHJ2-4*01	NA	NA	NA	1.0	1.0	NA	NA	7.0	NA	NA	NA	8.0	NA	3.0	2.0	21.0	NA
IGHV5-8*01__________NA__________IGHJ2-5*01	NA	NA	NA	4.0	3.0	5.0	NA	5.0	NA	NA	NA	14.0	3.0	12.0	34.0	35.0	1.0
IGHV6-1*01__________IGHD2-4*01__________IGHJ2-1*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA
IGHV6-1*01__________IGHD2-4*01__________IGHJ2-4*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA
IGHV6-1*01__________NA__________IGHJ2-1*01	NA	NA	NA	2.0	2.0	1.0	3.0	13.0	1.0	4.0	3.0	5.0	6.0	4.0	6.0	6.0	8.0
IGHV6-1*01__________NA__________IGHJ2-2*01	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	3.0	NA	NA	8.0	4.0	NA
IGHV6-1*01__________NA__________IGHJ2-4*01	NA	NA	NA	3.0	1.0	NA	NA	3.0	NA	NA	3.0	NA	8.0	3.0	3.0	6.0	NA
IGHV6-1*01__________NA__________IGHJ2-5*01	NA	NA	NA	1.0	NA	NA	NA	NA	NA	2.0	4.0	1.0	NA	1.0	6.0	3.0	1.0
IGHV6-2*01__________IGHD2-4*01__________IGHJ2-1*01	NA	NA	NA	NA	2.0	NA	NA	NA	NA	NA	NA	NA	NA	3.0	3.0	1.0	NA
IGHV6-2*01__________IGHD2-5*01__________IGHJ2-1*01	NA	NA	NA	NA	1.0	8.0	NA	NA	NA	NA	NA	NA	NA	3.0	NA	6.0	NA
IGHV6-2*01__________IGHD2-5*01__________IGHJ2-4*01	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	1.0	5.0	3.0	NA
IGHV6-2*01__________IGHD2-5*01__________IGHJ2-5*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA
IGHV6-2*01__________NA__________IGHJ1-1*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	2.0	NA	1.0	NA	NA	NA
IGHV6-2*01__________NA__________IGHJ1-2*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	2.0	NA	1.0
IGHV6-2*01__________NA__________IGHJ2-1*01	NA	NA	NA	54.0	56.0	39.0	11.0	41.0	NA	85.0	105.0	146.0	89.0	191.0	331.0	797.0	879.0
IGHV6-2*01__________NA__________IGHJ2-2*01	NA	NA	NA	4.0	1.0	1.0	NA	5.0	NA	2.0	3.0	5.0	5.0	7.0	6.0	32.0	2.0
IGHV6-2*01__________NA__________IGHJ2-3*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA
IGHV6-2*01__________NA__________IGHJ2-4*01	NA	NA	NA	5.0	16.0	14.0	NA	16.0	NA	11.0	21.0	31.0	52.0	55.0	42.0	61.0	6.0
IGHV6-2*01__________NA__________IGHJ2-5*01	NA	NA	NA	6.0	17.0	5.0	3.0	12.0	NA	33.0	24.0	25.0	4.0	16.0	22.0	32.0	6.0
IGHV7-1*01__________IGHD1-2*01__________IGHJ2-1*01	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IGHV7-1*01__________IGHD2-1*01__________IGHJ2-2*01	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IGHV7-1*01__________IGHD2-2*01__________IGHJ2-1*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	2.0	NA	NA
IGHV7-1*01__________IGHD2-2*01__________IGHJ2-2*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	2.0	NA
IGHV7-1*01__________IGHD2-2*01__________IGHJ2-5*01	NA	NA	NA	NA	NA	NA	2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IGHV7-1*01__________IGHD2-3*01__________IGHJ2-2*01	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IGHV7-1*01__________IGHD2-4*01__________IGHJ2-1*01	NA	NA	NA	3.0	NA	2.0	3.0	NA	NA	NA	NA	5.0	NA	2.0	3.0	NA	NA
IGHV7-1*01__________IGHD2-4*01__________IGHJ2-3*01	NA	NA	NA	NA	2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IGHV7-1*01__________IGHD2-5*01__________IGHJ2-1*01	NA	NA	NA	9.0	3.0	4.0	NA	NA	1.0	NA	NA	10.0	4.0	7.0	9.0	17.0	5.0
IGHV7-1*01__________IGHD2-5*01__________IGHJ2-2*01	NA	NA	NA	8.0	2.0	13.0	NA	NA	NA	NA	NA	5.0	1.0	2.0	4.0	8.0	1.0
IGHV7-1*01__________IGHD2-5*01__________IGHJ2-3*01	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	1.0	1.0	NA	1.0	4.0	3.0
IGHV7-1*01__________IGHD2-5*01__________IGHJ2-4*01	NA	NA	NA	16.0	4.0	NA	NA	3.0	NA	NA	NA	5.0	1.0	5.0	4.0	4.0	NA
IGHV7-1*01__________IGHD2-5*01__________IGHJ2-5*01	NA	NA	NA	1.0	NA	NA	NA	1.0	NA	NA	NA	3.0	NA	5.0	1.0	1.0	1.0
IGHV7-1*01__________NA__________IGHJ2-1*01	NA	NA	NA	700.0	235.0	107.0	266.0	143.0	327.0	301.0	128.0	335.0	83.0	347.0	335.0	394.0	3896.0
IGHV7-1*01__________NA__________IGHJ2-2*01	NA	NA	NA	118.0	86.0	142.0	49.0	82.0	36.0	81.0	83.0	161.0	40.0	183.0	248.0	305.0	104.0
IGHV7-1*01__________NA__________IGHJ2-3*01	NA	NA	NA	96.0	58.0	45.0	1.0	39.0	NA	NA	NA	37.0	41.0	37.0	129.0	118.0	16.0
IGHV7-1*01__________NA__________IGHJ2-4*01	NA	NA	NA	294.0	317.0	274.0	153.0	163.0	46.0	208.0	113.0	188.0	111.0	167.0	985.0	1298.0	105.0
IGHV7-1*01__________NA__________IGHJ2-5*01	NA	NA	NA	69.0	137.0	62.0	64.0	71.0	37.0	106.0	121.0	114.0	212.0	937.0	127.0	197.0	156.0
IGHV8-1*01__________IGHD2-5*01__________IGHJ2-1*01	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	1.0	4.0	3.0	NA	NA
IGHV8-1*01__________IGHD2-5*01__________IGHJ2-2*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA
IGHV8-1*01__________IGHD2-5*01__________IGHJ2-4*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.0	NA	NA	NA	NA	NA
IGHV8-1*01__________NA__________IGHJ2-1*01	NA	NA	NA	23.0	311.0	17.0	20.0	45.0	3.0	45.0	31.0	79.0	7.0	41.0	1375.0	30.0	4.0
IGHV8-1*01__________NA__________IGHJ2-2*01	NA	NA	NA	37.0	66.0	17.0	31.0	30.0	NA	56.0	45.0	53.0	11.0	23.0	39.0	54.0	31.0
IGHV8-1*01__________NA__________IGHJ2-3*01	NA	NA	NA	1.0	2.0	NA	3.0	5.0	NA	15.0	8.0	16.0	57.0	NA	NA	12.0	NA
IGHV8-1*01__________NA__________IGHJ2-4*01	NA	NA	NA	53.0	72.0	17.0	35.0	82.0	2.0	122.0	135.0	60.0	27.0	29.0	84.0	49.0	63.0
IGHV8-1*01__________NA__________IGHJ2-5*01	NA	NA	NA	6.0	35.0	NA	11.0	8.0	1.0	77.0	58.0	38.0	282.0	17.0	12.0	2.0	6.0
IGHV8-2*01__________IGHD2-2*01__________IGHJ2-2*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.0	NA
IGHV8-2*01__________IGHD2-4*01__________IGHJ2-5*01	NA	NA	NA	NA	2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IGHV8-2*01__________IGHD2-5*01__________IGHJ2-1*01	NA	NA	NA	1.0	3.0	2.0	NA	2.0	NA	NA	NA	NA	NA	4.0	NA	20.0	NA
IGHV8-2*01__________IGHD2-5*01__________IGHJ2-4*01	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	3.0	NA	NA	10.0	NA	NA
IGHV8-2*01__________NA__________IGHJ1-2*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA
IGHV8-2*01__________NA__________IGHJ2-1*01	NA	NA	NA	63.0	71.0	106.0	2.0	87.0	NA	24.0	6.0	91.0	73.0	69.0	291.0	174.0	650.0
IGHV8-2*01__________NA__________IGHJ2-2*01	NA	NA	NA	15.0	7.0	39.0	NA	25.0	NA	23.0	7.0	44.0	43.0	18.0	193.0	242.0	1.0
IGHV8-2*01__________NA__________IGHJ2-3*01	NA	NA	NA	NA	1.0	NA	NA	7.0	NA	NA	NA	2.0	NA	1.0	27.0	2.0	NA
IGHV8-2*01__________NA__________IGHJ2-4*01	NA	NA	NA	62.0	38.0	37.0	2.0	49.0	NA	23.0	4.0	71.0	15.0	38.0	144.0	68.0	13.0
IGHV8-2*01__________NA__________IGHJ2-5*01	NA	NA	NA	12.0	809.0	40.0	1.0	13.0	NA	16.0	5.0	21.0	NA	255.0	39.0	58.0	2.0
IGHV8-3*01__________IGHD2-4*01__________IGHJ2-1*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA
IGHV8-3*01__________IGHD2-5*01__________IGHJ2-1*01	NA	NA	NA	NA	4.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	6.0	NA	1.0
IGHV8-3*01__________IGHD2-5*01__________IGHJ2-2*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.0	NA	NA	1.0	5.0	NA
IGHV8-3*01__________IGHD2-5*01__________IGHJ2-4*01	NA	NA	NA	NA	2.0	NA	NA	NA	NA	NA	NA	2.0	NA	8.0	3.0	1.0	NA
IGHV8-3*01__________IGHD2-5*01__________IGHJ2-5*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.0
IGHV8-3*01__________NA__________IGHJ2-1*01	NA	NA	NA	52.0	67.0	53.0	873.0	64.0	124.0	168.0	126.0	178.0	49.0	109.0	311.0	364.0	141.0
IGHV8-3*01__________NA__________IGHJ2-2*01	NA	NA	NA	158.0	97.0	87.0	302.0	78.0	209.0	215.0	175.0	167.0	166.0	512.0	630.0	429.0	156.0
IGHV8-3*01__________NA__________IGHJ2-3*01	NA	NA	NA	6.0	13.0	3.0	20.0	14.0	NA	25.0	60.0	10.0	10.0	22.0	14.0	54.0	3.0
IGHV8-3*01__________NA__________IGHJ2-4*01	NA	NA	NA	26.0	74.0	135.0	326.0	88.0	48.0	191.0	212.0	87.0	872.0	156.0	146.0	239.0	156.0
IGHV8-3*01__________NA__________IGHJ2-5*01	NA	NA	NA	14.0	21.0	5.0	45.0	19.0	9.0	64.0	32.0	34.0	2639.0	158.0	35.0	40.0	58.0
IGHV8-4*01__________IGHD2-2*01__________IGHJ2-4*01	NA	NA	NA	NA	NA	NA	4.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IGHV8-4*01__________IGHD2-4*01__________IGHJ2-4*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA
IGHV8-4*01__________IGHD2-5*01__________IGHJ2-1*01	NA	NA	NA	NA	1.0	NA	NA	1.0	NA	NA	NA	NA	NA	2.0	1.0	3.0	NA
IGHV8-4*01__________IGHD2-5*01__________IGHJ2-2*01	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA
IGHV8-4*01__________IGHD2-5*01__________IGHJ2-3*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA
IGHV8-4*01__________IGHD2-5*01__________IGHJ2-4*01	NA	NA	NA	1.0	1.0	2.0	NA	NA	NA	NA	NA	2.0	NA	NA	NA	2.0	NA
IGHV8-4*01__________NA__________IGHJ1-1*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA
IGHV8-4*01__________NA__________IGHJ1-2*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	6.0	NA	NA	NA
IGHV8-4*01__________NA__________IGHJ2-1*01	NA	NA	NA	85.0	144.0	39.0	142.0	103.0	NA	66.0	50.0	122.0	677.0	121.0	243.0	283.0	22.0
IGHV8-4*01__________NA__________IGHJ2-2*01	NA	NA	NA	86.0	444.0	50.0	101.0	36.0	NA	18.0	54.0	251.0	18.0	145.0	141.0	568.0	554.0
IGHV8-4*01__________NA__________IGHJ2-3*01	NA	NA	NA	3.0	16.0	1.0	10.0	21.0	NA	6.0	5.0	16.0	1.0	16.0	53.0	339.0	58.0
IGHV8-4*01__________NA__________IGHJ2-4*01	NA	NA	NA	87.0	107.0	168.0	85.0	54.0	1.0	50.0	33.0	82.0	75.0	842.0	229.0	169.0	9.0
IGHV8-4*01__________NA__________IGHJ2-5*01	NA	NA	NA	11.0	11.0	30.0	30.0	8.0	NA	40.0	31.0	24.0	6.0	27.0	97.0	41.0	36.0
IGHV9-1*01__________NA__________IGHJ2-1*01	NA	NA	NA	NA	NA	NA	NA	NA	1.0	3.0	NA	NA	NA	NA	NA	1.0	NA
IGHV9-1*01__________NA__________IGHJ2-4*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA
IGHV9-2*01__________IGHD2-4*01__________IGHJ2-1*01	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	1.0	NA
IGHV9-2*01__________IGHD2-5*01__________IGHJ2-1*01	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA
IGHV9-2*01__________IGHD2-5*01__________IGHJ2-5*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA
IGHV9-2*01__________NA__________IGHJ1-2*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA
IGHV9-2*01__________NA__________IGHJ2-1*01	NA	NA	NA	102.0	65.0	33.0	1.0	37.0	2.0	NA	NA	34.0	29.0	118.0	119.0	139.0	1.0
IGHV9-2*01__________NA__________IGHJ2-2*01	NA	NA	NA	NA	NA	NA	NA	1.0	1.0	NA	NA	4.0	NA	NA	1.0	4.0	NA
IGHV9-2*01__________NA__________IGHJ2-4*01	NA	NA	NA	9.0	4.0	NA	1.0	18.0	NA	NA	1.0	3.0	2.0	9.0	14.0	48.0	NA
IGHV9-2*01__________NA__________IGHJ2-5*01	NA	NA	NA	55.0	11.0	38.0	3.0	38.0	NA	NA	NA	8.0	7.0	7.0	44.0	116.0	NA
IGHV9-3*01__________IGHD2-5*01__________IGHJ2-1*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA
IGHV9-3*01__________IGHD2-5*01__________IGHJ2-4*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA
IGHV9-3*01__________NA__________IGHJ2-1*01	NA	NA	NA	1.0	1.0	NA	2.0	1.0	NA	1.0	4.0	8.0	1.0	23.0	8.0	NA	4.0
IGHV9-3*01__________NA__________IGHJ2-2*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.0	NA	2.0	NA	NA	2.0	NA	1.0
IGHV9-3*01__________NA__________IGHJ2-4*01	NA	NA	NA	1.0	NA	NA	NA	NA	NA	3.0	NA	NA	2.0	5.0	4.0	NA	1.0
IGHV9-3*01__________NA__________IGHJ2-5*01	NA	NA	NA	NA	NA	NA	2.0	NA	1.0	NA	NA	1.0	NA	4.0	3.0	NA	1.0
IGHV9-4*01__________NA__________IGHJ1-1*01	NA	NA	NA	NA	NA	NA	NA	1.0	NA	1.0	NA	1.0	NA	NA	NA	NA	NA
IGHV9-4*01__________NA__________IGHJ2-1*01	NA	NA	NA	NA	NA	1.0	2.0	2.0	1.0	NA	4.0	8.0	NA	3.0	3.0	1.0	1.0
IGHV9-4*01__________NA__________IGHJ2-2*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.0	NA
IGHV9-4*01__________NA__________IGHJ2-3*01	NA	NA	NA	NA	1.0	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
IGHV9-4*01__________NA__________IGHJ2-4*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	5.0	1.0	NA	3.0	NA
IGHV9-4*01__________NA__________IGHJ2-5*01	NA	NA	NA	NA	1.0	NA	1.0	NA	2.0	NA	2.0	1.0	NA	NA	8.0	1.0	NA
