	v	d	j	frequency
0	IGHV4-8*01	NA	IGHJ2-3*01	7
1	IGHV4-6*01	NA	IGHJ2-2*01	4
2	IGHV4-6*01	NA	IGHJ2-3*01	3
3	IGHV4-6*01	NA	IGHJ2-4*01	2
4	IGHV2-2*01	NA	IGHJ2-1*01	1
5	IGHV4-8*01	NA	IGHJ2-2*01	1
6	IGHV4-8*01	NA	IGHJ2-1*01	1
7	IGHV5-7*01	NA	IGHJ2-2*01	1
8	IGHV5-1*01	NA	IGHJ2-3*01	1
