	nucl_len
11.0	1
18.0	2
19.0	2
20.0	2
21.0	11
22.0	1
23.0	5
24.0	48
25.0	3
26.0	22
27.0	2461
28.0	61
29.0	148
30.0	40438
31.0	714
32.0	206
33.0	10985
34.0	168
35.0	109
36.0	3190
37.0	45
38.0	282
39.0	221
40.0	5
41.0	7
42.0	10
