	v	d	j	frequency
73	IGHV5-3*01	NA	IGHJ2-1*01	52
74	IGHV5-1*01	NA	IGHJ2-5*01	52
75	IGHV8-2*01	NA	IGHJ2-4*01	49
76	IGHV10-1*01	NA	IGHJ2-4*01	48
77	IGHV11-2*01	NA	IGHJ2-1*01	46
78	IGHV2-2*01	NA	IGHJ2-5*01	45
79	IGHV8-1*01	NA	IGHJ2-1*01	45
80	IGHV6-2*01	NA	IGHJ2-1*01	41
81	IGHV4-9*01	NA	IGHJ2-4*01	41
82	IGHV5-7*01	NA	IGHJ2-2*01	40
83	IGHV5-2*01	NA	IGHJ2-4*01	39
84	IGHV7-1*01	NA	IGHJ2-3*01	39
85	IGHV1-3*01	NA	IGHJ2-2*01	39
86	IGHV9-2*01	NA	IGHJ2-5*01	38
87	IGHV9-2*01	NA	IGHJ2-1*01	37
88	IGHV14-1*01	NA	IGHJ2-1*01	37
89	IGHV14-1*01	NA	IGHJ2-4*01	37
90	IGHV8-4*01	NA	IGHJ2-2*01	36
91	IGHV4-9*01	NA	IGHJ2-5*01	36
92	IGHV1-3*01	NA	IGHJ2-5*01	34
93	IGHV8-1*01	NA	IGHJ2-2*01	30
94	IGHV4-5*01	NA	IGHJ2-1*01	28
95	IGHV3-2*01	NA	IGHJ2-1*01	26
96	IGHV4-3*01	IGHD2-5*01	IGHJ2-4*01	25
97	IGHV8-2*01	NA	IGHJ2-2*01	25
98	IGHV2-1*01	IGHD2-5*01	IGHJ2-4*01	23
99	IGHV5-4*01	NA	IGHJ2-2*01	23
100	IGHV4-2*01	NA	IGHJ2-1*01	23
101	IGHV1-2*01	NA	IGHJ2-3*01	22
102	IGHV4-2*01	NA	IGHJ2-2*01	21
103	IGHV8-4*01	NA	IGHJ2-3*01	21
104	IGHV4-2*01	NA	IGHJ2-4*01	21
105	IGHV4-3*01	IGHD2-5*01	IGHJ2-1*01	20
106	IGHV4-9*01	NA	IGHJ2-2*01	19
107	IGHV8-3*01	NA	IGHJ2-5*01	19
108	IGHV1-4*01	NA	IGHJ2-3*01	19
109	IGHV9-2*01	NA	IGHJ2-4*01	18
110	IGHV4-3*01	NA	IGHJ2-3*01	17
111	IGHV1-3*01	NA	IGHJ2-3*01	16
112	IGHV10-1*01	NA	IGHJ2-2*01	16
113	IGHV6-2*01	NA	IGHJ2-4*01	16
114	IGHV1-5*01	IGHD2-4*01	IGHJ2-1*01	15
115	IGHV5-3*01	NA	IGHJ2-4*01	15
116	IGHV5-5*01	NA	IGHJ2-2*01	14
117	IGHV8-3*01	NA	IGHJ2-3*01	14
118	IGHV5-3*01	NA	IGHJ2-2*01	13
119	IGHV14-1*01	NA	IGHJ2-5*01	13
120	IGHV8-2*01	NA	IGHJ2-5*01	13
121	IGHV5-7*01	NA	IGHJ2-5*01	13
122	IGHV6-1*01	NA	IGHJ2-1*01	13
123	IGHV6-2*01	NA	IGHJ2-5*01	12
124	IGHV4-5*01	NA	IGHJ2-4*01	12
125	IGHV14-1*01	NA	IGHJ2-3*01	12
126	IGHV10-1*01	NA	IGHJ2-5*01	12
127	IGHV4-2*01	NA	IGHJ2-5*01	11
128	IGHV5-2*01	NA	IGHJ2-5*01	10
129	IGHV4-5*01	NA	IGHJ2-2*01	10
130	IGHV3-2*01	NA	IGHJ2-5*01	9
131	IGHV8-1*01	NA	IGHJ2-5*01	8
132	IGHV4-5*01	NA	IGHJ2-5*01	8
133	IGHV11-1*01	NA	IGHJ2-1*01	8
134	IGHV8-4*01	NA	IGHJ2-5*01	8
135	IGHV5-3*01	NA	IGHJ2-5*01	7
136	IGHV5-8*01	NA	IGHJ2-4*01	7
137	IGHV8-2*01	NA	IGHJ2-3*01	7
138	IGHV11-1*01	NA	IGHJ2-4*01	6
139	IGHV4-8*01	IGHD2-5*01	IGHJ2-1*01	6
140	IGHV2-2*01	IGHD2-4*01	IGHJ2-5*01	6
141	IGHV4-8*01	IGHD2-5*01	IGHJ2-2*01	6
142	IGHV4-6*01	IGHD2-5*01	IGHJ2-1*01	6
143	IGHV5-7*01	NA	IGHJ2-3*01	6
144	IGHV5-8*01	NA	IGHJ2-5*01	5
145	IGHV8-1*01	NA	IGHJ2-3*01	5
146	IGHV1-5*01	IGHD2-5*01	IGHJ2-1*01	5
147	IGHV4-6*01	IGHD2-4*01	IGHJ2-1*01	5
148	IGHV6-2*01	NA	IGHJ2-2*01	5
149	IGHV5-1*01	IGHD2-5*01	IGHJ2-1*01	4
150	IGHV11-2*01	IGHD2-3*01	IGHJ2-1*01	4
151	IGHV1-2*01	IGHD2-4*01	IGHJ2-1*01	4
152	IGHV2-2*01	NA	IGHJ2-3*01	4
153	IGHV7-1*01	IGHD2-5*01	IGHJ2-4*01	3
154	IGHV2-2*01	IGHD2-5*01	IGHJ2-1*01	3
155	IGHV5-7*01	IGHD2-5*01	IGHJ2-1*01	3
156	IGHV6-1*01	NA	IGHJ2-4*01	3
157	IGHV1-2*01	IGHD2-2*01	IGHJ2-1*01	3
158	IGHV4-8*01	IGHD2-4*01	IGHJ2-1*01	3
159	IGHV2-1*01	IGHD2-5*01	IGHJ2-1*01	3
160	IGHV10-1*01	IGHD2-4*01	IGHJ2-5*01	2
161	IGHV1-3*01	IGHD2-5*01	IGHJ2-1*01	2
162	IGHV5-2*01	IGHD2-5*01	IGHJ2-4*01	2
163	IGHV4-1*01	IGHD2-1*01	IGHJ2-4*01	2
164	IGHV13-2*01	IGHD2-4*01	IGHJ2-1*01	2
165	IGHV8-2*01	IGHD2-5*01	IGHJ2-1*01	2
166	IGHV4-1*01	IGHD2-2*01	IGHJ2-1*01	2
167	IGHV5-8*01	NA	IGHJ2-2*01	2
168	IGHV14-1*01	IGHD1-2*01	IGHJ1-2*01	2
169	IGHV4-6*01	IGHD2-5*01	IGHJ2-4*01	2
170	IGHV5-7*01	IGHD2-5*01	IGHJ2-2*01	2
171	IGHV9-4*01	NA	IGHJ2-1*01	2
172	IGHV2-1*01	NA	IGHJ2-3*01	2
173	IGHV1-2*01	IGHD1-2*01	IGHJ2-4*01	2
174	IGHV2-2*01	IGHD2-4*01	IGHJ2-1*01	2
175	IGHV9-3*01	NA	IGHJ2-1*01	1
176	IGHV11-2*01	NA	IGHJ2-2*01	1
177	IGHV4-5*01	IGHD2-5*01	IGHJ2-1*01	1
178	IGHV5-1*01	IGHD2-4*01	IGHJ2-1*01	1
179	IGHV4-8*01	IGHD2-2*01	IGHJ2-4*01	1
180	IGHV1-2*01	IGHD2-5*01	IGHJ2-1*01	1
181	IGHV4-5*01	NA	IGHJ2-3*01	1
182	IGHV4-1*01	IGHD2-4*01	IGHJ2-1*01	1
183	IGHV11-1*01	NA	IGHJ2-2*01	1
184	IGHV8-4*01	IGHD2-5*01	IGHJ2-2*01	1
185	IGHV11-2*01	NA	IGHJ2-5*01	1
186	IGHV9-2*01	IGHD2-5*01	IGHJ2-1*01	1
187	IGHV8-4*01	IGHD2-5*01	IGHJ2-1*01	1
188	IGHV7-1*01	IGHD2-5*01	IGHJ2-5*01	1
189	IGHV4-3*01	IGHD2-4*01	IGHJ2-2*01	1
190	IGHV9-4*01	NA	IGHJ1-1*01	1
191	IGHV1-2*01	IGHD2-4*01	IGHJ2-5*01	1
192	IGHV9-2*01	IGHD2-4*01	IGHJ2-1*01	1
193	IGHV4-8*01	NA	IGHJ1-1*01	1
194	IGHV9-2*01	NA	IGHJ2-2*01	1
195	IGHV5-5*01	IGHD2-5*01	IGHJ2-1*01	1
196	IGHV13-2*01	IGHD2-5*01	IGHJ2-4*01	1
197	IGHV14-1*01	IGHD2-5*01	IGHJ2-1*01	1
198	IGHV1-4*01	IGHD2-5*01	IGHJ2-1*01	1
